* Measurement data measured by REW V5.20.13
* Source: Rollo Δ 10dB Target + Δ 10dB EQ to HBB 2022
* Format: 
* Dated: Dec 3, 2023 11:17:26 AM
43.936401, 9.036
44.254780, 9.011
44.575470, 8.987
44.898483, 8.964
45.223835, 8.940
45.551544, 8.916
45.881630, 8.892
46.214108, 8.867
46.548996, 8.843
46.886307, 8.818
47.226067, 8.793
47.568283, 8.768
47.912983, 8.743
48.260181, 8.718
48.609894, 8.692
48.962143, 8.666
49.316940, 8.640
49.674313, 8.613
50.034271, 8.587
50.396843, 8.560
50.762039, 8.532
51.129883, 8.505
51.500389, 8.477
51.873581, 8.449
52.249481, 8.420
52.628101, 8.391
53.009464, 8.361
53.393593, 8.332
53.780506, 8.303
54.170223, 8.273
54.562763, 8.242
54.958145, 8.212
55.356396, 8.181
55.757530, 8.150
56.161572, 8.119
56.568542, 8.088
56.978462, 8.056
57.391350, 8.024
57.807232, 7.992
58.226128, 7.959
58.648056, 7.927
59.073048, 7.895
59.501114, 7.862
59.932281, 7.830
60.366577, 7.797
60.804020, 7.764
61.244629, 7.732
61.688435, 7.699
62.135452, 7.666
62.585712, 7.632
63.039234, 7.599
63.496040, 7.566
63.956161, 7.533
64.419617, 7.500
64.886421, 7.467
65.356621, 7.433
65.830215, 7.400
66.307251, 7.367
66.787743, 7.333
67.271713, 7.300
67.759193, 7.266
68.250206, 7.232
68.744774, 7.198
69.242928, 7.164
69.744690, 7.130
70.250084, 7.097
70.759148, 7.062
71.271896, 7.028
71.788361, 6.994
72.308571, 6.960
72.832550, 6.925
73.360321, 6.891
73.891922, 6.856
74.427376, 6.821
74.966705, 6.787
75.509949, 6.752
76.057121, 6.717
76.608261, 6.682
77.163399, 6.647
77.722557, 6.612
78.285767, 6.576
78.853058, 6.541
79.424461, 6.505
80.000000, 6.470
80.579712, 6.434
81.163628, 6.398
81.751770, 6.362
82.344177, 6.326
82.940880, 6.290
83.541901, 6.254
84.147285, 6.218
84.757050, 6.181
85.371231, 6.144
85.989868, 6.107
86.612984, 6.070
87.240616, 6.033
87.872803, 5.996
88.509560, 5.958
89.150940, 5.921
89.796967, 5.883
90.447670, 5.845
91.103088, 5.807
91.763260, 5.769
92.428215, 5.731
93.097992, 5.693
93.772614, 5.654
94.452133, 5.616
95.136566, 5.577
95.825966, 5.538
96.520363, 5.498
97.219788, 5.459
97.924286, 5.419
98.633881, 5.379
99.348625, 5.340
100.068542, 5.300
100.793686, 5.260
101.524078, 5.220
102.259766, 5.180
103.000778, 5.140
103.747162, 5.099
104.498962, 5.059
105.256203, 5.018
106.018929, 4.978
106.787186, 4.937
107.561012, 4.896
108.340446, 4.855
109.125526, 4.814
109.916290, 4.774
110.712791, 4.733
111.515060, 4.692
112.323143, 4.651
113.137085, 4.611
113.956924, 4.571
114.782700, 4.529
115.614464, 4.488
116.452255, 4.447
117.296112, 4.406
118.146095, 4.366
119.002228, 4.326
119.864563, 4.285
120.733154, 4.245
121.608040, 4.205
122.489258, 4.165
123.376869, 4.125
124.270905, 4.085
125.171425, 4.045
126.078468, 4.006
126.992081, 3.967
127.912323, 3.929
128.839233, 3.890
129.772842, 3.851
130.713242, 3.812
131.660431, 3.774
132.614502, 3.735
133.575485, 3.698
134.543427, 3.660
135.518387, 3.622
136.500412, 3.585
137.489548, 3.548
138.485855, 3.512
139.489380, 3.476
140.500168, 3.440
141.518295, 3.404
142.543793, 3.368
143.576721, 3.333
144.617142, 3.298
145.665100, 3.263
146.720642, 3.228
147.783844, 3.194
148.854752, 3.160
149.933411, 3.127
151.019897, 3.093
152.114243, 3.060
153.216522, 3.027
154.326797, 2.994
155.445114, 2.961
156.571533, 2.929
157.706116, 2.898
158.848923, 2.866
160.000000, 2.834
161.159424, 2.803
162.327255, 2.772
163.503540, 2.740
164.688354, 2.709
165.881760, 2.678
167.083801, 2.648
168.294571, 2.618
169.514099, 2.587
170.742462, 2.557
171.979736, 2.527
173.225967, 2.497
174.481232, 2.468
175.745605, 2.439
177.019119, 2.409
178.301880, 2.380
179.593933, 2.351
180.895340, 2.322
182.206177, 2.293
183.526520, 2.265
184.856430, 2.236
186.195984, 2.208
187.545227, 2.180
188.904266, 2.152
190.273132, 2.123
191.651932, 2.096
193.040726, 2.068
194.439575, 2.040
195.848572, 2.012
197.267761, 1.985
198.697250, 1.957
200.137085, 1.930
201.587372, 1.902
203.048157, 1.876
204.519531, 1.849
206.001556, 1.822
207.494324, 1.796
208.997925, 1.769
210.512405, 1.742
212.037857, 1.715
213.574371, 1.689
215.122025, 1.662
216.680893, 1.636
218.251053, 1.609
219.832581, 1.584
221.425583, 1.558
223.030121, 1.532
224.646286, 1.506
226.274170, 1.481
227.913849, 1.455
229.565399, 1.430
231.228928, 1.404
232.904510, 1.379
234.592224, 1.354
236.292191, 1.328
238.004456, 1.303
239.729126, 1.278
241.466309, 1.253
243.216080, 1.228
244.978516, 1.203
246.753738, 1.177
248.541809, 1.152
250.342850, 1.127
252.156937, 1.102
253.984161, 1.077
255.824646, 1.052
257.678467, 1.026
259.545685, 1.001
261.426483, 0.975
263.320862, 0.949
265.229004, 0.923
267.150970, 0.897
269.086853, 0.871
271.036774, 0.845
273.000824, 0.819
274.979095, 0.793
276.971710, 0.767
278.978760, 0.740
281.000336, 0.714
283.036591, 0.687
285.087585, 0.660
287.153442, 0.634
289.234283, 0.608
291.330200, 0.582
293.441284, 0.555
295.567688, 0.529
297.709503, 0.503
299.866821, 0.477
302.039795, 0.450
304.228485, 0.425
306.433044, 0.399
308.653595, 0.373
310.890228, 0.348
313.143066, 0.322
315.412231, 0.297
317.697845, 0.272
320.000000, 0.248
322.318848, 0.224
324.654510, 0.200
327.007080, 0.176
329.376709, 0.152
331.763519, 0.130
334.167603, 0.107
336.589142, 0.085
339.028198, 0.063
341.484924, 0.042
343.959473, 0.022
346.451935, 0.002
348.962463, -0.018
351.491211, -0.037
354.038239, -0.055
356.603760, -0.073
359.187866, -0.090
361.790680, -0.106
364.412354, -0.122
367.053040, -0.137
369.712860, -0.152
372.391968, -0.166
375.090454, -0.178
377.808533, -0.191
380.546265, -0.202
383.303864, -0.213
386.081451, -0.224
388.879150, -0.233
391.697144, -0.242
394.535522, -0.250
397.394501, -0.257
400.274170, -0.264
403.174744, -0.271
406.096313, -0.277
409.039062, -0.281
412.003113, -0.285
414.988647, -0.288
417.995850, -0.291
421.024811, -0.293
424.075714, -0.295
427.148743, -0.295
430.244049, -0.295
433.361786, -0.295
436.502106, -0.294
439.665161, -0.293
442.851166, -0.291
446.060242, -0.288
449.292572, -0.284
452.548340, -0.281
455.827698, -0.277
459.130798, -0.271
462.457855, -0.266
465.809021, -0.260
469.184448, -0.254
472.584381, -0.247
476.008911, -0.240
479.458252, -0.233
482.932617, -0.225
486.432159, -0.217
489.957031, -0.209
493.507477, -0.201
497.083618, -0.192
500.685699, -0.183
504.313873, -0.174
507.968323, -0.165
511.649292, -0.156
515.356934, -0.147
519.091370, -0.138
522.852966, -0.128
526.641724, -0.119
530.458008, -0.109
534.301941, -0.099
538.173706, -0.090
542.073547, -0.080
546.001648, -0.070
549.958191, -0.060
553.943420, -0.050
557.957520, -0.041
562.000671, -0.031
566.073181, -0.021
570.175171, -0.010
574.306885, -0.000
578.468567, 0.010
582.660400, 0.020
586.882568, 0.030
591.135376, 0.041
595.419006, 0.051
599.733643, 0.061
604.079590, 0.070
608.456970, 0.079
612.866089, 0.088
617.307190, 0.097
621.780457, 0.106
626.286133, 0.115
630.824463, 0.123
635.395691, 0.131
640.000000, 0.139
644.637695, 0.146
649.309021, 0.153
654.014160, 0.160
658.753418, 0.166
663.527039, 0.172
668.335205, 0.177
673.178284, 0.182
678.056396, 0.187
682.969849, 0.192
687.918945, 0.195
692.903870, 0.198
697.924927, 0.201
702.982422, 0.204
708.076477, 0.207
713.207520, 0.209
718.375732, 0.211
723.581360, 0.213
728.824707, 0.215
734.106079, 0.217
739.425720, 0.219
744.783936, 0.221
750.180908, 0.223
755.617065, 0.226
761.092529, 0.228
766.607727, 0.231
772.162903, 0.234
777.758301, 0.237
783.394287, 0.240
789.071045, 0.245
794.789001, 0.249
800.548340, 0.254
806.349487, 0.259
812.192627, 0.264
818.078125, 0.270
824.006226, 0.277
829.977295, 0.284
835.991699, 0.292
842.049622, 0.300
848.151428, 0.308
854.297485, 0.317
860.488098, 0.326
866.723572, 0.336
873.004211, 0.345
879.330322, 0.355
885.702332, 0.366
892.120483, 0.377
898.585144, 0.389
905.096680, 0.400
911.655396, 0.412
918.261597, 0.424
924.915710, 0.437
931.618042, 0.451
938.368896, 0.465
945.168762, 0.480
952.017822, 0.496
958.916504, 0.512
965.865234, 0.529
972.864319, 0.548
979.914062, 0.568
987.014954, 0.589
994.167236, 0.612
1001.371399, 0.637
1008.627747, 0.662
1015.936646, 0.690
1023.298584, 0.719
1030.713867, 0.750
1038.182739, 0.782
1045.705933, 0.816
1053.283447, 0.851
1060.916016, 0.887
1068.603882, 0.923
1076.347412, 0.960
1084.147095, 0.998
1092.003296, 1.036
1099.916382, 1.073
1107.886841, 1.110
1115.915039, 1.146
1124.001343, 1.182
1132.146362, 1.218
1140.350342, 1.253
1148.613770, 1.288
1156.937134, 1.321
1165.320801, 1.354
1173.765137, 1.387
1182.270752, 1.419
1190.838013, 1.452
1199.467285, 1.485
1208.159180, 1.518
1216.913940, 1.551
1225.732178, 1.586
1234.614380, 1.620
1243.560913, 1.655
1252.572266, 1.692
1261.648926, 1.729
1270.791382, 1.767
1280.000000, 1.807
1289.275391, 1.848
1298.618042, 1.889
1308.028320, 1.930
1317.506836, 1.972
1327.054077, 2.015
1336.670410, 2.059
1346.356567, 2.103
1356.112793, 2.149
1365.939697, 2.195
1375.837891, 2.241
1385.807739, 2.287
1395.849854, 2.334
1405.964844, 2.381
1416.152954, 2.428
1426.415039, 2.475
1436.751465, 2.523
1447.162720, 2.572
1457.649414, 2.620
1468.212158, 2.668
1478.851440, 2.716
1489.567871, 2.765
1500.361816, 2.814
1511.234131, 2.864
1522.185059, 2.913
1533.215454, 2.963
1544.325806, 3.013
1555.516602, 3.063
1566.788574, 3.114
1578.142090, 3.164
1589.578003, 3.214
1601.096680, 3.263
1612.698975, 3.313
1624.385254, 3.362
1636.156250, 3.411
1648.012451, 3.460
1659.954590, 3.509
1671.983398, 3.558
1684.099243, 3.606
1696.302856, 3.655
1708.594971, 3.703
1720.976196, 3.752
1733.447144, 3.800
1746.008423, 3.848
1758.660645, 3.897
1771.404663, 3.946
1784.240967, 3.996
1797.170288, 4.046
1810.193359, 4.097
1823.310791, 4.148
1836.523193, 4.199
1849.831421, 4.251
1863.236084, 4.304
1876.737793, 4.357
1890.337524, 4.412
1904.035645, 4.467
1917.833008, 4.523
1931.730469, 4.580
1945.728638, 4.638
1959.828125, 4.698
1974.029907, 4.759
1988.334473, 4.821
2002.742798, 4.886
2017.255493, 4.952
2031.873291, 5.019
2046.597168, 5.088
2061.427734, 5.160
2076.365479, 5.233
2091.411865, 5.309
2106.566895, 5.385
2121.832031, 5.463
2137.207764, 5.542
2152.694824, 5.622
2168.294189, 5.702
2184.006592, 5.782
2199.832764, 5.859
2215.773682, 5.935
2231.830078, 6.008
2248.002686, 6.078
2264.292725, 6.143
2280.700684, 6.204
2297.227539, 6.262
2313.874268, 6.314
2330.641602, 6.363
2347.530273, 6.408
2364.541504, 6.449
2381.676025, 6.487
2398.934570, 6.524
2416.318359, 6.558
2433.827881, 6.589
2451.464355, 6.619
2469.228760, 6.647
2487.121826, 6.674
2505.144531, 6.699
2523.297852, 6.723
2541.582764, 6.747
2560.000000, 6.769
2578.550781, 6.789
2597.236084, 6.809
2616.056641, 6.828
2635.013672, 6.845
2654.108154, 6.862
2673.340820, 6.878
2692.713135, 6.892
2712.225586, 6.905
2731.879395, 6.915
2751.675781, 6.925
2771.615479, 6.932
2791.699707, 6.938
2811.929688, 6.941
2832.305908, 6.943
2852.830078, 6.943
2873.502930, 6.941
2894.325439, 6.938
2915.298828, 6.933
2936.424316, 6.926
2957.702881, 6.919
2979.135742, 6.910
3000.723633, 6.900
3022.468262, 6.889
3044.370117, 6.878
3066.430908, 6.866
3088.651611, 6.853
3111.033203, 6.840
3133.577148, 6.826
3156.284180, 6.811
3179.156006, 6.795
3202.193359, 6.779
3225.397949, 6.762
3248.770508, 6.744
3272.312500, 6.725
3296.024902, 6.705
3319.909180, 6.683
3343.966797, 6.659
3368.198486, 6.635
3392.605713, 6.609
3417.189941, 6.582
3441.952393, 6.554
3466.894287, 6.523
3492.016846, 6.492
3517.321289, 6.459
3542.809326, 6.425
3568.481934, 6.390
3594.340576, 6.353
3620.386719, 6.315
3646.621582, 6.276
3673.046387, 6.235
3699.662842, 6.194
3726.472168, 6.151
3753.475586, 6.107
3780.675049, 6.062
3808.071289, 6.016
3835.666016, 5.971
3863.460938, 5.925
3891.457275, 5.879
3919.656250, 5.833
3948.059814, 5.787
3976.668945, 5.740
4005.485596, 5.694
4034.510986, 5.648
4063.746582, 5.603
4093.194336, 5.557
4122.855469, 5.511
4152.730957, 5.464
4182.823730, 5.416
4213.133789, 5.368
4243.664062, 5.319
4274.415527, 5.267
4305.389648, 5.215
4336.588379, 5.160
4368.013184, 5.104
4399.665527, 5.046
4431.547363, 4.988
4463.660156, 4.930
4496.005371, 4.872
4528.585449, 4.815
4561.401367, 4.759
4594.455078, 4.705
4627.748535, 4.653
4661.283203, 4.603
4695.060547, 4.556
4729.083008, 4.512
4763.352051, 4.470
4797.869141, 4.431
4832.636719, 4.394
4867.655762, 4.360
4902.928711, 4.330
4938.457520, 4.303
4974.243652, 4.279
5010.289062, 4.259
5046.595703, 4.244
5083.165527, 4.233
5120.000000, 4.225
5157.101562, 4.223
5194.472168, 4.225
5232.113281, 4.232
5270.027344, 4.242
5308.216309, 4.255
5346.681641, 4.271
5385.426270, 4.289
5424.451172, 4.308
5463.758789, 4.329
5503.351562, 4.352
5543.230957, 4.374
5583.399414, 4.397
5623.859375, 4.420
5664.611816, 4.444
5705.660156, 4.468
5747.005859, 4.493
5788.650879, 4.518
5830.597656, 4.544
5872.848633, 4.570
5915.405762, 4.598
5958.271484, 4.627
6001.447266, 4.657
6044.936523, 4.688
6088.740234, 4.721
6132.861816, 4.756
6177.303223, 4.793
6222.066406, 4.833
6267.154297, 4.874
6312.568359, 4.917
6358.312012, 4.964
6404.386719, 5.012
6450.795898, 5.063
6497.541016, 5.116
6544.625000, 5.171
6592.049805, 5.229
6639.818359, 5.289
6687.933594, 5.351
6736.396973, 5.415
6785.211426, 5.481
6834.379883, 5.548
6883.904785, 5.616
6933.788574, 5.684
6984.033691, 5.753
7034.642578, 5.821
7085.618652, 5.887
7136.963867, 5.953
7188.681152, 6.017
7240.773438, 6.079
7293.243164, 6.138
7346.092773, 6.192
7399.325684, 6.242
7452.944336, 6.287
7506.951172, 6.325
7561.350098, 6.357
7616.142578, 6.383
7671.332031, 6.400
7726.921875, 6.410
7782.914551, 6.410
7839.312500, 6.400
7896.119629, 6.381
7953.337891, 6.351
8010.971191, 6.310
8069.021973, 6.257
8127.493164, 6.193
8186.388672, 6.117
8245.710938, 6.029
8305.461914, 5.930
8365.647461, 5.820
8426.267578, 5.699
8487.328125, 5.568
8548.831055, 5.427
8610.779297, 5.279
8673.176758, 5.124
8736.026367, 4.964
8799.331055, 4.802
8863.094727, 4.640
8927.320312, 4.481
8992.010742, 4.325
9057.170898, 4.177
9122.802734, 4.041
9188.910156, 3.918
9255.497070, 3.809
9322.566406, 3.717
9390.121094, 3.642
9458.166016, 3.586
9526.704102, 3.549
9595.738281, 3.530
9665.273438, 3.531
9735.311523, 3.550
9805.857422, 3.587
9876.915039, 3.642
9948.487305, 3.716
10020.578125, 3.814
10093.191406, 3.932
10166.331055, 4.069
10240.000000, 4.227
10314.203125, 4.401
10388.944336, 4.591
10464.226562, 4.787
10540.054688, 4.979
10616.432617, 5.158
10693.363281, 5.309
10770.852539, 5.426
10848.902344, 5.497
10927.517578, 5.519
11006.703125, 5.494
11086.461914, 5.431
11166.798828, 5.324
11247.718750, 5.178
11329.223633, 5.008
11411.320312, 4.821
11494.011719, 4.606
11577.301758, 4.369
11661.195312, 4.124
11745.697266, 3.872
11830.811523, 3.609
11916.542969, 3.347
12002.894531, 3.088
12089.873047, 2.835
12177.480469, 2.605
12265.723633, 2.408
12354.606445, 2.229
12444.132812, 2.065
12534.308594, 1.937
12625.136719, 1.827
12716.624023, 1.733
12808.773438, 1.662
12901.591797, 1.609
12995.082031, 1.560
13089.250000, 1.513
13184.099609, 1.470
13279.636719, 1.437
13375.867188, 1.403
13472.793945, 1.366
13570.422852, 1.325
13668.759766, 1.277
13767.809570, 1.221
13867.577148, 1.157
13968.067383, 1.083
14069.285156, 0.997
14171.237305, 0.905
14273.927734, 0.807
14377.362305, 0.703
14481.546875, 0.591
14586.486328, 0.476
14692.185547, 0.361
14798.651367, 0.247
14905.888672, 0.138
15013.902344, 0.036
15122.700195, -0.056
15232.285156, -0.136
15342.664062, -0.201
15453.843750, -0.251
15565.829102, -0.286
15678.625000, -0.304
15792.239258, -0.307
15906.675781, -0.295
16021.942383, -0.270
16138.043945, -0.233
16254.986328, -0.188
16372.777344, -0.135
16491.421875, -0.077
16610.923828, -0.016
16731.294922, 0.046
16852.535156, 0.106
16974.656250, 0.163
17097.662109, 0.215
17221.558594, 0.260
17346.353516, 0.295
17472.052734, 0.319
17598.662109, 0.327
17726.189453, 0.318
17854.640625, 0.287
17984.021484, 0.232
18114.341797, 0.148
18245.605469, 0.033
18377.820312, -0.117
18510.994141, -0.306
18645.132812, -0.536
18780.242188, -0.808
18916.332031, -1.124
19053.408203, -1.482
19191.476562, -1.882
19330.546875, -2.315
19470.623047, -2.808
19611.714844, -3.443
19753.830078, -4.168
19896.974609, -5.662
