* Measurement data measured by REW V5.20.3
* Source: Flat__0 Filtered
* Format: 
* Dated: Apr 12, 2023 1:03:21 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\gnftr\Downloads\Flat__0.txt Format: Comma/Tab/Space delimited data 481 values loaded, 20 Hz to 20,040 Hz log spaced  LSQ      Fc   75.00 Hz  Gain   5.00 dB Q  0.500 PK       Fc   20.00 Hz  Gain   3.00 dB  Q  0.400 PK       Fc    1000 Hz  Gain  -2.00 dB  Q  1.000 PK       Fc    2750 Hz  Gain   7.50 dB  Q  0.900 PK       Fc    1500 Hz  Gain  -2.00 dB  Q  1.410 HSQ      Fc    6000 Hz  Gain  -2.00 dB Q   1.00 PK       Fc   15000 Hz  Gain  -5.00 dB  Q  0.700 PK       Fc   20000 Hz  Gain  -8.00 dB  Q  1.000 PK       Fc   800.0 Hz  Gain  -1.00 dB  Q  1.410 PK       Fc   17500 Hz  Gain  -1.00 dB  Q  2.000 PK       Fc   20000 Hz  Gain  -1.00 dB  Q  1.000
* Measurement: Xiao Target2.0
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.0 Hz
*
* Freq(Hz)	SPL(dB)
36.680176	96.390
36.945976	96.366
37.213703	96.341
37.483368	96.316
37.754990	96.291
38.028580	96.265
38.304150	96.240
38.581718	96.214
38.861298	96.188
39.142902	96.162
39.426548	96.136
39.712250	96.110
40.000023	96.084
40.289879	96.057
40.581837	96.030
40.875908	96.003
41.172112	95.976
41.470463	95.949
41.770973	95.922
42.073662	95.895
42.378544	95.867
42.685635	95.840
42.994953	95.812
43.306511	95.784
43.620327	95.756
43.936417	95.728
44.254799	95.699
44.575489	95.671
44.898502	95.643
45.223854	95.614
45.551563	95.585
45.881649	95.557
46.214127	95.528
46.549015	95.499
46.886330	95.470
47.226086	95.441
47.568306	95.411
47.913006	95.382
48.260204	95.353
48.609917	95.323
48.962166	95.294
49.316967	95.264
49.674339	95.235
50.034302	95.205
50.396870	95.175
50.762066	95.145
51.129910	95.115
51.500420	95.085
51.873611	95.055
52.249508	95.025
52.628128	94.995
53.009495	94.965
53.393623	94.935
53.780537	94.904
54.170254	94.874
54.562794	94.844
54.958179	94.813
55.356430	94.783
55.757565	94.752
56.161606	94.722
56.568577	94.692
56.978497	94.661
57.391388	94.631
57.807270	94.600
58.226166	94.570
58.648098	94.539
59.073086	94.508
59.501152	94.478
59.932323	94.447
60.366619	94.417
60.804062	94.386
61.244675	94.356
61.688480	94.325
62.135502	94.295
62.585762	94.264
63.039284	94.234
63.496094	94.203
63.956211	94.173
64.419662	94.143
64.886475	94.112
65.356667	94.082
65.830269	94.052
66.307304	94.021
66.787796	93.991
67.271767	93.961
67.759247	93.931
68.250259	93.901
68.744827	93.871
69.242981	93.841
69.744743	93.811
70.250145	93.781
70.759209	93.751
71.271957	93.722
71.788422	93.692
72.308632	93.662
72.832611	93.633
73.360390	93.603
73.891991	93.574
74.427444	93.544
74.966774	93.515
75.510017	93.486
76.057198	93.457
76.608337	93.428
77.163475	93.399
77.722633	93.370
78.285843	93.341
78.853134	93.313
79.424538	93.284
80.000084	93.256
80.579796	93.227
81.163712	93.199
81.751854	93.171
82.344261	93.143
82.940964	93.115
83.541985	93.087
84.147362	93.059
84.757126	93.031
85.371307	93.004
85.989944	92.976
86.613060	92.949
87.240692	92.922
87.872871	92.895
88.509636	92.868
89.151016	92.841
89.797043	92.814
90.447746	92.788
91.103165	92.761
91.763336	92.735
92.428291	92.708
93.098068	92.682
93.772697	92.656
94.452209	92.631
95.136650	92.605
95.826050	92.579
96.520447	92.554
97.219872	92.528
97.924370	92.503
98.633972	92.478
99.348717	92.453
100.068642	92.429
100.793777	92.404
101.524170	92.379
102.259857	92.355
103.000877	92.331
103.747261	92.307
104.499054	92.283
105.256294	92.259
106.019028	92.236
106.787285	92.212
107.561111	92.189
108.340546	92.166
109.125626	92.143
109.916397	92.120
110.712898	92.097
111.515167	92.074
112.323250	92.052
113.137192	92.030
113.957031	92.007
114.782814	91.985
115.614578	91.964
116.452370	91.942
117.296234	91.920
118.146210	91.899
119.002342	91.878
119.864685	91.857
120.733276	91.836
121.608162	91.815
122.489388	91.794
123.376999	91.774
124.271042	91.753
125.171562	91.733
126.078606	91.713
126.992226	91.693
127.912460	91.674
128.839371	91.654
129.772995	91.635
130.713379	91.615
131.660583	91.596
132.614655	91.577
133.575638	91.558
134.543579	91.540
135.518539	91.521
136.500565	91.503
137.489700	91.485
138.486008	91.467
139.489532	91.449
140.500336	91.431
141.518463	91.413
142.543961	91.396
143.576889	91.378
144.617310	91.361
145.665268	91.344
146.720825	91.327
147.784027	91.310
148.854935	91.294
149.933594	91.277
151.020081	91.261
152.114441	91.245
153.216721	91.228
154.326996	91.212
155.445312	91.197
156.571732	91.181
157.706314	91.165
158.849121	91.150
160.000214	91.135
161.159637	91.120
162.327469	91.105
163.503754	91.090
164.688568	91.075
165.881973	91.060
167.084015	91.046
168.294769	91.031
169.514297	91.017
170.742661	91.003
171.979935	90.989
173.226166	90.975
174.481430	90.961
175.745789	90.948
177.019318	90.934
178.302078	90.921
179.594131	90.908
180.895538	90.894
182.206375	90.881
183.526718	90.868
184.856628	90.856
186.196182	90.843
187.545441	90.830
188.904465	90.818
190.273346	90.805
191.652145	90.793
193.040939	90.781
194.439789	90.769
195.848785	90.757
197.267990	90.745
198.697479	90.733
200.137329	90.721
201.587601	90.710
203.048386	90.698
204.519760	90.687
206.001801	90.676
207.494568	90.664
208.998154	90.653
210.512634	90.642
212.038101	90.631
213.574615	90.620
215.122269	90.610
216.681137	90.599
218.251297	90.588
219.832840	90.578
221.425842	90.567
223.030380	90.557
224.646545	90.546
226.274429	90.536
227.914108	90.526
229.565674	90.516
231.229202	90.506
232.904785	90.496
234.592514	90.486
236.292465	90.476
238.004730	90.466
239.729416	90.457
241.466599	90.447
243.216370	90.437
244.978821	90.428
246.754044	90.418
248.542130	90.409
250.343170	90.400
252.157257	90.390
253.984497	90.381
255.824966	90.372
257.678772	90.363
259.546021	90.353
261.426788	90.344
263.321198	90.335
265.229340	90.326
267.151306	90.317
269.087189	90.308
271.037109	90.299
273.001160	90.290
274.979431	90.282
276.972046	90.273
278.979095	90.264
281.000702	90.255
283.036957	90.246
285.087952	90.237
287.153809	90.229
289.234650	90.220
291.330566	90.211
293.441681	90.203
295.568085	90.194
297.709900	90.185
299.867218	90.177
302.040192	90.168
304.228912	90.159
306.433472	90.150
308.654022	90.142
310.890656	90.133
313.143494	90.124
315.412659	90.116
317.698273	90.107
320.000458	90.098
322.319305	90.089
324.654968	90.081
327.007538	90.072
329.377167	90.063
331.763977	90.054
334.168091	90.045
336.589600	90.036
339.028656	90.027
341.485413	90.018
343.959961	90.009
346.452423	90.000
348.962952	89.991
351.491669	89.982
354.038727	89.972
356.604248	89.963
359.188354	89.954
361.791168	89.944
364.412842	89.935
367.053528	89.925
369.713348	89.915
372.392456	89.906
375.090973	89.896
377.809052	89.886
380.546814	89.876
383.304413	89.866
386.082001	89.856
388.879700	89.845
391.697693	89.835
394.536102	89.825
397.395081	89.814
400.274780	89.803
403.175323	89.792
406.096893	89.781
409.039642	89.770
412.003723	89.759
414.989258	89.748
417.996429	89.736
421.025391	89.725
424.076324	89.713
427.149353	89.701
430.244659	89.689
433.362396	89.676
436.502716	89.664
439.665802	89.651
442.851807	89.638
446.060883	89.625
449.293213	89.612
452.548981	89.599
455.828339	89.585
459.131470	89.571
462.458527	89.557
465.809692	89.543
469.185150	89.529
472.585052	89.514
476.009613	89.499
479.458984	89.484
482.933350	89.468
486.432892	89.453
489.957794	89.437
493.508240	89.420
497.084412	89.404
500.686493	89.387
504.314667	89.370
507.969147	89.352
511.650085	89.335
515.357727	89.317
519.092224	89.298
522.853760	89.280
526.642578	89.261
530.458862	89.241
534.302795	89.222
538.174561	89.202
542.074402	89.181
546.002502	89.161
549.959045	89.140
553.944275	89.118
557.958374	89.097
562.001587	89.075
566.074097	89.052
570.176086	89.029
574.307800	89.006
578.469482	88.983
582.661316	88.959
586.883545	88.935
591.136353	88.910
595.419983	88.885
599.734619	88.860
604.080566	88.834
608.458008	88.808
612.867126	88.782
617.308228	88.755
621.781494	88.729
626.287170	88.701
630.825500	88.674
635.396729	88.646
640.001099	88.619
644.638794	88.591
649.310120	88.562
654.015259	88.534
658.754517	88.506
663.528137	88.477
668.336365	88.448
673.179382	88.420
678.057495	88.391
682.971008	88.363
687.920105	88.334
692.905029	88.306
697.926086	88.278
702.983521	88.250
708.077637	88.222
713.208679	88.195
718.376892	88.168
723.582520	88.142
728.825867	88.116
734.107239	88.090
739.426880	88.065
744.785095	88.041
750.182129	88.017
755.618286	87.995
761.093811	87.973
766.609009	87.951
772.164185	87.931
777.759583	87.912
783.395569	87.893
789.072388	87.875
794.790344	87.859
800.549744	87.843
806.350830	87.829
812.193970	87.816
818.079468	87.803
824.007629	87.792
829.978699	87.782
835.993042	87.773
842.050964	87.765
848.152832	87.758
854.298889	87.753
860.489502	87.748
866.724976	87.745
873.005615	87.743
879.331787	87.742
885.703796	87.741
892.121948	87.742
898.586609	87.744
905.098145	87.747
911.656860	87.751
918.263123	87.756
924.917236	87.762
931.619568	87.769
938.370483	87.777
945.170288	87.786
952.019409	87.795
958.918152	87.806
965.866882	87.817
972.865967	87.829
979.915771	87.842
987.016663	87.856
994.169006	87.870
1001.373169	87.886
1008.629517	87.901
1015.938477	87.918
1023.300415	87.935
1030.715698	87.953
1038.184692	87.972
1045.707764	87.991
1053.285400	88.010
1060.917969	88.031
1068.605835	88.051
1076.349365	88.073
1084.149048	88.095
1092.005249	88.117
1099.918335	88.140
1107.888794	88.163
1115.916992	88.187
1124.003418	88.211
1132.148438	88.236
1140.352417	88.261
1148.615845	88.286
1156.939209	88.312
1165.322876	88.339
1173.767334	88.366
1182.272949	88.393
1190.840210	88.421
1199.469482	88.449
1208.161377	88.478
1216.916260	88.507
1225.734497	88.537
1234.616699	88.567
1243.563232	88.598
1252.574585	88.630
1261.651245	88.663
1270.793701	88.696
1280.002441	88.730
1289.277832	88.764
1298.620483	88.800
1308.030762	88.837
1317.509277	88.875
1327.056519	88.914
1336.672974	88.954
1346.359009	88.995
1356.115234	89.037
1365.942261	89.081
1375.840454	89.127
1385.810303	89.174
1395.852417	89.222
1405.967285	89.273
1416.155518	89.324
1426.417603	89.378
1436.754028	89.434
1447.165283	89.491
1457.652100	89.550
1468.214844	89.612
1478.854126	89.675
1489.570557	89.740
1500.364624	89.808
1511.236938	89.877
1522.187988	89.948
1533.218384	90.021
1544.328735	90.097
1555.519531	90.174
1566.791504	90.253
1578.145142	90.334
1589.581055	90.417
1601.099854	90.502
1612.702026	90.588
1624.388306	90.676
1636.159302	90.766
1648.015625	90.857
1659.957886	90.949
1671.986572	91.043
1684.102417	91.138
1696.306152	91.234
1708.598267	91.331
1720.979492	91.430
1733.450439	91.529
1746.011719	91.629
1758.664062	91.730
1771.408081	91.831
1784.244385	91.933
1797.173706	92.036
1810.196777	92.139
1823.314209	92.243
1836.526733	92.346
1849.834961	92.450
1863.239624	92.555
1876.741455	92.659
1890.341064	92.763
1904.039307	92.868
1917.836792	92.972
1931.734253	93.076
1945.732422	93.180
1959.832031	93.284
1974.033813	93.387
1988.338501	93.490
2002.746826	93.593
2017.259521	93.695
2031.877441	93.797
2046.601318	93.898
2061.431885	93.998
2076.369873	94.098
2091.416016	94.197
2106.571289	94.295
2121.836426	94.393
2137.212158	94.489
2152.699219	94.584
2168.298584	94.678
2184.010986	94.772
2199.837158	94.863
2215.778076	94.954
2231.834473	95.043
2248.007324	95.131
2264.297363	95.217
2280.705322	95.302
2297.232178	95.385
2313.878906	95.466
2330.646240	95.545
2347.535156	95.623
2364.546387	95.698
2381.680908	95.771
2398.939453	95.842
2416.323242	95.911
2433.833008	95.977
2451.469482	96.041
2469.233887	96.102
2487.126953	96.161
2505.149658	96.217
2523.302979	96.270
2541.587891	96.320
2560.005371	96.367
2578.556152	96.411
2597.241455	96.452
2616.062256	96.490
2635.019287	96.524
2654.113770	96.556
2673.346680	96.584
2692.718750	96.609
2712.231201	96.630
2731.885254	96.648
2751.681641	96.663
2771.621582	96.674
2791.705811	96.682
2811.935547	96.687
2832.312012	96.688
2852.836182	96.686
2873.509033	96.681
2894.331543	96.673
2915.305176	96.661
2936.430664	96.647
2957.709229	96.629
2979.142090	96.608
3000.730225	96.585
3022.474854	96.558
3044.376953	96.529
3066.437744	96.497
3088.658447	96.463
3111.040039	96.426
3133.583984	96.387
3156.291260	96.346
3179.163086	96.302
3202.200684	96.256
3225.405029	96.209
3248.777588	96.159
3272.319580	96.108
3296.032227	96.055
3319.916748	96.000
3343.974121	95.944
3368.206055	95.887
3392.613525	95.828
3417.197754	95.768
3441.960205	95.706
3466.902100	95.644
3492.024658	95.581
3517.329346	95.517
3542.817383	95.451
3568.489990	95.386
3594.348633	95.319
3620.394775	95.252
3646.629639	95.184
3673.054688	95.115
3699.671143	95.046
3726.480469	94.977
3753.484131	94.907
3780.683350	94.837
3808.079834	94.766
3835.674805	94.695
3863.469727	94.624
3891.466064	94.553
3919.665283	94.481
3948.068848	94.409
3976.678223	94.337
4005.494873	94.265
4034.520264	94.193
4063.756104	94.121
4093.203857	94.048
4122.864746	93.976
4152.740723	93.903
4182.833008	93.830
4213.143555	93.757
4243.673828	93.685
4274.425293	93.612
4305.399414	93.539
4336.598145	93.465
4368.022949	93.392
4399.675293	93.319
4431.557129	93.246
4463.669922	93.172
4496.015625	93.099
4528.595703	93.025
4561.411621	92.951
4594.465332	92.877
4627.758789	92.803
4661.293457	92.729
4695.071289	92.655
4729.093750	92.581
4763.362793	92.506
4797.879883	92.431
4832.647461	92.356
4867.666992	92.281
4902.939941	92.206
4938.468750	92.131
4974.254883	92.055
5010.300293	91.979
5046.606934	91.903
5083.176758	91.827
5120.011719	91.750
5157.113281	91.673
5194.483887	91.596
5232.125488	91.519
5270.039551	91.442
5308.228516	91.364
5346.694336	91.287
5385.438477	91.209
5424.463379	91.131
5463.771484	91.052
5503.364258	90.974
5543.244141	90.896
5583.412598	90.817
5623.872070	90.738
5664.625000	90.660
5705.673340	90.581
5747.019043	90.502
5788.664551	90.423
5830.611816	90.344
5872.862793	90.266
5915.419922	90.187
5958.285645	90.108
6001.461914	90.030
6044.951172	89.952
6088.755371	89.874
6132.876953	89.796
6177.318359	89.718
6222.081543	89.641
6267.169434	89.564
6312.583984	89.488
6358.327637	89.411
6404.402832	89.336
6450.812012	89.260
6497.557129	89.185
6544.641113	89.111
6592.066406	89.037
6639.835449	88.963
6687.950195	88.890
6736.414062	88.818
6785.229004	88.746
6834.397461	88.674
6883.922363	88.604
6933.806152	88.533
6984.051270	88.464
7034.660645	88.395
7085.636719	88.326
7136.981934	88.259
7188.699219	88.191
7240.791504	88.125
7293.261230	88.059
7346.111328	87.993
7399.344238	87.928
7452.962891	87.864
7506.970215	87.800
7561.368652	87.737
7616.161621	87.674
7671.351562	87.612
7726.941406	87.550
7782.934082	87.489
7839.332520	87.428
7896.139648	87.368
7953.358398	87.308
8010.991699	87.248
8069.042480	87.189
8127.514160	87.130
8186.409668	87.071
8245.731445	87.013
8305.483398	86.955
8365.667969	86.897
8426.289062	86.839
8487.349609	86.781
8548.852539	86.724
8610.800781	86.667
8673.198242	86.609
8736.047852	86.552
8799.352539	86.495
8863.116211	86.437
8927.341797	86.380
8992.033203	86.322
9057.193359	86.265
9122.825195	86.207
9188.932617	86.149
9255.519531	86.091
9322.588867	86.032
9390.144531	85.974
9458.189453	85.915
9526.727539	85.855
9595.761719	85.796
9665.296875	85.736
9735.335938	85.675
9805.881836	85.615
9876.939453	85.553
9948.511719	85.491
10020.602539	85.429
10093.215820	85.366
10166.355469	85.303
10240.025391	85.239
10314.228516	85.174
10388.969727	85.109
10464.252930	85.043
10540.081055	84.976
10616.458984	84.909
10693.390625	84.841
10770.878906	84.772
10848.928711	84.702
10927.544922	84.632
11006.730469	84.561
11086.490234	84.489
11166.827148	84.416
11247.746094	84.342
11329.251953	84.268
11411.348633	84.193
11494.040039	84.117
11577.331055	84.040
11661.225586	83.962
11745.727539	83.883
11830.841797	83.804
11916.573242	83.724
12002.925781	83.643
12089.904297	83.561
12177.512695	83.478
12265.755859	83.395
12354.638672	83.311
12444.165039	83.226
12534.340820	83.141
12625.169922	83.055
12716.657227	82.968
12808.807617	82.881
12901.625977	82.794
12995.116211	82.706
13089.284180	82.618
13184.134766	82.530
13279.672852	82.442
13375.903320	82.353
13472.831055	82.265
13570.460938	82.177
13668.797852	82.089
13767.847656	82.001
13867.615234	81.914
13968.105469	81.828
14069.324219	81.742
14171.276367	81.656
14273.966797	81.572
14377.401367	81.488
14481.585938	81.406
14586.525391	81.324
14692.225586	81.243
14798.691406	81.163
14905.928711	81.084
15013.943359	81.006
15122.740234	80.929
15232.326172	80.853
15342.706055	80.776
15453.885742	80.700
15565.871094	80.624
15678.667969	80.547
15792.282227	80.469
15906.719727	80.390
16021.986328	80.309
16138.087891	80.226
16255.031250	80.140
16372.822266	80.051
16491.466797	79.958
16610.970703	79.862
16731.339844	79.762
16852.582031	79.660
16974.703125	79.557
17097.708984	79.454
17221.605469	79.353
17346.400391	79.257
17472.099609	79.166
17598.708984	79.081
17726.236328	79.002
17854.687500	78.926
17984.070312	78.851
18114.390625	78.773
18245.654297	78.686
18377.869141	78.587
18511.042969	78.474
18645.181641	78.343
18780.292969	78.195
18916.382812	78.031
19053.458984	77.856
19191.527344	77.675
19330.597656	77.499
19470.675781	77.341
19611.767578	77.218
19753.882812	77.151
19897.027344	77.162
