* Measurement data measured by REW V5.20.3
* Source: Flat__0 Filtered
* Format: 
* Dated: Apr 12, 2023 1:03:21 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\gnftr\Downloads\Flat__0.txt Format: Comma/Tab/Space delimited data 481 values loaded, 20 Hz to 20,040 Hz log spaced  LSQ      Fc   75.00 Hz  Gain   5.00 dB Q  0.500 PK       Fc   20.00 Hz  Gain   3.00 dB  Q  0.400 PK       Fc    1000 Hz  Gain  -2.00 dB  Q  1.000 PK       Fc    2750 Hz  Gain   7.50 dB  Q  0.900 PK       Fc    1500 Hz  Gain  -2.00 dB  Q  1.410 HSQ      Fc    6000 Hz  Gain  -2.00 dB Q   1.00 PK       Fc   15000 Hz  Gain  -5.00 dB  Q  0.700 PK       Fc   20000 Hz  Gain  -8.00 dB  Q  1.000 PK       Fc   800.0 Hz  Gain  -1.00 dB  Q  1.410 PK       Fc   17500 Hz  Gain  -1.00 dB  Q  2.000 PK       Fc   20000 Hz  Gain  -1.00 dB  Q  1.000
* Measurement: Xiao Target2.0
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.0 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	97.664
20.144928	97.659
20.290907	97.654
20.437943	97.649
20.586044	97.643
20.735220	97.638
20.885475	97.632
21.036819	97.625
21.189260	97.619
21.342806	97.612
21.497465	97.605
21.653244	97.598
21.810152	97.590
21.968197	97.583
22.127388	97.574
22.287733	97.566
22.449240	97.558
22.611916	97.549
22.775770	97.540
22.940813	97.530
23.107052	97.520
23.274494	97.511
23.443151	97.500
23.613029	97.490
23.784140	97.479
23.956490	97.468
24.130089	97.457
24.304945	97.445
24.481070	97.434
24.658470	97.422
24.837156	97.409
25.017136	97.397
25.198420	97.384
25.381018	97.371
25.564939	97.358
25.750193	97.344
25.936789	97.330
26.124737	97.316
26.314047	97.302
26.504730	97.287
26.696795	97.272
26.890251	97.257
27.085110	97.242
27.281380	97.226
27.479073	97.210
27.678198	97.194
27.878765	97.178
28.080786	97.161
28.284271	97.145
28.489231	97.128
28.695675	97.110
28.903616	97.093
29.113064	97.075
29.324030	97.057
29.536524	97.039
29.750557	97.020
29.966143	97.001
30.183290	96.982
30.402012	96.963
30.622318	96.944
30.844221	96.924
31.067732	96.904
31.292862	96.884
31.519623	96.864
31.748028	96.843
31.978086	96.823
32.209812	96.802
32.443218	96.781
32.678314	96.759
32.915115	96.738
33.153633	96.716
33.393879	96.694
33.635864	96.672
33.879604	96.649
34.125111	96.627
34.372395	96.604
34.621471	96.581
34.872353	96.558
35.125053	96.534
35.379585	96.511
35.635960	96.487
35.894192	96.463
36.154297	96.439
36.416286	96.415
