* Measurement data measured by REW V5.20.13
* Source: C:\Users\Chika\Downloads\Practiphile.csv
* Format: Comma/Tab/Space delimited data
* Dated: 2023/03/04 18:14:23
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\Chika\Downloads\Practiphile.csv Format: Comma/Tab/Space delimited data 208 values loaded, 21 Hz to 19,670 Hz log spaced
* Measurement: Practiphile
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 21.200 Hz
*
* Freq(Hz)	SPL(dB)
78.800003	65.300
80.000000	65.243
81.199997	65.187
82.500000	65.127
83.800003	65.066
85.000000	65.010
86.199997	64.955
87.500000	64.896
88.500000	64.851
90.000000	64.784
91.199997	64.730
92.500000	64.671
93.800003	64.612
95.000000	64.558
96.199997	64.506
97.500000	64.452
98.800003	64.399
100.000000	64.351
101.500000	64.291
103.000000	64.231
104.400002	64.173
106.000000	64.106
107.500000	64.045
109.000000	63.985
110.599998	63.923
112.000000	63.870
113.800003	63.800
115.000000	63.754
117.199997	63.670
118.000000	63.641
120.599998	63.545
122.000000	63.495
124.099998	63.419
125.000000	63.386
126.500000	63.332
128.000000	63.278
131.500000	63.152
132.000000	63.134
134.000000	63.063
136.000000	62.994
138.000000	62.926
140.000000	62.858
143.000000	62.758
145.000000	62.693
147.500000	62.612
150.000000	62.530
152.500000	62.449
155.000000	62.371
157.500000	62.294
160.000000	62.217
162.500000	62.140
165.000000	62.064
167.500000	61.990
170.000000	61.918
172.500000	61.847
175.000000	61.778
177.500000	61.709
180.000000	61.640
182.500000	61.571
185.000000	61.503
187.500000	61.438
190.000000	61.375
192.500000	61.313
195.000000	61.252
197.500000	61.191
200.000000	61.131
203.000000	61.060
206.000000	60.991
209.000000	60.926
212.000000	60.864
214.000000	60.822
218.000000	60.740
220.000000	60.700
224.000000	60.623
227.000000	60.568
230.000000	60.517
233.000000	60.468
236.000000	60.422
240.000000	60.362
243.000000	60.319
247.000000	60.266
250.000000	60.229
254.000000	60.181
258.000000	60.135
262.000000	60.094
265.000000	60.064
269.000000	60.027
272.000000	60.001
276.000000	59.968
280.000000	59.937
285.000000	59.903
290.000000	59.872
295.000000	59.842
300.000000	59.814
304.000000	59.795
307.000000	59.781
311.000000	59.764
315.000000	59.748
320.000000	59.729
325.000000	59.712
330.000000	59.698
335.000000	59.685
340.000000	59.672
345.000000	59.658
350.000000	59.644
355.000000	59.632
360.000000	59.620
365.000000	59.608
370.000000	59.594
375.000000	59.582
382.000000	59.568
387.000000	59.559
395.000000	59.546
400.000000	59.537
406.000000	59.526
412.000000	59.516
418.000000	59.508
425.000000	59.503
431.000000	59.500
437.000000	59.497
444.000000	59.491
450.000000	59.483
455.000000	59.477
462.000000	59.472
468.000000	59.469
475.000000	59.466
482.000000	59.462
487.000000	59.458
494.000000	59.452
500.000000	59.447
508.000000	59.442
515.000000	59.441
522.000000	59.443
530.000000	59.446
538.000000	59.452
545.000000	59.458
552.000000	59.465
560.000000	59.474
570.000000	59.484
580.000000	59.492
590.000000	59.500
600.000000	59.511
608.000000	59.521
615.000000	59.531
622.000000	59.542
630.000000	59.555
640.000000	59.574
650.000000	59.594
660.000000	59.612
670.000000	59.629
680.000000	59.647
690.000000	59.666
700.000000	59.687
710.000000	59.709
720.000000	59.731
730.000000	59.754
740.000000	59.778
750.000000	59.804
762.000000	59.836
775.000000	59.873
788.000000	59.912
800.000000	59.950
812.000000	59.989
825.000000	60.033
838.000000	60.078
850.000000	60.122
862.000000	60.166
875.000000	60.216
885.000000	60.255
900.000000	60.315
912.000000	60.365
925.000000	60.422
938.000000	60.481
950.000000	60.538
962.000000	60.597
975.000000	60.663
988.000000	60.730
1000.000000	60.793
1015.000000	60.875
1030.000000	60.961
1044.000000	61.041
1060.000000	61.134
1075.000000	61.224
1090.000000	61.317
1106.000000	61.421
1120.000000	61.513
1138.000000	61.632
1150.000000	61.712
1172.000000	61.860
1180.000000	61.914
1206.000000	62.095
1220.000000	62.195
1241.000000	62.346
1250.000000	62.411
1265.000000	62.521
1280.000000	62.633
1315.000000	62.896
1320.000000	62.934
1340.000000	63.084
1360.000000	63.234
1380.000000	63.385
1400.000000	63.537
1430.000000	63.764
1450.000000	63.915
1475.000000	64.104
1500.000000	64.292
1525.000000	64.478
1550.000000	64.664
1575.000000	64.847
1600.000000	65.028
1625.000000	65.207
1650.000000	65.386
1675.000000	65.562
1700.000000	65.734
1725.000000	65.904
1750.000000	66.069
1775.000000	66.231
1800.000000	66.390
1825.000000	66.546
1850.000000	66.697
1875.000000	66.842
1900.000000	66.983
1925.000000	67.119
1950.000000	67.251
1975.000000	67.379
2000.000000	67.503
2030.000000	67.644
2060.000000	67.778
2090.000000	67.903
2120.000000	68.023
2140.000000	68.099
2180.000000	68.245
2200.000000	68.314
2240.000000	68.440
2270.000000	68.525
2300.000000	68.601
2330.000000	68.670
2360.000000	68.732
2400.000000	68.805
2430.000000	68.851
2470.000000	68.901
2500.000000	68.931
2540.000000	68.959
2580.000000	68.976
2620.000000	68.983
2650.000000	68.983
2690.000000	68.977
2720.000000	68.967
2760.000000	68.946
2800.000000	68.916
2850.000000	68.867
2900.000000	68.805
2950.000000	68.733
3000.000000	68.652
3040.000000	68.583
3070.000000	68.528
3110.000000	68.453
3150.000000	68.375
3200.000000	68.274
3250.000000	68.169
3300.000000	68.060
3350.000000	67.947
3400.000000	67.833
3450.000000	67.717
3500.000000	67.600
3550.000000	67.483
3600.000000	67.367
3650.000000	67.251
3700.000000	67.138
3750.000000	67.026
3820.000000	66.872
3870.000000	66.763
3950.000000	66.590
4000.000000	66.483
4060.000000	66.358
4120.000000	66.236
4180.000000	66.118
4250.000000	65.985
4310.000000	65.875
4370.000000	65.768
4440.000000	65.647
4500.000000	65.546
4550.000000	65.465
4620.000000	65.353
4680.000000	65.259
4750.000000	65.153
4820.000000	65.051
4870.000000	64.980
4940.000000	64.885
5000.000000	64.806
5080.000000	64.705
5150.000000	64.617
5220.000000	64.531
5300.000000	64.435
5380.000000	64.341
5450.000000	64.262
5520.000000	64.186
5600.000000	64.105
5700.000000	64.005
5800.000000	63.907
5900.000000	63.812
6000.000000	63.722
6080.000000	63.656
6150.000000	63.603
6220.000000	63.553
6300.000000	63.502
6400.000000	63.443
6500.000000	63.391
6600.000000	63.345
6700.000000	63.306
6800.000000	63.272
6900.000000	63.245
7000.000000	63.224
7100.000000	63.208
7200.000000	63.196
7300.000000	63.189
7400.000000	63.186
7500.000000	63.187
7620.000000	63.192
7750.000000	63.200
7880.000000	63.206
8000.000000	63.209
8120.000000	63.208
8250.000000	63.204
8380.000000	63.193
8500.000000	63.176
8620.000000	63.151
8750.000000	63.118
8850.000000	63.088
9000.000000	63.036
9120.000000	62.988
9250.000000	62.929
9380.000000	62.865
9500.000000	62.801
9620.000000	62.734
9750.000000	62.659
9880.000000	62.580
10000.000000	62.505
10150.000000	62.408
10300.000000	62.311
10440.000000	62.221
10600.000000	62.120
10750.000000	62.026
10900.000000	61.932
11060.000000	61.832
11200.000000	61.745
11380.000000	61.632
11500.000000	61.557
11720.000000	61.424
11800.000000	61.377
12060.000000	61.228
12200.000000	61.148
12410.000000	61.029
12500.000000	60.978
12650.000000	60.892
12800.000000	60.806
13150.000000	60.600
13200.000000	60.570
13400.000000	60.450
13600.000000	60.328
13800.000000	60.203
14000.000000	60.073
14300.000000	59.869
14500.000000	59.730
14750.000000	59.553
15000.000000	59.375
15250.000000	59.196
15500.000000	59.016
15750.000000	58.834
16000.000000	58.650
16250.000000	58.464
16500.000000	58.278
16750.000000	58.092
17000.000000	57.907
17250.000000	57.725
17500.000000	57.546
17750.000000	57.369
18000.000000	57.195
18250.000000	57.020
18500.000000	56.842
18750.000000	56.659
19000.000000	56.473
19250.000000	56.297
19500.000000	56.161
