FFT	AudioTools 	v36 iPhone battery  34%	4/29/23, 6:04 PM	Headset Microphone 1 High Range	FAF03ED9-F189-47F0-90CF-9DB4CBD13D28
Frequency	dB	Unweighted
7581	73.6
7691	74
7803	74.8
7916	75.3
8032	75.6
8148	75.6
8267	75.4
8387	74.5
8509	73.7
8633	72.4
8758	71.5
8886	70.2
9015	69.4
9146	68.3
9279	67.5
9414	66.8
9551	66
9690	65.5
9831	64.9
9974	64.5
10119	64.1
10266	63.9
10416	63.7
10567	63.5
10721	63.5
10877	63.5
11035	63.6
11196	63.6
11358	63.6
11524	63.7
11691	63.7
11861	63.7
12034	63.6
12209	63.6
12386	63.6
12567	63.5
12749	63.6
12935	63.7
13123	63.9
13314	64.1
13507	64.3
13704	64.5
13903	64.6
14105	64.9
14311	64.9
14519	64.7
14730	64.7
14944	64.7
15162	64.3
15382	64
15606	63.4
15833	62.9
16063	61.5
16297	61.2
16534	60.6
16774	60
17018	59.8
17266	59.8
17517	59.9
17772	59.4
18030	59.1
18293	57.5
18559	56
18829	54.2
19102	50.7
19380	48.2
20000	46.8
overall dB	94 dB
decay	Average
averaging	1/24 Octave
source	Headset Microphone 1 High Range
latitude	14.554
longitude	121.051
saved	4/29/23, 6:04 PM
peak	19.0Hz
