1.000000, 59.396
1.015000, 59.557
1.030000, 59.722
1.044000, 59.881
1.060000, 60.069
1.075000, 60.249
1.090000, 60.436
1.106000, 60.642
1.120000, 60.831
1.138000, 61.088
1.150000, 61.267
1.172000, 61.609
1.180000, 61.737
1.206000, 62.169
1.220000, 62.409
1.241000, 62.777
1.250000, 62.937
1.265000, 63.206
1.280000, 63.478
1.315000, 64.118
1.320000, 64.209
1.340000, 64.574
1.360000, 64.936
1.380000, 65.293
1.400000, 65.644
1.430000, 66.152
1.450000, 66.477
1.475000, 66.868
1.500000, 67.251
1.525000, 67.629
1.550000, 68.004
1.575000, 68.374
1.600000, 68.739
1.625000, 69.099
1.650000, 69.454
1.675000, 69.803
1.700000, 70.146
1.725000, 70.483
1.750000, 70.814
1.775000, 71.137
1.800000, 71.454
1.825000, 71.762
1.850000, 72.064
1.875000, 72.357
1.900000, 72.643
1.925000, 72.923
1.950000, 73.195
1.975000, 73.461
2.000000, 73.721
2.030000, 74.026
2.060000, 74.323
2.090000, 74.612
2.120000, 74.895
2.140000, 75.080
2.180000, 75.443
2.200000, 75.621
2.240000, 75.966
2.270000, 76.215
2.300000, 76.457
2.330000, 76.692
2.360000, 76.920
2.400000, 77.214
2.430000, 77.428
2.470000, 77.705
2.500000, 77.907
2.540000, 78.170
2.580000, 78.425
2.620000, 78.671
2.650000, 78.848
2.690000, 79.076
2.720000, 79.241
2.760000, 79.453
2.800000, 79.658
2.850000, 79.905
2.900000, 80.143
2.950000, 80.372
3.000000, 80.589
3.040000, 80.755
3.070000, 80.874
3.110000, 81.029
3.150000, 81.177
3.200000, 81.356
3.250000, 81.528
3.300000, 81.694
3.350000, 81.853
3.400000, 82.004
3.450000, 82.148
3.500000, 82.285
3.550000, 82.417
3.600000, 82.545
3.650000, 82.669
3.700000, 82.789
3.750000, 82.905
3.820000, 83.059
3.870000, 83.164
3.950000, 83.327
4.000000, 83.426
4.060000, 83.543
4.120000, 83.657
4.180000, 83.767
4.250000, 83.892
4.310000, 83.996
4.370000, 84.100
4.440000, 84.220
4.500000, 84.321
4.550000, 84.404
4.620000, 84.519
4.680000, 84.616
4.750000, 84.728
4.820000, 84.839
4.870000, 84.918
4.940000, 85.027
5.000000, 85.119
5.080000, 85.241
5.150000, 85.346
5.220000, 85.451
5.300000, 85.568
5.380000, 85.684
5.450000, 85.785
5.520000, 85.884
5.600000, 85.995
5.700000, 86.133
5.800000, 86.268
5.900000, 86.400
6.000000, 86.529
6.080000, 86.630
6.150000, 86.717
6.220000, 86.801
6.300000, 86.896
6.400000, 87.010
6.500000, 87.120
6.600000, 87.224
6.700000, 87.322
6.800000, 87.414
6.900000, 87.500
7.000000, 87.579
7.100000, 87.650
7.200000, 87.715
7.300000, 87.774
7.400000, 87.826
7.500000, 87.873
7.620000, 87.923
7.750000, 87.974
7.880000, 88.022
8.000000, 88.067
8.120000, 88.116
8.250000, 88.175
8.380000, 88.243
8.500000, 88.315
8.620000, 88.397
8.750000, 88.495
8.850000, 88.576
9.000000, 88.707
9.120000, 88.813
9.250000, 88.928
9.380000, 89.040
9.500000, 89.136
9.620000, 89.223
9.750000, 89.305
9.880000, 89.368
10.000000, 89.403
10.150000, 89.422
10.300000, 89.421
10.440000, 89.406
10.600000, 89.383
10.750000, 89.364
10.900000, 89.351
11.060000, 89.353
11.200000, 89.371
11.380000, 89.417
11.500000, 89.465
11.720000, 89.578
11.800000, 89.624
12.060000, 89.785
12.200000, 89.866
12.410000, 89.971
12.500000, 90.007
12.650000, 90.053
12.800000, 90.083
13.150000, 90.088
13.200000, 90.084
13.400000, 90.056
13.600000, 90.025
13.800000, 89.999
14.000000, 89.989
14.300000, 90.010
14.500000, 90.045
14.750000, 90.103
15.000000, 90.164
15.250000, 90.216
15.500000, 90.255
15.750000, 90.279
16.000000, 90.291
16.250000, 90.300
16.500000, 90.310
16.750000, 90.325
17.000000, 90.346
17.250000, 90.369
17.500000, 90.393
17.750000, 90.414
18.000000, 90.428
18.250000, 90.431
18.500000, 90.426
18.750000, 90.412
19.000000, 90.396
19.250000, 90.383
19.500000, 90.381
19.750000, 90.399
20.000000, 90.442
20.299999, 90.524
20.600000, 90.626
20.900000, 90.723
21.200001, 90.788
21.400000, 90.804
21.799999, 90.771
22.000000, 90.730
22.400000, 90.641
22.700001, 90.604
23.000000, 90.611
23.299999, 90.655
23.600000, 90.713
24.000000, 90.762
24.299999, 90.760
24.700001, 90.713
25.000000, 90.670
25.400000, 90.640
25.799999, 90.655
26.200001, 90.686
26.500000, 90.696
26.900000, 90.672
27.200001, 90.629
27.600000, 90.561
28.000000, 90.510
28.500000, 90.490
29.000000, 90.489
29.500000, 90.463
30.000000, 90.404
30.400000, 90.352
30.700001, 90.324
31.100000, 90.305
31.500000, 90.302
32.000000, 90.302
32.500000, 90.294
33.000000, 90.284
33.500000, 90.282
34.000000, 90.275
34.500000, 90.242
35.000000, 90.186
35.500000, 90.131
36.000000, 90.097
36.500000, 90.069
37.000000, 90.022
37.500000, 89.955
38.200001, 89.892
38.700001, 89.903
39.500000, 89.949
40.000000, 89.932
40.599998, 89.855
41.200001, 89.763
41.799999, 89.696
42.500000, 89.639
43.099998, 89.586
43.700001, 89.531
44.400002, 89.477
45.000000, 89.429
45.500000, 89.382
46.200001, 89.318
46.799999, 89.276
47.500000, 89.232
48.200001, 89.184
48.700001, 89.151
49.400002, 89.105
50.000000, 89.061
50.799999, 88.986
51.500000, 88.913
52.200001, 88.843
53.000000, 88.770
53.799999, 88.701
54.500000, 88.648
55.200001, 88.599
56.000000, 88.537
57.000000, 88.472
58.000000, 88.417
59.000000, 88.291
60.000000, 88.133
60.799999, 88.068
61.500000, 88.066
62.200001, 88.067
63.000000, 88.015
64.000000, 87.924
65.000000, 87.893
66.000000, 87.855
67.000000, 87.792
68.000000, 87.712
69.000000, 87.607
70.000000, 87.501
71.000000, 87.394
72.000000, 87.329
73.000000, 87.303
74.000000, 87.245
75.000000, 87.192
76.199997, 87.143
77.500000, 87.037
78.800003, 86.939
80.000000, 86.864
81.199997, 86.812
82.500000, 86.778
83.800003, 86.735
85.000000, 86.659
86.199997, 86.548
87.500000, 86.478
88.500000, 86.412
90.000000, 86.254
91.199997, 86.218
92.500000, 86.267
93.800003, 86.351
95.000000, 86.388
96.199997, 86.188
97.500000, 85.767
98.800003, 85.730
100.000000, 85.820
101.500000, 85.790
103.000000, 85.871
104.400002, 85.865
106.000000, 85.837
107.500000, 85.826
109.000000, 85.707
110.599998, 85.660
112.000000, 85.670
113.800003, 85.597
115.000000, 85.571
117.199997, 85.543
118.000000, 85.524
120.599998, 85.449
122.000000, 85.444
124.099998, 85.443
125.000000, 85.435
126.500000, 85.419
128.000000, 85.414
131.500000, 85.437
132.000000, 85.441
134.000000, 85.430
136.000000, 85.389
