* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -30.9 dBFS, measurement signal peak level -9.3 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -30.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:14:26 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.9567 ms (-1.014 m, -(3 ft 3.9 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,211.6 ppm
3.110000, 70.437, 65.0866
3.150000, 70.715, 63.8505
3.200000, 71.054, 62.3228
3.250000, 71.385, 60.8163
3.300000, 71.707, 59.3278
3.350000, 72.020, 57.8455
3.400000, 72.323, 56.3658
3.450000, 72.616, 54.8966
3.500000, 72.900, 53.4464
3.550000, 73.177, 52.0223
3.600000, 73.447, 50.6293
3.650000, 73.712, 49.2689
3.700000, 73.970, 47.9328
3.750000, 74.221, 46.6105
3.820000, 74.560, 44.7853
3.870000, 74.795, 43.5079
3.950000, 75.160, 41.5246
4.000000, 75.384, 40.3286
4.060000, 75.647, 38.9352
4.120000, 75.903, 37.5753
4.180000, 76.152, 36.2450
4.250000, 76.437, 34.7342
4.310000, 76.676, 33.4786
4.370000, 76.912, 32.2625
4.440000, 77.184, 30.8932
4.500000, 77.413, 29.7567
4.550000, 77.601, 28.8324
4.620000, 77.861, 27.5701
4.680000, 78.082, 26.5154
4.750000, 78.338, 25.3153
4.820000, 78.593, 24.1503
4.870000, 78.774, 23.3398
4.940000, 79.025, 22.2302
5.000000, 79.238, 21.2966
5.080000, 79.521, 20.0687
5.150000, 79.767, 19.0074
5.220000, 80.012, 17.9631
5.300000, 80.290, 16.7900
5.380000, 80.565, 15.6300
5.450000, 80.803, 14.6184
5.520000, 81.039, 13.6066
5.600000, 81.305, 12.4542
5.700000, 81.633, 11.0233
5.800000, 81.954, 9.5997
5.900000, 82.266, 8.1771
6.000000, 82.570, 6.7538
6.080000, 82.807, 5.6212
6.150000, 83.010, 4.6390
6.220000, 83.208, 3.6661
6.300000, 83.428, 2.5613
6.400000, 83.694, 1.1901
6.500000, 83.950, -0.1562
6.600000, 84.197, -1.4656
6.700000, 84.435, -2.7440
6.800000, 84.663, -3.9934
6.900000, 84.884, -5.2014
7.000000, 85.098, -6.3609
7.100000, 85.305, -7.4784
7.200000, 85.506, -8.5558
7.300000, 85.703, -9.5891
7.400000, 85.896, -10.5767
7.500000, 86.086, -11.5236
7.620000, 86.311, -12.6148
7.750000, 86.552, -13.7473
7.880000, 86.791, -14.8312
8.000000, 87.011, -15.8032
8.120000, 87.229, -16.7587
8.250000, 87.464, -17.7759
8.380000, 87.696, -18.7838
8.500000, 87.906, -19.7146
8.620000, 88.113, -20.6448
8.750000, 88.332, -21.6490
8.850000, 88.495, -22.4200
9.000000, 88.732, -23.5726
9.120000, 88.914, -24.4796
9.250000, 89.103, -25.4416
9.380000, 89.284, -26.3806
9.500000, 89.445, -27.2147
9.620000, 89.602, -28.0120
9.750000, 89.764, -28.8354
9.880000, 89.916, -29.6111
10.000000, 90.044, -30.2816
10.150000, 90.192, -31.0651
10.300000, 90.336, -31.7958
10.440000, 90.468, -32.4341
10.600000, 90.623, -33.1329
10.750000, 90.776, -33.7729
10.900000, 90.936, -34.4092
11.060000, 91.111, -35.1062
11.200000, 91.266, -35.7358
11.380000, 91.465, -36.5823
11.500000, 91.597, -37.1727
11.720000, 91.833, -38.2978
11.800000, 91.917, -38.7184
12.060000, 92.182, -40.1064
12.200000, 92.318, -40.8508
12.410000, 92.514, -41.9448
12.500000, 92.594, -42.3981
12.650000, 92.723, -43.1298
12.800000, 92.850, -43.8281
13.150000, 93.139, -45.3197
13.200000, 93.181, -45.5191
13.400000, 93.351, -46.2889
13.600000, 93.526, -47.0304
13.800000, 93.707, -47.7596
14.000000, 93.890, -48.4931
14.300000, 94.165, -49.6193
14.500000, 94.345, -50.3915
14.750000, 94.565, -51.3713
15.000000, 94.778, -52.3529
15.250000, 94.987, -53.3176
15.500000, 95.192, -54.2531
15.750000, 95.393, -55.1553
16.000000, 95.591, -56.0287
16.250000, 95.788, -56.8841
16.500000, 95.984, -57.7322
16.750000, 96.178, -58.5810
17.000000, 96.370, -59.4317
17.250000, 96.559, -60.2799
17.500000, 96.744, -61.1182
17.750000, 96.924, -61.9399
18.000000, 97.103, -62.7432
18.250000, 97.281, -63.5319
18.500000, 97.460, -64.3159
18.750000, 97.639, -65.1072
19.000000, 97.820, -65.9158
19.250000, 97.999, -66.7471
19.500000, 98.174, -67.5985
19.750000, 98.344, -68.4619
20.000000, 98.508, -69.3251
20.299999, 98.698, -70.3451
20.600000, 98.883, -71.3379
20.900000, 99.067, -72.3055
21.200001, 99.250, -73.2616
21.400000, 99.372, -73.9015
21.799999, 99.614, -75.2046
22.000000, 99.732, -75.8696
22.400000, 99.959, -77.2140
22.700001, 100.122, -78.2160
23.000000, 100.278, -79.1965
23.299999, 100.431, -80.1495
23.600000, 100.582, -81.0797
24.000000, 100.786, -82.3067
24.299999, 100.939, -83.2352
24.700001, 101.140, -84.4997
25.000000, 101.285, -85.4675
25.400000, 101.471, -86.7720
25.799999, 101.646, -88.0773
26.200001, 101.812, -89.3725
26.500000, 101.931, -90.3338
26.900000, 102.084, -91.5982
27.200001, 102.195, -92.5308
27.600000, 102.340, -93.7533
28.000000, 102.482, -94.9618
28.500000, 102.658, -96.4850
29.000000, 102.826, -98.0516
29.500000, 102.975, -99.6448
30.000000, 103.101, -101.1986
30.400000, 103.188, -102.3712
30.700001, 103.248, -103.2023
31.100000, 103.326, -104.2546
31.500000, 103.399, -105.2558
32.000000, 103.480, -106.4299
32.500000, 103.549, -107.4587
33.000000, 103.614, -108.2540
33.500000, 103.700, -108.7804
34.000000, 103.837, -109.1306
34.500000, 104.041, -109.5285
35.000000, 104.299, -110.2371
35.500000, 104.574, -111.4114
36.000000, 104.825, -113.0240
36.500000, 105.026, -114.9035
37.000000, 105.174, -116.8520
37.500000, 105.283, -118.7357
38.200001, 105.393, -121.1849
38.700001, 105.454, -122.7994
39.500000, 105.531, -125.1484
40.000000, 105.575, -126.4782
40.599998, 105.628, -127.9605
41.200001, 105.686, -129.3545
41.799999, 105.753, -130.7169
42.500000, 105.835, -132.3554
43.099998, 105.896, -133.8101
43.700001, 105.943, -135.2478
44.400002, 105.990, -136.8523
45.000000, 106.029, -138.1895
45.500000, 106.061, -139.2845
46.200001, 106.106, -140.7555
46.799999, 106.155, -141.9732
47.500000, 106.230, -143.4715
48.200001, 106.302, -145.1497
48.700001, 106.335, -146.4223
49.400002, 106.355, -148.1975
50.000000, 106.353, -149.6544
50.799999, 106.338, -151.5040
51.500000, 106.321, -153.0902
52.200001, 106.298, -154.7148
53.000000, 106.250, -156.6012
53.799999, 106.182, -158.3918
54.500000, 106.123, -159.8657
55.200001, 106.065, -161.2811
56.000000, 106.006, -162.7704
57.000000, 105.978, -164.7486
58.000000, 105.881, -167.2076
59.000000, 105.641, -169.0025
60.000000, 105.464, -169.9157
60.799999, 105.373, -170.8298
61.500000, 105.270, -171.7713
62.200001, 105.152, -172.6563
63.000000, 105.020, -173.6373
64.000000, 104.854, -174.9819
65.000000, 104.663, -176.4278
66.000000, 104.435, -177.7891
67.000000, 104.180, -178.8949
68.000000, 103.908, -179.6954
69.000000, 103.629, 179.8819
70.000000, 103.361, 179.8280
71.000000, 103.117, -179.9572
72.000000, 102.901, -179.5196
73.000000, 102.728, -178.9530
74.000000, 102.593, -178.3958
75.000000, 102.487, -177.8341
76.199997, 102.402, -177.2050
77.500000, 102.338, -176.6458
78.800003, 102.290, -176.0966
80.000000, 102.266, -175.5967
81.199997, 102.262, -175.1272
82.500000, 102.286, -174.6439
83.800003, 102.349, -174.3528
85.000000, 102.421, -174.2828
86.199997, 102.508, -174.3449
87.500000, 102.619, -174.6497
88.500000, 102.710, -175.0718
90.000000, 102.830, -176.0697
91.199997, 102.903, -176.9498
92.500000, 102.989, -178.0736
93.800003, 103.043, -179.4612
95.000000, 103.065, 179.1573
96.199997, 103.059, 177.5759
97.500000, 102.996, 175.5911
98.800003, 102.860, 173.4854
100.000000, 102.674, 171.5254
101.500000, 102.356, 169.1918
103.000000, 101.938, 167.2115
104.400002, 101.452, 165.9290
106.000000, 100.811, 165.3749
107.500000, 100.161, 165.8691
109.000000, 99.535, 167.5273
110.599998, 98.998, 170.5314
112.000000, 98.691, 173.8958
113.800003, 98.522, 178.5775
115.000000, 98.506, -178.6262
117.199997, 98.539, -174.7208
118.000000, 98.556, -173.6595
120.599998, 98.930, -170.4602
122.000000, 99.283, -170.5853
124.099998, 99.644, -171.2585
125.000000, 99.755, -171.2969
126.500000, 99.910, -171.2411
128.000000, 100.020, -171.4005
131.500000, 100.164, -172.7901
132.000000, 100.184, -173.0676
134.000000, 100.255, -174.1763
136.000000, 100.304, -175.1801
138.000000, 100.305, -176.2826
140.000000, 100.239, -177.3941
143.000000, 100.103, -179.0561
145.000000, 99.978, 179.8022
147.500000, 99.763, 178.4798
150.000000, 99.506, 177.2396
152.500000, 99.221, 176.0620
155.000000, 98.924, 175.2006
157.500000, 98.597, 174.6321
160.000000, 98.178, 173.8375
162.500000, 97.691, 173.3528
165.000000, 97.355, 173.1162
167.500000, 97.061, 172.6824
170.000000, 96.702, 172.4826
172.500000, 96.305, 172.3955
175.000000, 95.855, 172.2762
177.500000, 95.360, 173.1438
180.000000, 94.896, 174.1975
182.500000, 94.394, 174.9448
185.000000, 93.893, 175.8805
187.500000, 93.449, 177.0146
190.000000, 93.024, 178.2042
192.500000, 92.580, 179.5732
195.000000, 92.123, -178.8252
197.500000, 91.679, -177.0065
200.000000, 91.253, -175.1653
203.000000, 90.759, -172.9032
206.000000, 90.271, -170.5680
209.000000, 89.784, -168.0568
212.000000, 89.302, -165.4022
214.000000, 88.985, -163.5813
218.000000, 88.380, -159.7486
220.000000, 88.095, -157.7391
224.000000, 87.552, -153.7050
227.000000, 87.175, -150.6222
230.000000, 86.809, -147.2657
233.000000, 86.441, -143.8767
236.000000, 86.086, -140.8514
240.000000, 85.602, -137.0958
243.000000, 85.174, -133.3403
247.000000, 84.673, -127.9795
250.000000, 84.360, -124.1621
254.000000, 83.995, -118.9348
258.000000, 83.662, -113.8137
262.000000, 83.287, -108.8743
265.000000, 82.974, -105.3001
269.000000, 82.595, -100.4101
272.000000, 82.345, -96.3521
276.000000, 82.074, -90.8607
280.000000, 81.824, -85.5235
285.000000, 81.458, -78.7650
290.000000, 81.098, -71.6000
295.000000, 80.809, -64.4237
300.000000, 80.545, -57.0877
304.000000, 80.353, -51.0951
307.000000, 80.232, -46.3567
311.000000, 80.122, -39.6234
315.000000, 80.118, -32.5936
320.000000, 80.308, -24.1344
325.000000, 80.627, -17.0816
330.000000, 80.913, -11.5551
335.000000, 81.075, -6.7198
340.000000, 81.138, -1.7354
345.000000, 81.173, 3.5928
350.000000, 81.191, 9.0963
355.000000, 81.186, 14.6055
360.000000, 81.187, 20.1940
365.000000, 81.196, 26.2209
370.000000, 81.262, 32.4570
375.000000, 81.403, 38.3094
382.000000, 81.610, 45.6843
387.000000, 81.719, 50.8277
395.000000, 81.855, 59.1719
400.000000, 81.933, 64.3852
406.000000, 82.041, 70.6631
412.000000, 82.174, 76.8568
418.000000, 82.327, 82.9794
425.000000, 82.497, 90.1131
431.000000, 82.634, 96.1234
437.000000, 82.781, 101.9965
444.000000, 82.969, 108.8083
450.000000, 83.130, 114.5931
455.000000, 83.265, 119.3648
462.000000, 83.466, 125.9497
468.000000, 83.630, 131.4096
475.000000, 83.801, 137.6405
482.000000, 83.959, 143.7761
487.000000, 84.062, 148.1575
494.000000, 84.207, 154.3507
500.000000, 84.331, 159.7039
508.000000, 84.487, 166.8268
515.000000, 84.623, 173.0284
522.000000, 84.763, 179.2113
530.000000, 84.924, -173.7627
538.000000, 85.078, -166.7867
545.000000, 85.209, -160.6881
552.000000, 85.345, -154.6171
560.000000, 85.499, -147.6971
570.000000, 85.681, -139.0182
580.000000, 85.869, -130.2845
590.000000, 86.080, -121.6370
600.000000, 86.295, -113.2130
608.000000, 86.457, -106.5966
615.000000, 86.591, -100.8400
622.000000, 86.718, -95.1054
630.000000, 86.853, -88.6152
640.000000, 87.009, -80.5062
650.000000, 87.153, -72.3288
660.000000, 87.295, -64.2274
670.000000, 87.439, -56.2330
680.000000, 87.570, -48.3105
690.000000, 87.673, -40.4600
700.000000, 87.761, -32.5780
710.000000, 87.854, -24.5822
720.000000, 87.937, -16.6383
730.000000, 88.006, -8.7003
740.000000, 88.063, -0.7504
750.000000, 88.110, 7.2262
762.000000, 88.153, 16.8488
775.000000, 88.179, 27.2554
788.000000, 88.187, 37.6831
800.000000, 88.180, 47.3372
812.000000, 88.162, 57.0634
825.000000, 88.132, 67.7035
838.000000, 88.090, 78.3915
850.000000, 88.038, 88.3299
862.000000, 87.973, 98.3366
875.000000, 87.896, 109.2582
885.000000, 87.836, 117.7297
900.000000, 87.742, 130.5243
912.000000, 87.656, 140.8151
925.000000, 87.555, 152.0199
938.000000, 87.451, 163.3369
950.000000, 87.352, 173.8822
962.000000, 87.250, -175.4961
975.000000, 87.139, -163.8995
988.000000, 87.025, -152.2173
1000.000000, 86.916, -141.3672
1015.000000, 86.776, -127.7183
1030.000000, 86.638, -113.9729
1044.000000, 86.514, -101.0458
1060.000000, 86.376, -86.1828
1075.000000, 86.246, -72.1671
1090.000000, 86.125, -58.0498
1106.000000, 86.016, -42.8381
1120.000000, 85.936, -29.3967
1138.000000, 85.850, -12.0620
1150.000000, 85.798, -0.5149
1172.000000, 85.714, 20.5149
1180.000000, 85.676, 28.1052
1206.000000, 85.488, 52.8098
1220.000000, 85.355, 66.5051
1241.000000, 85.196, 87.8218
1250.000000, 85.161, 97.0836
1265.000000, 85.141, 112.4844
1280.000000, 85.151, 127.7844
1315.000000, 85.212, 163.2476
1320.000000, 85.223, 168.3069
1340.000000, 85.270, -171.4739
1360.000000, 85.308, -151.2812
1380.000000, 85.352, -131.1143
1400.000000, 85.426, -110.9688
1430.000000, 85.570, -80.8524
1450.000000, 85.672, -60.8491
1475.000000, 85.799, -35.8395
1500.000000, 85.917, -10.8364
1525.000000, 86.022, 14.1079
1550.000000, 86.124, 39.1487
1575.000000, 86.226, 64.3024
1600.000000, 86.318, 89.4683
1625.000000, 86.399, 114.6586
1650.000000, 86.466, 139.9622
1675.000000, 86.508, 165.4468
1700.000000, 86.520, -168.6896
1725.000000, 86.500, -142.1875
1750.000000, 86.474, -114.6587
1775.000000, 86.550, -85.4022
1800.000000, 87.031, -53.9371
1825.000000, 88.310, -22.4053
1850.000000, 90.143, 3.6116
1875.000000, 91.581, 22.5359
1900.000000, 92.173, 39.1921
1925.000000, 92.183, 57.5955
1950.000000, 91.990, 78.6115
1975.000000, 91.834, 101.6011
2000.000000, 91.799, 125.5454
2030.000000, 91.876, 154.4443
2060.000000, 91.986, -176.7495
2090.000000, 92.091, -147.8105
2120.000000, 92.201, -118.7639
2140.000000, 92.276, -99.3983
2180.000000, 92.427, -60.6484
2200.000000, 92.502, -41.2489
2240.000000, 92.662, -2.3064
2270.000000, 92.787, 26.9922
2300.000000, 92.914, 56.2894
2330.000000, 93.042, 85.5713
2360.000000, 93.168, 114.8479
2400.000000, 93.332, 153.8633
2430.000000, 93.445, -176.9050
2470.000000, 93.581, -137.9888
2500.000000, 93.670, -108.8430
2540.000000, 93.769, -70.0171
2580.000000, 93.840, -31.1948
2620.000000, 93.872, 7.7024
2650.000000, 93.862, 36.9668
2690.000000, 93.812, 76.1072
2720.000000, 93.757, 105.5730
2760.000000, 93.669, 145.1104
2800.000000, 93.573, -174.9780
2850.000000, 93.473, -124.7129
2900.000000, 93.420, -74.3379
2950.000000, 93.409, -23.9966
3000.000000, 93.407, 26.0708
3040.000000, 93.375, 65.8374
3070.000000, 93.324, 95.5957
3110.000000, 93.231, 135.2871
3150.000000, 93.120, 174.8950
3200.000000, 92.930, -135.8787
3250.000000, 92.617, -86.7358
3300.000000, 92.166, -37.1401
3350.000000, 91.644, 13.3105
3400.000000, 91.137, 64.1960
3450.000000, 90.616, 114.9155
3500.000000, 89.985, 165.6199
3550.000000, 89.168, -143.0464
3600.000000, 88.179, -90.1450
3650.000000, 87.120, -34.8750
3700.000000, 86.184, 23.7114
3750.000000, 85.778, 84.9375
3820.000000, 86.169, 166.4883
3870.000000, 86.445, -140.0210
3950.000000, 86.194, -56.7192
4000.000000, 85.710, -3.2881
4060.000000, 85.086, 62.7310
4120.000000, 84.634, 127.3220
4180.000000, 84.204, -178.5513
4250.000000, 83.681, -132.0623
4310.000000, 83.544, -97.4690
4370.000000, 83.629, -63.9966
4440.000000, 83.899, -26.4014
4500.000000, 84.203, 4.3545
4550.000000, 84.457, 28.9819
4620.000000, 84.740, 62.1924
4680.000000, 84.870, 89.7319
4750.000000, 84.863, 121.1230
4820.000000, 84.691, 152.1348
4870.000000, 84.483, 174.2378
4940.000000, 84.105, -154.8906
5000.000000, 83.749, -128.4004
5080.000000, 83.371, -92.4224
5150.000000, 83.226, -60.7832
5220.000000, 83.217, -29.8384
5300.000000, 83.324, 4.4438
5380.000000, 83.523, 37.2593
5450.000000, 83.693, 64.5361
5520.000000, 83.751, 90.6064
5600.000000, 83.569, 119.4883
5700.000000, 82.947, 155.3643
5800.000000, 82.119, -168.5376
5900.000000, 81.332, -132.0205
6000.000000, 80.607, -95.2759
6080.000000, 80.028, -66.1987
6150.000000, 79.509, -41.1104
6220.000000, 78.980, -16.2222
6300.000000, 78.371, 12.0327
6400.000000, 77.598, 46.9043
6500.000000, 76.738, 81.3970
6600.000000, 75.707, 116.0005
6700.000000, 74.535, 151.2246
6800.000000, 73.383, -172.7490
6900.000000, 72.427, -135.8037
7000.000000, 71.777, -98.4507
7100.000000, 71.467, -61.2969
7200.000000, 71.494, -25.0801
7300.000000, 71.816, 10.0859
7400.000000, 72.365, 43.9678
7500.000000, 73.067, 76.0181
7620.000000, 74.033, 111.9678
7750.000000, 75.078, 147.7197
7880.000000, 75.802, 179.1973
8000.000000, 76.049, -152.9087
8120.000000, 75.881, -124.4819
8250.000000, 75.377, -93.5054
8380.000000, 74.869, -62.6274
8500.000000, 74.767, -33.6089
8620.000000, 75.174, -5.4185
8750.000000, 75.961, 22.4922
8850.000000, 76.544, 42.3960
9000.000000, 77.021, 69.6899
9120.000000, 76.964, 89.6108
9250.000000, 76.504, 110.9204
9380.000000, 75.737, 132.5776
9500.000000, 74.918, 153.1426
9620.000000, 74.177, 174.2656
9750.000000, 73.611, -162.7021
9880.000000, 73.400, -139.9956
10000.000000, 73.520, -120.6421
10150.000000, 73.897, -98.7856
10300.000000, 74.210, -78.4468
10440.000000, 74.228, -61.6914
10600.000000, 73.850, -43.8716
10750.000000, 73.118, -28.4307
10900.000000, 71.947, -12.1787
11060.000000, 70.128, 8.1143
11200.000000, 68.456, 28.2744
11380.000000, 67.570, 36.6865
11500.000000, 67.854, 59.0156
11720.000000, 68.545, 150.7192
11800.000000, 68.446, -178.7104
12060.000000, 66.059, -78.3188
12200.000000, 65.373, -17.2109
12410.000000, 69.216, 71.0811
12500.000000, 71.013, 104.2197
12650.000000, 73.211, 154.6777
12800.000000, 74.543, -158.9927
13150.000000, 75.920, -54.5859
13200.000000, 76.017, -40.0903
13400.000000, 76.188, 17.7344
13600.000000, 75.971, 74.7954
13800.000000, 75.403, 131.1172
14000.000000, 74.394, -171.6001
14300.000000, 71.718, -82.5127
14500.000000, 69.912, -24.1372
14750.000000, 69.448, 48.3945
15000.000000, 70.412, 113.5186
15250.000000, 70.493, 159.6680
15500.000000, 68.582, 49.2930
15750.000000, 64.858, 99.7266
16000.000000, 60.831, 174.7139
16250.000000, 60.529, -104.3354
16500.000000, 62.060, -27.2188
16750.000000, 63.532, 49.2173
17000.000000, 65.381, 120.6416
17250.000000, 66.637, -169.1592
17500.000000, 65.757, -107.7295
17750.000000, 62.191, -28.5791
18000.000000, 59.680, 60.8052
18250.000000, 62.266, 143.1167
18500.000000, 64.827, -142.1030
18750.000000, 66.462, -71.7808
19000.000000, 67.600, -5.9736
19250.000000, 68.094, 59.3438
19500.000000, 67.719, 124.7559
19750.000000, 66.805, -169.5684
20000.000000, 65.693, -97.5508
20300.000000, 64.202, -16.8594
20600.000000, 62.282, 70.7910
20900.000000, 59.114, 163.1182
21200.000000, 54.199, -104.5098
21400.000000, 50.024, -30.1299
21800.000000, 40.830, 80.4395
22000.000000, 36.668, -99.6973
22400.000000, 29.925, -61.2988
22700.000000, 25.316, -148.7793
23000.000000, 21.177, -29.3135
23300.000000, 18.557, -77.8398
23600.000000, 17.535, 38.5254
24000.000000, 17.117, 94.2129
