* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -13.0 dBFS, measurement signal peak level -8.3 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:31:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.9859 ms (-1.024 m, -(3 ft 4.3 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,306.3 ppm
104.400002, 96.619, 159.3970
106.000000, 95.438, 161.7422
107.500000, 94.443, 166.2713
109.000000, 93.698, 172.3974
110.599998, 93.229, 179.5022
112.000000, 93.050, -174.7771
113.800003, 93.032, -168.8209
115.000000, 93.095, -165.7224
117.199997, 93.328, -161.0211
118.000000, 93.441, -159.6410
120.599998, 93.621, -155.0608
122.000000, 93.768, -151.7545
124.099998, 94.081, -148.1271
125.000000, 94.204, -146.9944
126.500000, 94.413, -145.3698
128.000000, 94.625, -144.1528
131.500000, 94.983, -141.7049
132.000000, 95.028, -141.3626
134.000000, 95.185, -140.2696
136.000000, 95.305, -139.3886
138.000000, 95.429, -138.6121
140.000000, 95.541, -138.0649
143.000000, 95.667, -137.4940
145.000000, 95.731, -136.9561
147.500000, 95.830, -136.2809
150.000000, 95.915, -136.0935
152.500000, 95.966, -136.1185
155.000000, 95.972, -135.9968
157.500000, 95.871, -136.1865
160.000000, 95.641, -137.0919
162.500000, 95.395, -137.5475
165.000000, 95.377, -136.7311
167.500000, 95.352, -135.9962
170.000000, 95.181, -135.3769
172.500000, 94.959, -135.1178
175.000000, 94.758, -134.9678
177.500000, 94.526, -134.6168
180.000000, 94.241, -133.7151
182.500000, 93.975, -132.6581
185.000000, 93.726, -131.5853
187.500000, 93.481, -130.4957
190.000000, 93.222, -129.3528
192.500000, 92.958, -128.0560
195.000000, 92.693, -126.6195
197.500000, 92.428, -125.0856
200.000000, 92.165, -123.4638
203.000000, 91.849, -121.4164
206.000000, 91.530, -119.2332
209.000000, 91.224, -116.9976
212.000000, 90.931, -114.6838
214.000000, 90.741, -113.0365
218.000000, 90.388, -109.5740
220.000000, 90.229, -107.8395
224.000000, 89.927, -104.4302
227.000000, 89.700, -102.0046
230.000000, 89.464, -99.5862
233.000000, 89.204, -97.1406
236.000000, 88.920, -94.8831
240.000000, 88.552, -91.5143
243.000000, 88.305, -87.9985
247.000000, 87.980, -83.4476
250.000000, 87.767, -80.3713
254.000000, 87.507, -76.3608
258.000000, 87.226, -72.3940
262.000000, 86.961, -68.2766
265.000000, 86.751, -65.2133
269.000000, 86.467, -61.2838
272.000000, 86.272, -58.1174
276.000000, 86.020, -53.4614
280.000000, 85.762, -48.6666
285.000000, 85.447, -42.8251
290.000000, 85.156, -36.8834
295.000000, 84.876, -30.5841
300.000000, 84.614, -23.9268
304.000000, 84.416, -18.4086
307.000000, 84.299, -14.0495
311.000000, 84.212, -7.8944
315.000000, 84.235, -1.5259
320.000000, 84.440, 5.9389
325.000000, 84.741, 11.8645
330.000000, 84.962, 16.4077
335.000000, 85.018, 20.6267
340.000000, 84.976, 25.2774
345.000000, 84.921, 30.5097
350.000000, 84.894, 36.0891
355.000000, 84.911, 41.6165
360.000000, 84.962, 46.8963
365.000000, 85.044, 51.9745
370.000000, 85.130, 56.8924
375.000000, 85.183, 61.5172
382.000000, 85.184, 67.9250
387.000000, 85.156, 72.7361
395.000000, 85.114, 80.7160
400.000000, 85.097, 85.7868
406.000000, 85.091, 91.8807
412.000000, 85.103, 97.9231
418.000000, 85.119, 103.9639
425.000000, 85.130, 110.9749
431.000000, 85.132, 116.9737
437.000000, 85.131, 123.0064
444.000000, 85.129, 130.0745
450.000000, 85.138, 136.2452
455.000000, 85.167, 141.4303
462.000000, 85.234, 148.6740
468.000000, 85.298, 154.7310
475.000000, 85.368, 161.5301
482.000000, 85.418, 168.2750
487.000000, 85.436, 173.1264
494.000000, 85.457, 179.9693
500.000000, 85.476, -174.1129
508.000000, 85.498, -166.1258
515.000000, 85.518, -159.0695
522.000000, 85.544, -151.9737
530.000000, 85.584, -143.8344
538.000000, 85.628, -135.6305
545.000000, 85.669, -128.4054
552.000000, 85.717, -121.1722
560.000000, 85.782, -112.8991
570.000000, 85.879, -102.4506
580.000000, 86.002, -91.7931
590.000000, 86.165, -81.1341
600.000000, 86.352, -70.7643
608.000000, 86.496, -62.5969
615.000000, 86.616, -55.4303
622.000000, 86.739, -48.2321
630.000000, 86.888, -39.9720
640.000000, 87.094, -29.6932
650.000000, 87.318, -19.4744
660.000000, 87.563, -9.2929
670.000000, 87.830, 0.7691
680.000000, 88.101, 10.6497
690.000000, 88.369, 20.4022
700.000000, 88.640, 30.0939
710.000000, 88.917, 39.7119
720.000000, 89.202, 49.2055
730.000000, 89.484, 58.5901
740.000000, 89.758, 67.8642
750.000000, 90.030, 77.0389
762.000000, 90.347, 87.9481
775.000000, 90.675, 99.6738
788.000000, 90.987, 111.2877
800.000000, 91.264, 121.9102
812.000000, 91.532, 132.4402
825.000000, 91.809, 143.7758
838.000000, 92.068, 155.0535
850.000000, 92.290, 165.4080
862.000000, 92.490, 175.7025
875.000000, 92.683, -173.1507
885.000000, 92.816, -164.5409
900.000000, 93.001, -151.5730
912.000000, 93.136, -141.1493
925.000000, 93.270, -129.8101
938.000000, 93.395, -118.4299
950.000000, 93.504, -107.8968
962.000000, 93.607, -97.3593
975.000000, 93.709, -85.9478
988.000000, 93.800, -74.4795
1000.000000, 93.875, -63.8093
1015.000000, 93.957, -50.3996
1030.000000, 94.033, -36.9045
1044.000000, 94.096, -24.2266
1060.000000, 94.167, -9.7136
1075.000000, 94.229, 3.9105
1090.000000, 94.288, 17.5900
1106.000000, 94.361, 32.2714
1120.000000, 94.430, 45.1729
1138.000000, 94.516, 61.7970
1150.000000, 94.570, 72.8729
1172.000000, 94.657, 93.0561
1180.000000, 94.675, 100.3468
1206.000000, 94.642, 124.2302
1220.000000, 94.592, 137.5790
1241.000000, 94.575, 158.2532
1250.000000, 94.600, 167.1769
1265.000000, 94.668, -178.0239
1280.000000, 94.749, -163.3278
1315.000000, 94.943, -129.1844
1320.000000, 94.969, -124.3054
1340.000000, 95.065, -104.7702
1360.000000, 95.142, -85.2123
1380.000000, 95.213, -65.6644
1400.000000, 95.298, -46.0981
1430.000000, 95.443, -16.6599
1450.000000, 95.534, 2.9750
1475.000000, 95.629, 27.5504
1500.000000, 95.709, 52.3157
1525.000000, 95.789, 77.2899
1550.000000, 95.868, 102.3452
1575.000000, 95.941, 127.4175
1600.000000, 96.011, 152.5796
1625.000000, 96.062, 177.8845
1650.000000, 96.083, -156.5923
1675.000000, 96.082, -130.7111
1700.000000, 96.064, -104.3501
1725.000000, 96.024, -77.3684
1750.000000, 95.980, -49.3904
1775.000000, 96.037, -19.6647
1800.000000, 96.496, 12.3357
1825.000000, 97.760, 44.4858
1850.000000, 99.578, 71.1587
1875.000000, 101.001, 90.7871
1900.000000, 101.589, 108.3002
1925.000000, 101.616, 127.6230
1950.000000, 101.454, 149.5278
1975.000000, 101.334, 173.3724
2000.000000, 101.340, -161.8789
2030.000000, 101.469, -132.0668
2060.000000, 101.627, -102.3973
2090.000000, 101.780, -72.6099
2120.000000, 101.939, -42.6229
2140.000000, 102.049, -22.5403
2180.000000, 102.288, 17.8323
2200.000000, 102.420, 38.0823
2240.000000, 102.705, 78.6409
2270.000000, 102.937, 109.0575
2300.000000, 103.178, 139.4307
2330.000000, 103.427, 169.7627
2360.000000, 103.680, -159.9424
2400.000000, 104.019, -119.6301
2430.000000, 104.271, -89.4641
2470.000000, 104.598, -49.3311
2500.000000, 104.834, -19.2695
2540.000000, 105.138, 20.7968
2580.000000, 105.423, 60.8068
2620.000000, 105.679, 100.7139
2650.000000, 105.854, 130.6489
2690.000000, 106.068, 170.6670
2720.000000, 106.212, -159.2434
2760.000000, 106.382, -119.0039
2800.000000, 106.534, -78.5459
2850.000000, 106.732, -27.5903
2900.000000, 106.969, 23.6194
2950.000000, 107.250, 74.8203
3000.000000, 107.566, 125.6538
3040.000000, 107.798, 165.9316
3070.000000, 107.948, -163.9351
3110.000000, 108.134, -123.7263
3150.000000, 108.321, -83.6160
3200.000000, 108.520, -33.9473
3250.000000, 108.621, 15.2053
3300.000000, 108.595, 64.2817
3350.000000, 108.470, 113.7278
3400.000000, 108.279, 163.3418
3450.000000, 107.973, -147.1614
3500.000000, 107.457, -97.4902
3550.000000, 106.678, -46.7505
3600.000000, 105.704, 6.3540
3650.000000, 104.704, 62.9214
3700.000000, 104.025, 124.5835
3750.000000, 104.431, -170.7554
3820.000000, 106.191, -91.5366
3870.000000, 107.044, -42.0579
3950.000000, 107.220, 35.3572
4000.000000, 106.828, 85.5945
4060.000000, 106.244, 148.5293
4120.000000, 105.763, -146.9443
4180.000000, 105.433, -82.9641
4250.000000, 105.152, -17.9282
4310.000000, 104.778, 21.4856
4370.000000, 104.546, 52.0979
4440.000000, 104.435, 85.8159
4500.000000, 104.357, 113.7263
4550.000000, 104.255, 136.2888
4620.000000, 103.989, 167.0925
4680.000000, 103.612, -166.7932
4750.000000, 103.009, -135.9731
4820.000000, 102.285, -104.3862
4870.000000, 101.753, -81.2019
4940.000000, 101.113, -47.9067
5000.000000, 100.783, -18.8291
5080.000000, 100.787, 19.7891
5150.000000, 101.189, 52.2393
5220.000000, 101.768, 82.7129
5300.000000, 102.464, 115.2393
5380.000000, 103.103, 145.6714
5450.000000, 103.539, 170.9092
5520.000000, 103.775, -165.0557
5600.000000, 103.723, -138.6357
5700.000000, 103.227, -105.4976
5800.000000, 102.556, -71.4204
5900.000000, 101.998, -36.7407
6000.000000, 101.577, -2.2173
6080.000000, 101.311, 25.2222
6150.000000, 101.128, 49.1694
6220.000000, 101.006, 72.8813
6300.000000, 100.971, 99.4473
6400.000000, 101.103, 131.5542
6500.000000, 101.338, 161.9497
6600.000000, 101.531, -169.4966
6700.000000, 101.607, -141.9985
6800.000000, 101.552, -115.3916
6900.000000, 101.390, -89.4819
7000.000000, 101.141, -64.0078
7100.000000, 100.826, -38.7837
7200.000000, 100.479, -13.6108
7300.000000, 100.134, 11.3027
7400.000000, 99.828, 35.8438
7500.000000, 99.600, 60.0601
7620.000000, 99.486, 88.4185
7750.000000, 99.550, 117.5039
7880.000000, 99.584, 144.6792
8000.000000, 99.447, 168.4873
8120.000000, 99.108, -168.4712
8250.000000, 98.560, -144.3340
8380.000000, 97.936, -120.4473
8500.000000, 97.409, -99.0815
8620.000000, 97.004, -77.9834
8750.000000, 96.635, -56.0410
8850.000000, 96.318, -39.9146
9000.000000, 95.786, -16.8447
9120.000000, 95.374, 0.8257
9250.000000, 94.889, 19.1587
9380.000000, 94.200, 36.6099
9500.000000, 93.285, 52.7910
9620.000000, 92.102, 69.5278
9750.000000, 90.583, 88.8623
9880.000000, 89.180, 110.2837
10000.000000, 88.706, 130.8047
10150.000000, 89.584, 154.5776
10300.000000, 91.073, 174.5513
10440.000000, 92.344, -169.8984
10600.000000, 93.657, -156.6245
10750.000000, 94.939, -147.0400
10900.000000, 96.243, -139.7803
11060.000000, 97.329, -136.2998
11200.000000, 97.704, -135.0508
11380.000000, 97.324, -135.3062
11500.000000, 96.750, -130.9995
11720.000000, 95.658, -163.4858
11800.000000, 95.361, -134.6523
12060.000000, 94.243, -32.1660
12200.000000, 93.173, 10.8862
12410.000000, 90.824, 81.5723
12500.000000, 89.608, 116.7080
12650.000000, 87.604, 172.7456
12800.000000, 86.290, -132.8872
13150.000000, 87.153, -5.3442
13200.000000, 87.522, 11.7544
13400.000000, 89.024, 77.2075
13600.000000, 90.166, 138.7007
13800.000000, 90.896, -163.0479
14000.000000, 91.241, -106.9907
14300.000000, 90.860, -25.5063
14500.000000, 90.227, 27.2969
14750.000000, 89.674, 92.5117
15000.000000, 89.651, 152.7051
15250.000000, 89.781, -152.5532
15500.000000, 89.558, -107.2891
15750.000000, 88.609, -63.2476
16000.000000, 86.076, -18.3706
16250.000000, 82.464, 36.7251
16500.000000, 80.630, 98.4575
16750.000000, 80.409, 161.8813
17000.000000, 80.433, -135.1841
17250.000000, 80.709, -71.9517
17500.000000, 80.088, -10.2163
17750.000000, 77.159, 57.7700
18000.000000, 72.473, 140.8662
18250.000000, 70.967, -134.2466
18500.000000, 72.984, -52.4497
18750.000000, 74.521, 18.9492
19000.000000, 75.212, 91.5059
19250.000000, 75.392, 159.9473
19500.000000, 75.481, -129.3481
19750.000000, 75.742, -57.9668
20000.000000, 75.858, 12.3853
20300.000000, 75.159, 95.0557
20600.000000, 73.116, 179.7407
20900.000000, 69.984, -87.0635
21200.000000, 65.911, -0.9131
21400.000000, 62.279, 72.7368
21800.000000, 52.652, -158.0479
22000.000000, 47.366, 29.2988
22400.000000, 38.043, 78.1240
22700.000000, 33.657, 5.6240
23000.000000, 30.587, -76.1445
23300.000000, 25.940, -103.0557
23600.000000, 20.757, 177.8574
24000.000000, 17.507, -166.4414
