* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of DT880 pads R, DT880 pads R, DT880 pads R, DT880 pads R
* Dated: Nov 16, 2024 10:39:51 PM
16.750000, 90.982
17.000000, 91.085
17.250000, 91.180
17.500000, 91.266
17.750000, 91.345
18.000000, 91.419
18.250000, 91.492
18.500000, 91.566
18.750000, 91.640
19.000000, 91.716
19.250000, 91.792
19.500000, 91.867
19.750000, 91.940
20.000000, 92.010
20.299999, 92.095
20.600000, 92.180
20.900000, 92.268
21.200001, 92.358
21.400000, 92.419
21.799999, 92.539
22.000000, 92.597
22.400000, 92.708
22.700001, 92.784
23.000000, 92.857
23.299999, 92.927
23.600000, 92.995
24.000000, 93.083
24.299999, 93.148
24.700001, 93.234
25.000000, 93.299
25.400000, 93.388
25.799999, 93.479
26.200001, 93.570
26.500000, 93.634
26.900000, 93.714
27.200001, 93.769
27.600000, 93.839
28.000000, 93.910
28.500000, 94.003
29.000000, 94.098
29.500000, 94.187
30.000000, 94.269
30.400000, 94.330
30.700001, 94.375
31.100000, 94.434
31.500000, 94.492
32.000000, 94.562
32.500000, 94.629
33.000000, 94.693
33.500000, 94.755
34.000000, 94.814
34.500000, 94.873
35.000000, 94.932
35.500000, 94.990
36.000000, 95.047
36.500000, 95.102
37.000000, 95.155
37.500000, 95.206
38.200001, 95.275
38.700001, 95.320
39.500000, 95.389
40.000000, 95.432
40.599998, 95.482
41.200001, 95.526
41.799999, 95.564
42.500000, 95.608
43.099998, 95.647
43.700001, 95.688
44.400002, 95.734
45.000000, 95.771
45.500000, 95.802
46.200001, 95.845
46.799999, 95.882
47.500000, 95.923
48.200001, 95.957
48.700001, 95.978
49.400002, 96.003
50.000000, 96.019
50.799999, 96.032
51.500000, 96.034
52.200001, 96.021
53.000000, 95.980
53.799999, 95.919
54.500000, 95.864
55.200001, 95.822
56.000000, 95.800
57.000000, 95.831
58.000000, 95.922
59.000000, 96.036
60.000000, 96.126
60.799999, 96.167
61.500000, 96.184
62.200001, 96.195
63.000000, 96.209
64.000000, 96.225
65.000000, 96.236
66.000000, 96.233
67.000000, 96.209
68.000000, 96.171
69.000000, 96.125
70.000000, 96.078
71.000000, 96.032
72.000000, 95.991
73.000000, 95.958
74.000000, 95.926
75.000000, 95.884
76.199997, 95.821
77.500000, 95.737
78.800003, 95.620
80.000000, 95.477
81.199997, 95.312
82.500000, 95.154
83.800003, 95.059
85.000000, 95.031
86.199997, 95.052
87.500000, 95.111
88.500000, 95.171
90.000000, 95.264
91.199997, 95.325
92.500000, 95.383
93.800003, 95.437
95.000000, 95.477
96.199997, 95.507
97.500000, 95.534
98.800003, 95.554
100.000000, 95.565
101.500000, 95.581
103.000000, 95.584
104.400002, 95.555
106.000000, 95.490
107.500000, 95.407
109.000000, 95.312
110.599998, 95.196
112.000000, 95.100
113.800003, 95.041
115.000000, 95.044
117.199997, 95.075
118.000000, 95.085
120.599998, 95.111
122.000000, 95.114
124.099998, 95.110
125.000000, 95.109
126.500000, 95.108
128.000000, 95.104
131.500000, 95.094
132.000000, 95.092
134.000000, 95.080
136.000000, 95.061
138.000000, 95.038
140.000000, 95.017
143.000000, 94.990
145.000000, 94.981
147.500000, 94.972
150.000000, 94.940
152.500000, 94.902
155.000000, 94.866
157.500000, 94.835
160.000000, 94.826
162.500000, 94.872
165.000000, 94.912
167.500000, 94.896
170.000000, 94.864
172.500000, 94.842
175.000000, 94.827
177.500000, 94.806
180.000000, 94.795
182.500000, 94.805
185.000000, 94.822
187.500000, 94.833
190.000000, 94.837
192.500000, 94.842
195.000000, 94.858
197.500000, 94.871
200.000000, 94.872
203.000000, 94.875
206.000000, 94.891
209.000000, 94.900
212.000000, 94.889
214.000000, 94.871
218.000000, 94.817
220.000000, 94.785
224.000000, 94.719
227.000000, 94.663
230.000000, 94.604
233.000000, 94.552
236.000000, 94.493
240.000000, 94.392
243.000000, 94.322
247.000000, 94.246
250.000000, 94.187
254.000000, 94.100
258.000000, 94.008
262.000000, 93.918
265.000000, 93.854
269.000000, 93.757
272.000000, 93.684
276.000000, 93.601
280.000000, 93.511
285.000000, 93.379
290.000000, 93.269
295.000000, 93.176
300.000000, 93.112
304.000000, 93.087
307.000000, 93.081
311.000000, 93.096
315.000000, 93.139
320.000000, 93.198
325.000000, 93.233
330.000000, 93.240
335.000000, 93.247
340.000000, 93.254
345.000000, 93.248
350.000000, 93.237
355.000000, 93.208
360.000000, 93.157
365.000000, 93.111
370.000000, 93.086
375.000000, 93.064
382.000000, 92.983
387.000000, 92.896
395.000000, 92.738
400.000000, 92.641
406.000000, 92.538
412.000000, 92.456
418.000000, 92.401
425.000000, 92.379
431.000000, 92.394
437.000000, 92.435
444.000000, 92.474
450.000000, 92.457
455.000000, 92.414
462.000000, 92.331
468.000000, 92.263
475.000000, 92.203
482.000000, 92.148
487.000000, 92.108
494.000000, 92.055
500.000000, 92.011
508.000000, 91.961
515.000000, 91.916
522.000000, 91.850
530.000000, 91.762
538.000000, 91.705
545.000000, 91.672
552.000000, 91.625
560.000000, 91.568
570.000000, 91.500
580.000000, 91.427
590.000000, 91.360
600.000000, 91.326
608.000000, 91.319
615.000000, 91.313
622.000000, 91.313
630.000000, 91.330
640.000000, 91.376
650.000000, 91.438
660.000000, 91.502
670.000000, 91.556
680.000000, 91.597
690.000000, 91.630
700.000000, 91.669
710.000000, 91.723
720.000000, 91.795
730.000000, 91.891
740.000000, 91.994
750.000000, 92.089
762.000000, 92.196
775.000000, 92.308
788.000000, 92.419
800.000000, 92.522
812.000000, 92.629
825.000000, 92.723
838.000000, 92.801
850.000000, 92.889
862.000000, 92.980
875.000000, 93.050
885.000000, 93.089
900.000000, 93.149
912.000000, 93.207
925.000000, 93.276
938.000000, 93.353
950.000000, 93.429
962.000000, 93.506
975.000000, 93.590
988.000000, 93.677
1000.000000, 93.761
1015.000000, 93.856
1030.000000, 93.932
1044.000000, 94.002
1060.000000, 94.104
1075.000000, 94.218
1090.000000, 94.336
1106.000000, 94.462
1120.000000, 94.572
1138.000000, 94.720
1150.000000, 94.820
1172.000000, 94.991
1180.000000, 95.048
1206.000000, 95.220
1220.000000, 95.303
1241.000000, 95.424
1250.000000, 95.476
1265.000000, 95.562
1280.000000, 95.649
1315.000000, 95.864
1320.000000, 95.892
1340.000000, 95.996
1360.000000, 96.089
1380.000000, 96.180
1400.000000, 96.276
1430.000000, 96.419
1450.000000, 96.503
1475.000000, 96.586
1500.000000, 96.656
1525.000000, 96.739
1550.000000, 96.849
1575.000000, 96.962
1600.000000, 97.068
1625.000000, 97.175
1650.000000, 97.284
1675.000000, 97.383
1700.000000, 97.461
1725.000000, 97.529
1750.000000, 97.615
1775.000000, 97.736
1800.000000, 97.876
1825.000000, 98.005
1850.000000, 98.120
1875.000000, 98.224
1900.000000, 98.314
1925.000000, 98.393
1950.000000, 98.471
1975.000000, 98.557
2000.000000, 98.657
2030.000000, 98.782
2060.000000, 98.904
2090.000000, 99.022
2120.000000, 99.115
2140.000000, 99.155
2180.000000, 99.211
2200.000000, 99.246
2240.000000, 99.353
2270.000000, 99.460
2300.000000, 99.572
2330.000000, 99.669
2360.000000, 99.742
2400.000000, 99.825
2430.000000, 99.915
2470.000000, 100.088
2500.000000, 100.235
2540.000000, 100.415
2580.000000, 100.558
2620.000000, 100.674
2650.000000, 100.761
2690.000000, 100.895
2720.000000, 101.005
2760.000000, 101.153
2800.000000, 101.284
2850.000000, 101.404
2900.000000, 101.481
2950.000000, 101.534
3000.000000, 101.584
3040.000000, 101.638
3070.000000, 101.688
3110.000000, 101.772
3150.000000, 101.883
3200.000000, 102.071
3250.000000, 102.307
3300.000000, 102.574
3350.000000, 102.856
3400.000000, 103.146
3450.000000, 103.453
3500.000000, 103.772
3550.000000, 104.079
3600.000000, 104.364
3650.000000, 104.625
3700.000000, 104.846
3750.000000, 105.003
3820.000000, 105.098
3870.000000, 105.093
3950.000000, 104.970
4000.000000, 104.831
4060.000000, 104.611
4120.000000, 104.340
4180.000000, 104.011
4250.000000, 103.550
4310.000000, 103.106
4370.000000, 102.643
4440.000000, 102.106
4500.000000, 101.662
4550.000000, 101.321
4620.000000, 100.929
4680.000000, 100.718
4750.000000, 100.632
4820.000000, 100.661
4870.000000, 100.726
4940.000000, 100.904
5000.000000, 101.177
5080.000000, 101.724
5150.000000, 102.335
5220.000000, 103.012
5300.000000, 103.771
5380.000000, 104.412
5450.000000, 104.816
5520.000000, 105.050
5600.000000, 105.117
5700.000000, 104.922
5800.000000, 104.424
5900.000000, 103.660
6000.000000, 102.704
6080.000000, 101.852
6150.000000, 101.072
6220.000000, 100.279
6300.000000, 99.376
6400.000000, 98.282
6500.000000, 97.251
6600.000000, 96.316
6700.000000, 95.519
6800.000000, 94.917
6900.000000, 94.576
7000.000000, 94.529
7100.000000, 94.767
7200.000000, 95.253
7300.000000, 95.924
7400.000000, 96.721
7500.000000, 97.594
7620.000000, 98.679
7750.000000, 99.831
7880.000000, 100.882
8000.000000, 101.731
8120.000000, 102.444
8250.000000, 103.026
8380.000000, 103.370
8500.000000, 103.449
8620.000000, 103.302
8750.000000, 102.929
8850.000000, 102.538
9000.000000, 101.861
9120.000000, 101.288
9250.000000, 100.663
9380.000000, 100.038
9500.000000, 99.466
9620.000000, 98.900
9750.000000, 98.298
9880.000000, 97.716
10000.000000, 97.205
10150.000000, 96.640
10300.000000, 96.268
10440.000000, 96.199
10600.000000, 96.433
10750.000000, 96.878
10900.000000, 97.481
11060.000000, 98.202
11200.000000, 98.758
11380.000000, 99.108
11500.000000, 98.993
11720.000000, 98.069
11800.000000, 97.603
12060.000000, 96.315
12200.000000, 96.032
12410.000000, 96.184
12500.000000, 96.390
12650.000000, 96.796
12800.000000, 97.137
13150.000000, 96.956
13200.000000, 96.790
13400.000000, 95.842
13600.000000, 94.655
13800.000000, 93.522
14000.000000, 92.639
14300.000000, 91.894
14500.000000, 91.662
14750.000000, 91.298
15000.000000, 90.372
15250.000000, 88.907
15500.000000, 88.181
15750.000000, 88.838
16000.000000, 89.931
16250.000000, 91.099
16500.000000, 92.475
16750.000000, 94.033
17000.000000, 95.386
17250.000000, 96.048
17500.000000, 95.753
17750.000000, 94.543
18000.000000, 92.705
18250.000000, 90.789
18500.000000, 89.620
18750.000000, 89.635
19000.000000, 90.294
19250.000000, 90.893
19500.000000, 91.099
19750.000000, 90.823
20000.000000, 90.066
20300.000000, 88.638
20600.000000, 86.850
20900.000000, 84.874
21200.000000, 82.786
21400.000000, 81.302
21800.000000, 77.871
22000.000000, 75.824
22400.000000, 71.074
22700.000000, 67.159
23000.000000, 63.073
23300.000000, 58.576
23600.000000, 53.394
24000.000000, 46.565
