* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -12.3 dBFS, measurement signal peak level -8.6 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:09:46 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.3381 ms (-1.145 m, -(3 ft 9.1 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,207.0 ppm
2.140000, 56.025, 108.9956
2.180000, 56.534, 106.7089
2.200000, 56.783, 105.5695
2.240000, 57.274, 103.3163
2.270000, 57.635, 101.6621
2.300000, 57.990, 100.0430
2.330000, 58.339, 98.4600
2.360000, 58.682, 96.9121
2.400000, 59.131, 94.9000
2.430000, 59.461, 93.4263
2.470000, 59.893, 91.5024
2.500000, 60.211, 90.0856
2.540000, 60.627, 88.2239
2.580000, 61.034, 86.3864
2.620000, 61.430, 84.5724
2.650000, 61.720, 83.2314
2.690000, 62.098, 81.4748
2.720000, 62.376, 80.1832
2.760000, 62.738, 78.4977
2.800000, 63.092, 76.8546
2.850000, 63.523, 74.8594
2.900000, 63.944, 72.9247
2.950000, 64.354, 71.0394
3.000000, 64.751, 69.1877
3.040000, 65.059, 67.7311
3.070000, 65.285, 66.6559
3.110000, 65.580, 65.2485
3.150000, 65.868, 63.8738
3.200000, 66.220, 62.2046
3.250000, 66.565, 60.5919
3.300000, 66.902, 59.0328
3.350000, 67.230, 57.5146
3.400000, 67.549, 56.0286
3.450000, 67.859, 54.5769
3.500000, 68.161, 53.1632
3.550000, 68.457, 51.7906
3.600000, 68.747, 50.4617
3.650000, 69.033, 49.1775
3.700000, 69.314, 47.9344
3.750000, 69.588, 46.7256
3.820000, 69.963, 45.0853
3.870000, 70.225, 43.9486
3.950000, 70.636, 42.1882
4.000000, 70.889, 41.1237
4.060000, 71.190, 39.8835
4.120000, 71.486, 38.6839
4.180000, 71.777, 37.5198
4.250000, 72.112, 36.1962
4.310000, 72.395, 35.0836
4.370000, 72.675, 33.9863
4.440000, 72.998, 32.7280
4.500000, 73.272, 31.6741
4.550000, 73.499, 30.8108
4.620000, 73.811, 29.6168
4.680000, 74.076, 28.5994
4.750000, 74.380, 27.4119
4.820000, 74.680, 26.2263
4.870000, 74.892, 25.3848
4.940000, 75.184, 24.2141
5.000000, 75.431, 23.2146
5.080000, 75.753, 21.8813
5.150000, 76.027, 20.7094
5.220000, 76.296, 19.5326
5.300000, 76.596, 18.1880
5.380000, 76.887, 16.8502
5.450000, 77.134, 15.6871
5.520000, 77.373, 14.5281
5.600000, 77.638, 13.2015
5.700000, 77.956, 11.5510
5.800000, 78.258, 9.9323
5.900000, 78.546, 8.3528
6.000000, 78.818, 6.7947
6.080000, 79.025, 5.5709
6.150000, 79.200, 4.5292
6.220000, 79.368, 3.5204
6.300000, 79.553, 2.4014
6.400000, 79.772, 1.0428
6.500000, 79.981, -0.2573
6.600000, 80.182, -1.4822
6.700000, 80.374, -2.6366
6.800000, 80.559, -3.7299
6.900000, 80.738, -4.7579
7.000000, 80.915, -5.7159
7.100000, 81.088, -6.6083
7.200000, 81.259, -7.4445
7.300000, 81.429, -8.2313
7.400000, 81.600, -8.9701
7.500000, 81.772, -9.6633
7.620000, 81.979, -10.4532
7.750000, 82.207, -11.2743
7.880000, 82.436, -12.0605
8.000000, 82.650, -12.7710
8.120000, 82.864, -13.4807
8.250000, 83.096, -14.2477
8.380000, 83.327, -15.0186
8.500000, 83.537, -15.7405
8.620000, 83.745, -16.4703
8.750000, 83.966, -17.2664
8.850000, 84.132, -17.8823
9.000000, 84.374, -18.8105
9.120000, 84.562, -19.5491
9.250000, 84.759, -20.3413
9.380000, 84.951, -21.1240
9.500000, 85.122, -21.8318
9.620000, 85.289, -22.5223
9.750000, 85.464, -23.2513
9.880000, 85.626, -23.9562
10.000000, 85.763, -24.5840
10.150000, 85.919, -25.3393
10.300000, 86.064, -26.0604
10.440000, 86.193, -26.7034
10.600000, 86.336, -27.4053
10.750000, 86.472, -28.0331
10.900000, 86.609, -28.6341
11.060000, 86.753, -29.2493
11.200000, 86.880, -29.7677
11.380000, 87.041, -30.4114
11.500000, 87.148, -30.8281
11.720000, 87.347, -31.5714
11.800000, 87.420, -31.8364
12.060000, 87.661, -32.6815
12.200000, 87.793, -33.1292
12.410000, 87.991, -33.7925
12.500000, 88.075, -34.0743
12.650000, 88.215, -34.5411
12.800000, 88.353, -35.0039
13.150000, 88.671, -36.0671
13.200000, 88.717, -36.2170
13.400000, 88.897, -36.8110
13.600000, 89.077, -37.3965
13.800000, 89.257, -37.9739
14.000000, 89.434, -38.5446
14.300000, 89.696, -39.3894
14.500000, 89.867, -39.9457
14.750000, 90.076, -40.6309
15.000000, 90.282, -41.2999
15.250000, 90.487, -41.9445
15.500000, 90.690, -42.5566
15.750000, 90.890, -43.1313
16.000000, 91.089, -43.6686
16.250000, 91.290, -44.1768
16.500000, 91.493, -44.6700
16.750000, 91.701, -45.1662
17.000000, 91.912, -45.6827
17.250000, 92.124, -46.2297
17.500000, 92.332, -46.8093
17.750000, 92.533, -47.4125
18.000000, 92.727, -48.0226
18.250000, 92.911, -48.6196
18.500000, 93.089, -49.1843
18.750000, 93.264, -49.7059
19.000000, 93.439, -50.1824
19.250000, 93.617, -50.6234
19.500000, 93.800, -51.0468
19.750000, 93.988, -51.4723
20.000000, 94.178, -51.9182
20.299999, 94.408, -52.4938
20.600000, 94.633, -53.1132
20.900000, 94.851, -53.7603
21.200001, 95.061, -54.4120
21.400000, 95.197, -54.8384
21.799999, 95.463, -55.6594
22.000000, 95.595, -56.0554
22.400000, 95.861, -56.8364
22.700001, 96.061, -57.4313
23.000000, 96.262, -58.0468
23.299999, 96.460, -58.6854
23.600000, 96.654, -59.3427
24.000000, 96.907, -60.2346
24.299999, 97.093, -60.9072
24.700001, 97.336, -61.8053
25.000000, 97.515, -62.4813
25.400000, 97.750, -63.3877
25.799999, 97.980, -64.2984
26.200001, 98.205, -65.2097
26.500000, 98.372, -65.8943
26.900000, 98.593, -66.8156
27.200001, 98.757, -67.5189
27.600000, 98.971, -68.4777
28.000000, 99.179, -69.4561
28.500000, 99.429, -70.6907
29.000000, 99.670, -71.9302
29.500000, 99.901, -73.1883
30.000000, 100.117, -74.4739
30.400000, 100.275, -75.5031
30.700001, 100.383, -76.2549
31.100000, 100.515, -77.2039
31.500000, 100.638, -78.0712
32.000000, 100.785, -79.0233
32.500000, 100.928, -79.8093
33.000000, 101.077, -80.3950
33.500000, 101.251, -80.7750
34.000000, 101.475, -81.0460
34.500000, 101.760, -81.4143
35.000000, 102.089, -82.1017
35.500000, 102.429, -83.2244
36.000000, 102.747, -84.7560
36.500000, 103.019, -86.5667
37.000000, 103.238, -88.4929
37.500000, 103.410, -90.3888
38.200001, 103.598, -92.8367
38.700001, 103.716, -94.4263
39.500000, 103.892, -96.7893
40.000000, 103.996, -98.1898
40.599998, 104.117, -99.7965
41.200001, 104.236, -101.3372
41.799999, 104.357, -102.8507
42.500000, 104.493, -104.6113
43.099998, 104.605, -106.1024
43.700001, 104.713, -107.5674
44.400002, 104.835, -109.2637
45.000000, 104.934, -110.7124
45.500000, 105.011, -111.8956
46.200001, 105.121, -113.4973
46.799999, 105.227, -114.8804
47.500000, 105.358, -116.6458
48.200001, 105.467, -118.5984
48.700001, 105.523, -120.0240
49.400002, 105.579, -121.9545
50.000000, 105.619, -123.5502
50.799999, 105.660, -125.6654
51.500000, 105.678, -127.4858
52.200001, 105.683, -129.2252
53.000000, 105.679, -131.1276
53.799999, 105.668, -132.9791
54.500000, 105.648, -134.5787
55.200001, 105.614, -136.1623
56.000000, 105.555, -137.8923
57.000000, 105.467, -139.8781
58.000000, 105.373, -141.7814
59.000000, 105.265, -143.5568
60.000000, 105.167, -145.2350
60.799999, 105.088, -146.6356
61.500000, 105.007, -147.8563
62.200001, 104.921, -149.0319
63.000000, 104.823, -150.3658
64.000000, 104.688, -152.0736
65.000000, 104.528, -153.7946
66.000000, 104.329, -155.4232
67.000000, 104.100, -156.8341
68.000000, 103.847, -158.0063
69.000000, 103.572, -158.8165
70.000000, 103.311, -159.2150
71.000000, 103.080, -159.3733
72.000000, 102.875, -159.3704
73.000000, 102.701, -159.2261
74.000000, 102.563, -159.0389
75.000000, 102.456, -158.8994
76.199997, 102.350, -158.8500
77.500000, 102.245, -158.9214
78.800003, 102.140, -159.0295
80.000000, 102.048, -159.1000
81.199997, 101.973, -159.1614
82.500000, 101.915, -159.2721
83.800003, 101.885, -159.4564
85.000000, 101.875, -159.7555
86.199997, 101.871, -160.1482
87.500000, 101.868, -160.7345
88.500000, 101.853, -161.3546
90.000000, 101.799, -162.3862
91.199997, 101.767, -163.4583
92.500000, 101.700, -165.0873
93.800003, 101.584, -166.8681
95.000000, 101.446, -168.5864
96.199997, 101.271, -170.3573
97.500000, 101.024, -172.3234
98.800003, 100.705, -174.3173
100.000000, 100.340, -176.1553
101.500000, 99.786, -178.3427
103.000000, 99.121, 179.8044
104.400002, 98.405, 178.6930
106.000000, 97.479, 178.4028
107.500000, 96.518, 179.4594
109.000000, 95.549, -178.0828
110.599998, 94.603, -174.1393
112.000000, 93.927, -169.6022
113.800003, 93.350, -162.8376
115.000000, 93.110, -158.1272
117.199997, 92.815, -149.4432
118.000000, 92.730, -146.2604
120.599998, 92.808, -137.2480
122.000000, 92.830, -135.3760
124.099998, 92.730, -132.2177
125.000000, 92.749, -130.5267
126.500000, 92.855, -127.7500
128.000000, 92.975, -124.9552
131.500000, 93.229, -118.0757
132.000000, 93.265, -117.1260
134.000000, 93.420, -113.4951
136.000000, 93.594, -110.2161
138.000000, 93.808, -107.0420
140.000000, 94.112, -104.3603
143.000000, 94.540, -101.3706
145.000000, 94.797, -99.4235
147.500000, 95.100, -97.2714
150.000000, 95.378, -95.3594
152.500000, 95.617, -93.6444
155.000000, 95.858, -92.1399
157.500000, 96.130, -90.9164
160.000000, 96.410, -89.5873
162.500000, 96.652, -88.1763
165.000000, 96.749, -87.5222
167.500000, 96.748, -86.8930
170.000000, 96.772, -86.1630
172.500000, 96.813, -85.4302
175.000000, 96.819, -84.5659
177.500000, 96.821, -83.6623
180.000000, 96.796, -82.9126
182.500000, 96.756, -81.8824
185.000000, 96.745, -80.7980
187.500000, 96.724, -79.7518
190.000000, 96.665, -78.6945
192.500000, 96.576, -77.5642
195.000000, 96.490, -76.2868
197.500000, 96.422, -74.9246
200.000000, 96.358, -73.5331
203.000000, 96.276, -71.8453
206.000000, 96.184, -70.1340
209.000000, 96.079, -68.4036
212.000000, 95.965, -66.6433
214.000000, 95.882, -65.4129
218.000000, 95.713, -62.7562
220.000000, 95.635, -61.3818
224.000000, 95.493, -58.5359
227.000000, 95.397, -56.4020
230.000000, 95.297, -54.3438
233.000000, 95.185, -52.3422
236.000000, 95.076, -50.3887
240.000000, 94.911, -47.7274
243.000000, 94.754, -45.1155
247.000000, 94.588, -41.5894
250.000000, 94.486, -39.1336
254.000000, 94.357, -35.9093
258.000000, 94.222, -32.8236
262.000000, 94.088, -29.7167
265.000000, 93.976, -27.3799
269.000000, 93.810, -24.2609
272.000000, 93.681, -21.8787
276.000000, 93.497, -18.6281
280.000000, 93.301, -15.2688
285.000000, 93.052, -10.9565
290.000000, 92.792, -6.4448
295.000000, 92.516, -1.7378
300.000000, 92.235, 3.2466
304.000000, 92.013, 7.5922
307.000000, 91.858, 11.1080
311.000000, 91.690, 16.1375
315.000000, 91.609, 21.4790
320.000000, 91.680, 28.0008
325.000000, 91.876, 33.3321
330.000000, 92.017, 37.3084
335.000000, 92.006, 40.7943
340.000000, 91.871, 44.5889
345.000000, 91.689, 48.8754
350.000000, 91.511, 53.5043
355.000000, 91.345, 58.3177
360.000000, 91.181, 63.2694
365.000000, 91.031, 68.4769
370.000000, 90.920, 73.7861
375.000000, 90.833, 78.8710
382.000000, 90.672, 85.7212
387.000000, 90.528, 90.7502
395.000000, 90.299, 99.1498
400.000000, 90.173, 104.5588
406.000000, 90.040, 111.1068
412.000000, 89.918, 117.6901
418.000000, 89.809, 124.2584
425.000000, 89.690, 131.9602
431.000000, 89.592, 138.6186
437.000000, 89.500, 145.3377
444.000000, 89.402, 153.2104
450.000000, 89.330, 159.9892
455.000000, 89.280, 165.6911
462.000000, 89.230, 173.7256
468.000000, 89.209, -179.3973
475.000000, 89.194, -171.4871
482.000000, 89.170, -163.7311
487.000000, 89.146, -158.1956
494.000000, 89.111, -150.3651
500.000000, 89.085, -143.6043
508.000000, 89.056, -134.4936
515.000000, 89.040, -126.4341
522.000000, 89.035, -118.3315
530.000000, 89.043, -109.0689
538.000000, 89.066, -99.7835
545.000000, 89.096, -91.6244
552.000000, 89.138, -83.4359
560.000000, 89.201, -74.0671
570.000000, 89.297, -62.3774
580.000000, 89.428, -50.5807
590.000000, 89.606, -38.8874
600.000000, 89.805, -27.4142
608.000000, 89.963, -18.3418
615.000000, 90.107, -10.4804
622.000000, 90.251, -2.6818
630.000000, 90.416, 6.2018
640.000000, 90.632, 17.2943
650.000000, 90.864, 28.3291
660.000000, 91.101, 39.2607
670.000000, 91.345, 50.0548
680.000000, 91.594, 60.6841
690.000000, 91.834, 71.1888
700.000000, 92.067, 81.6149
710.000000, 92.299, 91.9671
720.000000, 92.525, 102.2398
730.000000, 92.747, 112.4639
740.000000, 92.966, 122.6486
750.000000, 93.177, 132.7638
762.000000, 93.423, 144.8540
775.000000, 93.684, 157.8686
788.000000, 93.934, 170.7778
800.000000, 94.144, -177.3356
812.000000, 94.333, -165.4715
825.000000, 94.526, -152.6562
838.000000, 94.707, -139.8385
850.000000, 94.860, -128.0238
862.000000, 94.999, -116.2175
875.000000, 95.136, -103.4109
885.000000, 95.236, -93.5501
900.000000, 95.378, -78.7410
912.000000, 95.479, -66.8741
925.000000, 95.576, -53.9802
938.000000, 95.663, -41.0157
950.000000, 95.736, -29.0081
962.000000, 95.803, -16.9786
975.000000, 95.865, -3.9359
988.000000, 95.917, 9.1261
1000.000000, 95.956, 21.2204
1015.000000, 95.997, 36.3915
1030.000000, 96.027, 51.6071
1044.000000, 96.046, 65.8533
1060.000000, 96.056, 82.2183
1075.000000, 96.061, 97.6627
1090.000000, 96.069, 113.2330
1106.000000, 96.084, 129.9486
1120.000000, 96.099, 144.6376
1138.000000, 96.121, 163.5548
1150.000000, 96.136, 176.1671
1172.000000, 96.160, -160.7690
1180.000000, 96.162, -152.4175
1206.000000, 96.082, -125.2501
1220.000000, 95.989, -110.2656
1241.000000, 95.872, -87.0237
1250.000000, 95.850, -76.9012
1265.000000, 95.847, -59.9973
1280.000000, 95.869, -43.1323
1315.000000, 95.946, -3.9108
1320.000000, 95.958, 1.6866
1340.000000, 95.999, 24.0753
1360.000000, 96.024, 46.5127
1380.000000, 96.057, 69.0439
1400.000000, 96.112, 91.6583
1430.000000, 96.218, 125.6190
1450.000000, 96.294, 148.2244
1475.000000, 96.379, 176.4573
1500.000000, 96.458, -155.1923
1525.000000, 96.537, -126.6533
1550.000000, 96.610, -97.9906
1575.000000, 96.680, -69.2366
1600.000000, 96.750, -40.4148
1625.000000, 96.812, -11.4819
1650.000000, 96.867, 17.6216
1675.000000, 96.900, 46.9799
1700.000000, 96.910, 76.7562
1725.000000, 96.897, 107.2068
1750.000000, 96.882, 138.7400
1775.000000, 96.978, 172.0587
1800.000000, 97.492, -152.3756
1825.000000, 98.815, -116.7690
1850.000000, 100.683, -86.7396
1875.000000, 102.149, -63.7783
1900.000000, 102.776, -43.0156
1925.000000, 102.835, -20.4789
1950.000000, 102.704, 4.6580
1975.000000, 102.614, 31.7201
2000.000000, 102.645, 59.6799
2030.000000, 102.807, 93.3956
2060.000000, 103.007, 127.0048
2090.000000, 103.205, 160.7090
2120.000000, 103.411, -165.4666
2140.000000, 103.552, -142.8887
2180.000000, 103.841, -97.6378
2200.000000, 103.988, -74.9810
2240.000000, 104.285, -29.6155
2270.000000, 104.515, 4.4290
2300.000000, 104.747, 38.4261
2330.000000, 104.977, 72.3611
2360.000000, 105.206, 106.2793
2400.000000, 105.503, 151.5017
2430.000000, 105.717, -174.6072
2470.000000, 105.983, -129.4521
2500.000000, 106.168, -95.6011
2540.000000, 106.391, -50.4719
2580.000000, 106.582, -5.3503
2620.000000, 106.732, 39.7749
2650.000000, 106.818, 73.6987
2690.000000, 106.905, 119.1719
2720.000000, 106.952, 153.4731
2760.000000, 107.000, -160.5278
2800.000000, 107.044, -114.2148
2850.000000, 107.127, -55.9424
2900.000000, 107.268, 2.6201
2950.000000, 107.463, 61.1626
3000.000000, 107.687, 119.3459
3040.000000, 107.845, 165.5801
3070.000000, 107.941, -159.7788
3110.000000, 108.064, -113.5332
3150.000000, 108.186, -67.3616
3200.000000, 108.293, -9.9644
3250.000000, 108.295, 47.3210
3300.000000, 108.181, 104.9736
3350.000000, 108.024, 163.3154
3400.000000, 107.906, -138.0767
3450.000000, 107.781, -79.8772
3500.000000, 107.547, -21.9731
3550.000000, 107.137, 36.3757
3600.000000, 106.567, 96.0378
3650.000000, 105.928, 157.6621
3700.000000, 105.416, -137.8403
3750.000000, 105.428, -71.0662
3820.000000, 106.242, 17.9346
3870.000000, 106.707, 76.5933
3950.000000, 106.702, 167.8008
4000.000000, 106.351, -134.0271
4060.000000, 105.855, -62.4553
4120.000000, 105.471, 7.6777
4180.000000, 105.032, 67.4531
4250.000000, 104.391, 120.3296
4310.000000, 104.061, 160.6348
4370.000000, 103.886, -159.8784
4440.000000, 103.792, -114.8965
4500.000000, 103.746, -77.2046
4550.000000, 103.677, -46.3672
4620.000000, 103.450, -4.0859
4680.000000, 103.090, 31.6650
4750.000000, 102.457, 73.4292
4820.000000, 101.639, 115.9814
4870.000000, 101.024, 147.4497
4940.000000, 100.296, -166.8789
5000.000000, 99.982, -126.8223
5080.000000, 100.187, -73.8052
5150.000000, 100.863, -29.3677
5220.000000, 101.707, 12.4917
5300.000000, 102.647, 57.4863
5380.000000, 103.465, 99.9561
5450.000000, 104.011, 135.3506
5520.000000, 104.331, 169.5068
5600.000000, 104.351, -152.3545
5700.000000, 103.901, -104.6426
5800.000000, 103.227, -55.5186
5900.000000, 102.606, -5.6035
6000.000000, 102.088, 44.5024
6080.000000, 101.722, 84.2729
6150.000000, 101.428, 118.5781
6220.000000, 101.162, 152.6079
6300.000000, 100.904, -168.6675
6400.000000, 100.635, -121.0459
6500.000000, 100.343, -74.1616
6600.000000, 99.929, -27.7217
6700.000000, 99.409, 18.3750
6800.000000, 98.911, 64.3340
6900.000000, 98.529, 110.0396
7000.000000, 98.253, 155.1143
7100.000000, 98.047, -160.2485
7200.000000, 97.888, -116.1606
7300.000000, 97.771, -72.6763
7400.000000, 97.701, -29.8506
7500.000000, 97.687, 12.0967
7620.000000, 97.768, 61.2959
7750.000000, 97.914, 112.8105
7880.000000, 97.854, 162.2783
8000.000000, 97.459, -153.0625
8120.000000, 96.707, -109.2021
8250.000000, 95.632, -60.6470
8380.000000, 94.607, -10.1758
8500.000000, 94.065, 36.6924
8620.000000, 94.095, 82.5752
8750.000000, 94.568, 129.9038
8850.000000, 94.960, 164.5264
9000.000000, 95.200, -146.3340
9120.000000, 94.986, -109.4565
9250.000000, 94.391, -68.5518
9380.000000, 93.519, -27.2241
9500.000000, 92.633, 10.8169
9620.000000, 91.865, 49.8237
9750.000000, 91.316, 92.4609
9880.000000, 91.172, 134.4111
10000.000000, 91.403, 172.1187
10150.000000, 91.969, -142.6772
10300.000000, 92.534, -100.8872
10440.000000, 92.855, -65.2354
10600.000000, 92.926, -24.4819
10750.000000, 92.710, 12.3584
10900.000000, 92.125, 48.9482
11060.000000, 91.007, 87.7793
11200.000000, 90.046, 124.7568
11380.000000, 89.873, 152.7505
11500.000000, 90.237, -176.4683
11720.000000, 90.405, -65.9282
11800.000000, 90.009, -29.7490
12060.000000, 86.426, 89.3735
12200.000000, 84.447, 161.3486
12410.000000, 86.672, -90.9219
12500.000000, 88.164, -49.1484
12650.000000, 89.945, 15.9834
12800.000000, 90.891, 77.7446
13150.000000, 91.458, -142.4170
13200.000000, 91.455, -122.7998
13400.000000, 91.271, -44.8145
13600.000000, 90.755, 32.4307
13800.000000, 89.926, 109.6064
14000.000000, 88.691, -173.7188
14300.000000, 85.713, -58.1641
14500.000000, 83.701, 22.2607
14750.000000, 82.972, 118.5840
15000.000000, 83.736, -154.0586
15250.000000, 83.671, -83.3652
15500.000000, 81.633, -178.0068
15750.000000, 77.799, -97.0605
16000.000000, 73.595, -0.0742
16250.000000, 73.047, 102.9580
16500.000000, 74.436, -156.4365
16750.000000, 75.776, -57.8906
17000.000000, 77.492, 36.1631
17250.000000, 78.656, 124.9385
17500.000000, 77.717, -145.8096
17750.000000, 74.069, -46.7188
18000.000000, 71.342, 61.5283
18250.000000, 73.771, 167.6260
18500.000000, 76.261, -98.7041
18750.000000, 77.844, -4.2930
19000.000000, 78.928, 82.5371
19250.000000, 79.366, 167.9199
19500.000000, 78.941, -100.6484
19750.000000, 77.996, -25.0000
20000.000000, 76.885, 72.5840
20300.000000, 75.381, 179.4590
20600.000000, 73.441, -69.0781
20900.000000, 70.438, 42.7695
21200.000000, 65.908, 159.5752
21400.000000, 61.916, -108.6172
21800.000000, 51.784, 98.6328
22000.000000, 46.112, -45.9023
22400.000000, 36.042, 45.5732
22700.000000, 31.813, -63.7471
23000.000000, 28.508, 72.0625
23300.000000, 23.889, 116.7910
23600.000000, 19.385, 13.6279
24000.000000, 16.925, 79.7861
