1.000000, 63.011, 54.4465
1.015000, 63.102, 55.3139
1.030000, 63.193, 56.1356
1.044000, 63.278, 56.8589
1.060000, 63.374, 57.6316
1.075000, 63.464, 58.3016
1.090000, 63.553, 58.9185
1.106000, 63.649, 59.5256
1.120000, 63.738, 60.0294
1.138000, 63.862, 60.6505
1.150000, 63.950, 61.0486
1.172000, 64.120, 61.7379
1.180000, 64.184, 61.9707
1.206000, 64.400, 62.6857
1.220000, 64.519, 63.0435
1.241000, 64.700, 63.5440
1.250000, 64.777, 63.7450
1.265000, 64.906, 64.0618
1.280000, 65.032, 64.3557
1.315000, 65.316, 64.9507
1.320000, 65.355, 65.0252
1.340000, 65.504, 65.2963
1.360000, 65.641, 65.5249
1.380000, 65.765, 65.6708
1.400000, 65.873, 65.7561
1.430000, 66.000, 65.7939
1.450000, 66.058, 65.7559
1.475000, 66.100, 65.6335
1.500000, 66.107, 65.4285
1.525000, 66.084, 65.1499
1.550000, 66.035, 64.8081
1.575000, 65.962, 64.3910
1.600000, 65.870, 63.8894
1.625000, 65.761, 63.3493
1.650000, 65.639, 62.7757
1.675000, 65.508, 62.1729
1.700000, 65.372, 61.5435
1.725000, 65.232, 60.8890
1.750000, 65.094, 60.2098
1.775000, 64.960, 59.4880
1.800000, 64.834, 58.7047
1.825000, 64.717, 57.8858
1.850000, 64.608, 57.0072
1.875000, 64.500, 56.0454
1.900000, 64.389, 55.0020
1.925000, 64.278, 53.8884
1.950000, 64.164, 52.7170
1.975000, 64.049, 51.4819
2.000000, 63.934, 50.1771
2.030000, 63.794, 48.5760
2.060000, 63.653, 46.9463
2.090000, 63.512, 45.2974
2.120000, 63.372, 43.6362
2.140000, 63.278, 42.5235
2.180000, 63.093, 40.2596
2.200000, 63.000, 39.0838
2.240000, 62.812, 36.5942
2.270000, 62.668, 34.5749
2.300000, 62.521, 32.4391
2.330000, 62.373, 30.2080
2.360000, 62.226, 27.9030
2.400000, 62.033, 24.7029
2.430000, 61.893, 22.2621
2.470000, 61.713, 18.9933
2.500000, 61.586, 16.5473
2.540000, 61.429, 13.3026
2.580000, 61.286, 10.0077
2.620000, 61.154, 6.5093
2.650000, 61.060, 3.7549
2.690000, 60.943, -0.0545
2.720000, 60.861, -2.9791
2.760000, 60.762, -6.9135
2.800000, 60.674, -10.8731
2.850000, 60.582, -15.7270
2.900000, 60.511, -20.4048
2.950000, 60.465, -24.9528
3.000000, 60.447, -29.5996
3.040000, 60.451, -33.3962
3.070000, 60.463, -36.2500
3.110000, 60.488, -40.0157
3.150000, 60.522, -43.6878
3.200000, 60.571, -48.1080
3.250000, 60.622, -52.2649
3.300000, 60.672, -56.1532
3.350000, 60.728, -59.9235
3.400000, 60.794, -63.7120
3.450000, 60.866, -67.4593
3.500000, 60.940, -71.0817
3.550000, 61.010, -74.5138
3.600000, 61.071, -77.7305
3.650000, 61.120, -80.6997
3.700000, 61.156, -83.4909
3.750000, 61.184, -86.2248
3.820000, 61.211, -90.0097
3.870000, 61.220, -92.6104
3.950000, 61.210, -96.4478
4.000000, 61.188, -98.6045
4.060000, 61.143, -100.9561
4.120000, 61.079, -103.1699
4.180000, 60.997, -105.2987
4.250000, 60.881, -107.6511
4.310000, 60.766, -109.4573
4.370000, 60.635, -111.0115
4.440000, 60.461, -112.5280
4.500000, 60.291, -113.6172
4.550000, 60.136, -114.3953
4.620000, 59.908, -115.3008
4.680000, 59.709, -115.8568
4.750000, 59.478, -116.1896
4.820000, 59.244, -116.1647
4.870000, 59.070, -115.9201
4.940000, 58.825, -115.2795
5.000000, 58.627, -114.4972
5.080000, 58.401, -113.1564
5.150000, 58.250, -111.7020
5.220000, 58.138, -109.9602
5.300000, 58.053, -107.6432
5.380000, 58.018, -105.1398
5.450000, 58.037, -102.9612
5.520000, 58.107, -100.8448
5.600000, 58.257, -98.4804
5.700000, 58.524, -95.6825
5.800000, 58.841, -93.2465
5.900000, 59.178, -91.2964
6.000000, 59.547, -89.7454
6.080000, 59.857, -88.7679
6.150000, 60.125, -88.0870
6.220000, 60.381, -87.5830
6.300000, 60.660, -87.1941
6.400000, 60.993, -86.9437
6.500000, 61.305, -86.8991
6.600000, 61.587, -87.0043
6.700000, 61.838, -87.2676
6.800000, 62.061, -87.6492
6.900000, 62.256, -88.0921
7.000000, 62.421, -88.5577
7.100000, 62.558, -89.0737
7.200000, 62.668, -89.5995
7.300000, 62.751, -90.0832
7.400000, 62.810, -90.5076
7.500000, 62.842, -90.8983
7.620000, 62.855, -91.2542
7.750000, 62.842, -91.4255
7.880000, 62.801, -91.3904
8.000000, 62.753, -91.1489
8.120000, 62.707, -90.6738
8.250000, 62.660, -89.9000
8.380000, 62.634, -88.9235
8.500000, 62.642, -87.8815
8.620000, 62.682, -86.7234
8.750000, 62.763, -85.4771
8.850000, 62.853, -84.5935
9.000000, 63.034, -83.4033
9.120000, 63.199, -82.6602
9.250000, 63.389, -82.1336
9.380000, 63.584, -81.8624
9.500000, 63.752, -81.8182
9.620000, 63.899, -81.9638
9.750000, 64.032, -82.2907
9.880000, 64.126, -82.6929
10.000000, 64.170, -83.0842
10.150000, 64.176, -83.5882
10.300000, 64.141, -83.9077
10.440000, 64.079, -83.9940
10.600000, 64.002, -83.8156
10.750000, 63.950, -83.3333
10.900000, 63.931, -82.6217
11.060000, 63.975, -81.7851
11.200000, 64.072, -81.0797
11.380000, 64.262, -80.4260
11.500000, 64.425, -80.2308
11.720000, 64.755, -80.4592
11.800000, 64.875, -80.7580
12.060000, 65.223, -82.3876
12.200000, 65.362, -83.6126
