* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -12.6 dBFS, measurement signal peak level -7.8 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 7, 2024 12:01:32 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.9197 ms (-1.001 m, -(3 ft 3.4 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE L with no timing offset Clock adjustment: -1,377.1 ppm
1.900000, 54.156, 132.6992
1.925000, 54.447, 130.7060
1.950000, 54.743, 128.7523
1.975000, 55.043, 126.8380
2.000000, 55.347, 124.9616
2.030000, 55.714, 122.7563
2.060000, 56.083, 120.5962
2.090000, 56.452, 118.4745
2.120000, 56.819, 116.3838
2.140000, 57.061, 115.0035
2.180000, 57.540, 112.2669
2.200000, 57.776, 110.9106
2.240000, 58.245, 108.2443
2.270000, 58.598, 106.3008
2.300000, 58.951, 104.4103
2.330000, 59.304, 102.5727
2.360000, 59.655, 100.7861
2.400000, 60.119, 98.4781
2.430000, 60.464, 96.7976
2.470000, 60.917, 94.6153
2.500000, 61.251, 93.0160
2.540000, 61.688, 90.9244
2.580000, 62.114, 88.8731
2.620000, 62.531, 86.8672
2.650000, 62.839, 85.3972
2.690000, 63.242, 83.4861
2.720000, 63.540, 82.0900
2.760000, 63.931, 80.2770
2.800000, 64.314, 78.5172
2.850000, 64.782, 76.3862
2.900000, 65.238, 74.3226
2.950000, 65.683, 72.3152
3.000000, 66.114, 70.3560
3.040000, 66.449, 68.8250
3.070000, 66.696, 67.6993
3.110000, 67.018, 66.2296
3.150000, 67.334, 64.7958
3.200000, 67.720, 63.0537
3.250000, 68.097, 61.3653
3.300000, 68.466, 59.7258
3.350000, 68.825, 58.1266
3.400000, 69.174, 56.5634
3.450000, 69.514, 55.0370
3.500000, 69.844, 53.5487
3.550000, 70.167, 52.0988
3.600000, 70.484, 50.6868
3.650000, 70.795, 49.3115
3.700000, 71.099, 47.9695
3.750000, 71.396, 46.6569
3.820000, 71.801, 44.8655
3.870000, 72.082, 43.6172
3.950000, 72.521, 41.6705
4.000000, 72.789, 40.4832
4.060000, 73.105, 39.0862
4.120000, 73.414, 37.7184
4.180000, 73.716, 36.3777
4.250000, 74.059, 34.8442
4.310000, 74.347, 33.5523
4.370000, 74.629, 32.2776
4.440000, 74.950, 30.8088
4.500000, 75.219, 29.5657
4.550000, 75.439, 28.5414
4.620000, 75.739, 27.1254
4.680000, 75.990, 25.9274
4.750000, 76.276, 24.5449
4.820000, 76.553, 23.1725
4.870000, 76.746, 22.1968
4.940000, 77.009, 20.8420
5.000000, 77.228, 19.6959
5.080000, 77.510, 18.1947
5.150000, 77.748, 16.9037
5.220000, 77.978, 15.6224
5.300000, 78.229, 14.1724
5.380000, 78.471, 12.7536
5.450000, 78.674, 11.5492
5.520000, 78.869, 10.3794
5.600000, 79.083, 9.0697
5.700000, 79.336, 7.4758
5.800000, 79.577, 5.9572
5.900000, 79.807, 4.5309
6.000000, 80.026, 3.1795
6.080000, 80.195, 2.1483
6.150000, 80.340, 1.2871
6.220000, 80.484, 0.4688
6.300000, 80.646, -0.4136
6.400000, 80.845, -1.4482
6.500000, 81.044, -2.4240
6.600000, 81.246, -3.3517
6.700000, 81.452, -4.2262
6.800000, 81.660, -5.0587
6.900000, 81.871, -5.8804
7.000000, 82.087, -6.7084
7.100000, 82.306, -7.5348
7.200000, 82.528, -8.3698
7.300000, 82.749, -9.2361
7.400000, 82.969, -10.1431
7.500000, 83.187, -11.0822
7.620000, 83.443, -12.2452
7.750000, 83.707, -13.5571
7.880000, 83.958, -14.9209
8.000000, 84.175, -16.1899
8.120000, 84.375, -17.4498
8.250000, 84.573, -18.8091
8.380000, 84.754, -20.1163
8.500000, 84.906, -21.2466
8.620000, 85.044, -22.3098
8.750000, 85.184, -23.3617
8.850000, 85.288, -24.0828
9.000000, 85.439, -25.0310
9.120000, 85.562, -25.6871
9.250000, 85.702, -26.2952
9.380000, 85.851, -26.8123
9.500000, 85.999, -27.2495
9.620000, 86.161, -27.6656
9.750000, 86.347, -28.1057
9.880000, 86.536, -28.5803
10.000000, 86.708, -29.0686
10.150000, 86.919, -29.7480
10.300000, 87.123, -30.5266
10.440000, 87.304, -31.3442
10.600000, 87.500, -32.3556
10.750000, 87.671, -33.3633
10.900000, 87.827, -34.4016
11.060000, 87.975, -35.4932
11.200000, 88.089, -36.4221
11.380000, 88.219, -37.5355
11.500000, 88.297, -38.2128
11.720000, 88.434, -39.3167
11.800000, 88.484, -39.6707
12.060000, 88.657, -40.6789
12.200000, 88.760, -41.1570
12.410000, 88.928, -41.8293
12.500000, 89.004, -42.1170
12.650000, 89.134, -42.6041
12.800000, 89.267, -43.1116
13.150000, 89.575, -44.4045
13.200000, 89.617, -44.5988
13.400000, 89.783, -45.3903
13.600000, 89.941, -46.1787
13.800000, 90.089, -46.9406
14.000000, 90.232, -47.6554
14.300000, 90.440, -48.6285
14.500000, 90.580, -49.2212
14.750000, 90.761, -49.9312
15.000000, 90.949, -50.6398
15.250000, 91.142, -51.3757
15.500000, 91.334, -52.1431
15.750000, 91.517, -52.9286
16.000000, 91.690, -53.7057
16.250000, 91.855, -54.4479
16.500000, 92.016, -55.1401
16.750000, 92.176, -55.7809
17.000000, 92.340, -56.3851
17.250000, 92.510, -56.9738
17.500000, 92.683, -57.5674
17.750000, 92.855, -58.1780
18.000000, 93.026, -58.8060
18.250000, 93.192, -59.4432
18.500000, 93.352, -60.0758
18.750000, 93.509, -60.6924
19.000000, 93.664, -61.2864
19.250000, 93.820, -61.8586
19.500000, 93.976, -62.4165
19.750000, 94.133, -62.9694
20.000000, 94.291, -63.5261
20.299999, 94.478, -64.2057
20.600000, 94.661, -64.8961
20.900000, 94.839, -65.5890
21.200001, 95.012, -66.2737
21.400000, 95.125, -66.7222
21.799999, 95.348, -67.6005
22.000000, 95.459, -68.0350
22.400000, 95.681, -68.9114
22.700001, 95.846, -69.5873
23.000000, 96.007, -70.2828
23.299999, 96.162, -70.9921
23.600000, 96.312, -71.7029
24.000000, 96.504, -72.6303
24.299999, 96.645, -73.3017
24.700001, 96.832, -74.1727
25.000000, 96.973, -74.8251
25.400000, 97.161, -75.7227
25.799999, 97.343, -76.6656
26.200001, 97.513, -77.6397
26.500000, 97.632, -78.3695
26.900000, 97.779, -79.3146
27.200001, 97.883, -79.9930
27.600000, 98.017, -80.8578
28.000000, 98.144, -81.6855
28.500000, 98.291, -82.6694
29.000000, 98.423, -83.5708
29.500000, 98.538, -84.3417
30.000000, 98.639, -84.9137
30.400000, 98.714, -85.1586
30.700001, 98.774, -85.1775
31.100000, 98.878, -84.9623
31.500000, 99.035, -84.5292
32.000000, 99.338, -83.9738
32.500000, 99.753, -83.8881
33.000000, 100.217, -84.6501
33.500000, 100.647, -86.2668
34.000000, 100.990, -88.4408
34.500000, 101.234, -90.7936
35.000000, 101.399, -93.0414
35.500000, 101.512, -95.0562
36.000000, 101.597, -96.8190
36.500000, 101.666, -98.3464
37.000000, 101.729, -99.6497
37.500000, 101.798, -100.7432
38.200001, 101.927, -102.0112
38.700001, 102.056, -102.8642
39.500000, 102.316, -104.4941
40.000000, 102.487, -105.8214
40.599998, 102.663, -107.7153
41.200001, 102.788, -109.7843
41.799999, 102.862, -111.8630
42.500000, 102.899, -114.1876
43.099998, 102.895, -116.0559
43.700001, 102.862, -117.7694
44.400002, 102.796, -119.5255
45.000000, 102.725, -120.8157
45.500000, 102.659, -121.7394
46.200001, 102.561, -122.7756
46.799999, 102.481, -123.4016
47.500000, 102.411, -123.8524
48.200001, 102.380, -124.0952
48.700001, 102.386, -124.2076
49.400002, 102.433, -124.3738
50.000000, 102.505, -124.6041
50.799999, 102.635, -125.1343
51.500000, 102.764, -125.8535
52.200001, 102.894, -126.8289
53.000000, 103.022, -128.2236
53.799999, 103.113, -129.8140
54.500000, 103.157, -131.2687
55.200001, 103.169, -132.6990
56.000000, 103.148, -134.2068
57.000000, 103.092, -135.7869
58.000000, 103.034, -137.0143
59.000000, 102.998, -138.1265
60.000000, 102.943, -139.3191
60.799999, 102.859, -140.1302
61.500000, 102.773, -140.5903
62.200001, 102.693, -140.8290
63.000000, 102.622, -140.8817
64.000000, 102.582, -140.7081
65.000000, 102.611, -140.4675
66.000000, 102.706, -140.3636
67.000000, 102.851, -140.5466
68.000000, 103.026, -141.0943
69.000000, 103.207, -142.0646
70.000000, 103.356, -143.4242
71.000000, 103.452, -144.9401
72.000000, 103.507, -146.4709
73.000000, 103.521, -147.9475
74.000000, 103.506, -149.2392
75.000000, 103.488, -150.3081
76.199997, 103.492, -151.4053
77.500000, 103.540, -152.6002
78.800003, 103.619, -154.0170
80.000000, 103.695, -155.6447
81.199997, 103.746, -157.5850
82.500000, 103.752, -159.9543
83.800003, 103.696, -162.4799
85.000000, 103.591, -164.8206
86.199997, 103.441, -167.0835
87.500000, 103.238, -169.4001
88.500000, 103.056, -171.0975
90.000000, 102.733, -173.5367
91.199997, 102.424, -175.3695
92.500000, 102.030, -177.1529
93.800003, 101.579, -178.6201
95.000000, 101.121, -179.6064
96.199997, 100.633, 179.8436
97.500000, 100.089, 179.8070
98.800003, 99.550, -179.5969
100.000000, 99.082, -178.4821
101.500000, 98.578, -176.4711
103.000000, 98.187, -174.1308
104.400002, 97.925, -171.9235
106.000000, 97.721, -169.7690
107.500000, 97.577, -168.1102
109.000000, 97.458, -166.7786
110.599998, 97.330, -165.6362
112.000000, 97.205, -164.7537
113.800003, 97.013, -163.7396
115.000000, 96.857, -163.0596
117.199997, 96.534, -161.6387
118.000000, 96.410, -161.0692
120.599998, 96.010, -158.8674
122.000000, 95.810, -157.4469
124.099998, 95.529, -155.0243
125.000000, 95.415, -153.8904
126.500000, 95.242, -151.9253
128.000000, 95.084, -149.9689
131.500000, 94.800, -144.9787
132.000000, 94.781, -144.2415
134.000000, 94.747, -141.4221
136.000000, 94.747, -138.7850
138.000000, 94.769, -136.2441
140.000000, 94.812, -133.9066
143.000000, 94.899, -130.7487
145.000000, 94.969, -128.8358
147.500000, 95.059, -126.6190
150.000000, 95.146, -124.5845
152.500000, 95.228, -122.7649
155.000000, 95.303, -121.0925
157.500000, 95.379, -119.4733
160.000000, 95.450, -117.9796
162.500000, 95.504, -116.6144
165.000000, 95.541, -115.3495
167.500000, 95.563, -114.1342
170.000000, 95.571, -112.9406
172.500000, 95.569, -111.7996
175.000000, 95.554, -110.7272
177.500000, 95.521, -109.6477
180.000000, 95.472, -108.4943
182.500000, 95.414, -107.2806
185.000000, 95.351, -106.0707
187.500000, 95.284, -104.8071
190.000000, 95.216, -103.4938
192.500000, 95.147, -102.1668
195.000000, 95.073, -100.8188
197.500000, 94.993, -99.4297
200.000000, 94.908, -97.9790
203.000000, 94.807, -96.1359
206.000000, 94.724, -94.1940
209.000000, 94.668, -92.2795
212.000000, 94.617, -90.5512
214.000000, 94.576, -89.4990
218.000000, 94.462, -87.4777
220.000000, 94.390, -86.4379
224.000000, 94.224, -84.2365
227.000000, 94.091, -82.4915
230.000000, 93.954, -80.6808
233.000000, 93.810, -78.8040
236.000000, 93.660, -76.8625
240.000000, 93.464, -74.1125
243.000000, 93.326, -71.9298
247.000000, 93.157, -69.0426
250.000000, 93.032, -66.9410
254.000000, 92.853, -64.1628
258.000000, 92.662, -61.3359
262.000000, 92.461, -58.3959
265.000000, 92.302, -56.1303
269.000000, 92.078, -53.0167
272.000000, 91.905, -50.5703
276.000000, 91.666, -47.1061
280.000000, 91.428, -43.3455
285.000000, 91.157, -38.1295
290.000000, 90.972, -32.3857
295.000000, 90.914, -26.6056
300.000000, 90.936, -21.3197
304.000000, 90.965, -17.3618
307.000000, 91.004, -14.3818
311.000000, 91.116, -10.5425
315.000000, 91.277, -7.3419
320.000000, 91.420, -4.4980
325.000000, 91.395, -2.1287
330.000000, 91.232, 0.6125
335.000000, 91.009, 3.9221
340.000000, 90.772, 7.6919
345.000000, 90.539, 11.8315
350.000000, 90.331, 16.2864
355.000000, 90.163, 20.8489
360.000000, 90.017, 25.2799
365.000000, 89.858, 29.6707
370.000000, 89.687, 34.1770
375.000000, 89.516, 38.8187
382.000000, 89.289, 45.5299
387.000000, 89.139, 50.4545
395.000000, 88.926, 58.4980
400.000000, 88.811, 63.5894
406.000000, 88.691, 69.7389
412.000000, 88.597, 75.9582
418.000000, 88.534, 82.1720
425.000000, 88.481, 89.2058
431.000000, 88.420, 95.0828
437.000000, 88.342, 101.0975
444.000000, 88.271, 108.3389
450.000000, 88.236, 114.5641
455.000000, 88.225, 119.7087
462.000000, 88.223, 126.7552
468.000000, 88.218, 132.6975
475.000000, 88.204, 139.6339
482.000000, 88.189, 146.6202
487.000000, 88.181, 151.6429
494.000000, 88.175, 158.7023
500.000000, 88.178, 164.7749
508.000000, 88.191, 172.8912
515.000000, 88.209, 179.9956
522.000000, 88.232, -172.8779
530.000000, 88.268, -164.6896
538.000000, 88.316, -156.4578
545.000000, 88.373, -149.2572
552.000000, 88.441, -142.0579
560.000000, 88.530, -133.8122
570.000000, 88.665, -123.4854
580.000000, 88.831, -113.2072
590.000000, 89.020, -103.0960
600.000000, 89.222, -93.1029
608.000000, 89.393, -85.2028
615.000000, 89.542, -78.3653
622.000000, 89.688, -71.5523
630.000000, 89.857, -63.7937
640.000000, 90.080, -54.1743
650.000000, 90.312, -44.6319
660.000000, 90.552, -35.1606
670.000000, 90.801, -25.7694
680.000000, 91.056, -16.4753
690.000000, 91.316, -7.2932
700.000000, 91.578, 1.7662
710.000000, 91.842, 10.7018
720.000000, 92.103, 19.5026
730.000000, 92.358, 28.1470
740.000000, 92.601, 36.6702
750.000000, 92.831, 45.1316
762.000000, 93.092, 55.1822
775.000000, 93.350, 65.9357
788.000000, 93.586, 76.5981
800.000000, 93.783, 86.3678
812.000000, 93.956, 96.1063
825.000000, 94.112, 106.6539
838.000000, 94.238, 117.1969
850.000000, 94.335, 126.9780
862.000000, 94.416, 136.8369
875.000000, 94.481, 147.5940
885.000000, 94.517, 155.9033
900.000000, 94.556, 168.4174
912.000000, 94.573, 178.4846
925.000000, 94.575, -170.5233
938.000000, 94.566, -159.4246
950.000000, 94.550, -149.0704
962.000000, 94.527, -138.6093
975.000000, 94.497, -127.1713
988.000000, 94.461, -115.6345
1000.000000, 94.426, -104.9086
1015.000000, 94.375, -91.4275
1030.000000, 94.319, -77.8655
1044.000000, 94.265, -65.0817
1060.000000, 94.204, -50.2869
1075.000000, 94.148, -36.2896
1090.000000, 94.091, -22.2269
1106.000000, 94.032, -7.0885
1120.000000, 93.984, 6.3652
1138.000000, 93.941, 23.9946
1150.000000, 93.933, 35.9349
1172.000000, 93.987, 58.0305
1180.000000, 94.030, 66.0613
1206.000000, 94.234, 91.9279
1220.000000, 94.364, 105.6725
1241.000000, 94.562, 126.0511
1250.000000, 94.642, 134.7074
1265.000000, 94.766, 149.0735
1280.000000, 94.883, 163.4327
1315.000000, 95.143, -162.8190
1320.000000, 95.178, -157.9828
1340.000000, 95.310, -138.6549
1360.000000, 95.413, -119.3388
1380.000000, 95.509, -99.9230
1400.000000, 95.622, -80.3569
1430.000000, 95.814, -50.7836
1450.000000, 95.961, -30.9682
1475.000000, 96.173, -6.1407
1500.000000, 96.414, 18.6465
1525.000000, 96.663, 43.3068
1550.000000, 96.899, 67.8859
1575.000000, 97.125, 92.4913
1600.000000, 97.352, 117.1791
1625.000000, 97.590, 141.9604
1650.000000, 97.845, 166.7910
1675.000000, 98.119, -168.4048
1700.000000, 98.405, -143.6912
1725.000000, 98.693, -119.0826
1750.000000, 98.977, -94.5327
1775.000000, 99.256, -69.9547
1800.000000, 99.533, -45.3372
1825.000000, 99.804, -20.7303
1850.000000, 100.075, 3.8983
1875.000000, 100.369, 28.6049
1900.000000, 100.693, 53.2362
1925.000000, 101.020, 77.6639
1950.000000, 101.330, 101.9647
1975.000000, 101.625, 126.2383
2000.000000, 101.913, 150.5314
2030.000000, 102.260, 179.7191
2060.000000, 102.610, -151.0911
2090.000000, 102.960, -121.9993
2120.000000, 103.295, -93.0360
2140.000000, 103.508, -73.7234
2180.000000, 103.929, -34.9930
2200.000000, 104.138, -15.5974
2240.000000, 104.545, 23.1420
2270.000000, 104.839, 52.0793
2300.000000, 105.131, 80.9713
2330.000000, 105.426, 109.9119
2360.000000, 105.722, 138.9030
2400.000000, 106.100, 177.4265
2430.000000, 106.364, -153.8489
2470.000000, 106.689, -115.6586
2500.000000, 106.913, -87.0646
2540.000000, 107.177, -49.0043
2580.000000, 107.413, -10.8317
2620.000000, 107.624, 27.5854
2650.000000, 107.761, 56.4730
2690.000000, 107.914, 94.9834
2720.000000, 108.008, 123.8936
2760.000000, 108.110, 162.5940
2800.000000, 108.193, -158.4646
2850.000000, 108.279, -109.4587
2900.000000, 108.365, -60.0583
2950.000000, 108.467, -10.4180
3000.000000, 108.583, 39.1731
3040.000000, 108.687, 78.7957
3070.000000, 108.772, 108.5066
3110.000000, 108.888, 148.0652
3150.000000, 108.991, -172.5042
3200.000000, 109.086, -123.3660
3250.000000, 109.135, -74.2998
3300.000000, 109.136, -25.2759
3350.000000, 109.070, 23.6611
3400.000000, 108.895, 72.5515
3450.000000, 108.553, 121.8735
3500.000000, 108.074, 172.8198
3550.000000, 107.697, -133.9539
3600.000000, 107.630, -79.9673
3650.000000, 107.828, -26.6079
3700.000000, 108.200, 25.3809
3750.000000, 108.544, 75.2014
3820.000000, 108.586, 142.5435
3870.000000, 108.283, -169.6401
3950.000000, 107.450, -91.8499
4000.000000, 106.793, -42.1055
4060.000000, 105.894, 18.7820
4120.000000, 104.894, 81.2314
4180.000000, 103.863, 145.7024
4250.000000, 102.778, -136.6750
4310.000000, 102.102, -72.2114
4370.000000, 101.536, -20.1111
4440.000000, 101.051, 21.9692
4500.000000, 101.006, 51.9788
4550.000000, 101.101, 75.6982
4620.000000, 101.248, 107.2439
4680.000000, 101.276, 133.2314
4750.000000, 101.112, 163.1011
4820.000000, 100.721, -166.9897
4870.000000, 100.370, -145.2493
4940.000000, 100.018, -113.8943
5000.000000, 100.072, -86.6670
5080.000000, 100.692, -51.7517
5150.000000, 101.538, -23.6162
5220.000000, 102.436, 2.0674
5300.000000, 103.340, 28.5654
5380.000000, 103.936, 52.6963
5450.000000, 104.092, 72.6675
5520.000000, 103.930, 92.4985
5600.000000, 103.540, 115.6357
5700.000000, 102.996, 145.0469
5800.000000, 102.407, 174.5454
5900.000000, 101.745, -155.7300
6000.000000, 101.054, -125.9248
6080.000000, 100.558, -102.0317
6150.000000, 100.250, -81.0146
6220.000000, 100.103, -60.2549
6300.000000, 100.093, -37.4121
6400.000000, 100.166, -10.2529
6500.000000, 100.227, 15.5210
6600.000000, 100.225, 39.7798
6700.000000, 100.099, 62.8574
6800.000000, 99.779, 85.1895
6900.000000, 99.267, 106.7656
7000.000000, 98.613, 128.1104
7100.000000, 97.898, 150.1187
7200.000000, 97.230, 172.6196
7300.000000, 96.699, -164.8306
7400.000000, 96.326, -142.4761
7500.000000, 96.109, -120.4888
7620.000000, 96.077, -95.1699
7750.000000, 96.300, -69.5400
7880.000000, 96.609, -45.7363
8000.000000, 96.929, -25.9019
8120.000000, 97.258, -7.6802
8250.000000, 97.521, 10.2715
8380.000000, 97.599, 26.3755
8500.000000, 97.503, 40.5674
8620.000000, 97.281, 53.8418
8750.000000, 96.929, 67.6489
8850.000000, 96.617, 78.0449
9000.000000, 96.110, 92.9077
9120.000000, 95.637, 104.2124
9250.000000, 95.113, 117.5264
9380.000000, 94.704, 129.0059
9500.000000, 94.421, 138.6934
9620.000000, 94.129, 148.0542
9750.000000, 93.767, 157.9736
9880.000000, 93.413, 164.5527
10000.000000, 93.204, 171.7197
10150.000000, 93.231, -178.3960
10300.000000, 93.625, -169.4233
10440.000000, 94.279, -165.1235
10600.000000, 95.262, -162.3950
10750.000000, 96.291, -162.8164
10900.000000, 97.220, -166.8574
11060.000000, 97.671, -175.0234
11200.000000, 97.290, 176.9453
11380.000000, 95.929, 165.7158
11500.000000, 94.817, 158.8301
11720.000000, 92.332, 147.5000
11800.000000, 91.119, 145.6924
12060.000000, 85.292, 122.1631
12200.000000, 82.257, -170.9844
12410.000000, 85.493, -61.6719
12500.000000, 87.568, -28.0010
12650.000000, 89.981, 18.7529
12800.000000, 91.402, 60.8477
13150.000000, 93.269, 154.5049
13200.000000, 93.383, 167.2046
13400.000000, 93.198, -142.5371
13600.000000, 92.218, -91.1401
13800.000000, 91.090, -37.7578
14000.000000, 89.790, 16.0479
14300.000000, 87.924, 99.8633
14500.000000, 87.699, 155.5469
14750.000000, 88.715, -138.8052
15000.000000, 90.111, -82.6099
15250.000000, 89.784, -34.3857
15500.000000, 86.094, 15.2539
15750.000000, 79.872, 72.6323
16000.000000, 74.059, 125.1318
16250.000000, 70.404, 72.4648
16500.000000, 69.258, 112.2407
16750.000000, 71.572, -179.9961
17000.000000, 75.292, -114.8145
17250.000000, 77.411, -61.8232
17500.000000, 76.383, -4.2632
17750.000000, 72.531, 63.5674
18000.000000, 68.921, 140.2114
18250.000000, 69.608, -143.6426
18500.000000, 71.913, -67.6650
18750.000000, 73.306, -2.4648
19000.000000, 73.990, 64.2920
19250.000000, 74.575, 123.4517
19500.000000, 74.818, -170.8560
19750.000000, 74.262, -108.0322
20000.000000, 72.743, -44.0205
20300.000000, 69.876, 44.6675
20600.000000, 67.247, 131.4961
20900.000000, 65.201, -137.8032
21200.000000, 61.569, -49.1304
21400.000000, 58.382, 16.1382
21800.000000, 51.301, 147.1489
22000.000000, 46.906, -155.9033
22400.000000, 38.029, 35.7021
22700.000000, 33.238, 67.1230
23000.000000, 27.795, -22.2695
23300.000000, 22.040, -120.8188
23600.000000, 18.609, 171.5000
24000.000000, 17.752, 124.9824
24300.000000, 17.778, 48.3164
24700.000000, 17.866, 96.9053
25000.000000, 17.818, -52.0479
25400.000000, 17.672, -109.8037
25800.000000, 17.928, -76.5488
26200.000000, 18.086, -24.0117
26500.000000, 18.033, -109.9336
26900.000000, 17.795, -94.1768
27200.000000, 17.712, 29.4443
27600.000000, 17.931, 148.6367
28000.000000, 18.151, 93.6182
28500.000000, 18.339, 154.8086
29000.000000, 18.436, -164.8564
29500.000000, 18.506, 16.0654
30000.000000, 18.516, 120.1943
30400.000000, 18.646, -178.4883
30700.000000, 18.766, -18.6592
31100.000000, 18.870, -45.8379
31500.000000, 18.887, 72.1689
32000.000000, 18.911, -162.5298
32500.000000, 19.005, -90.5664
33000.000000, 19.024, 22.4180
33500.000000, 19.075, 148.4922
34000.000000, 19.098, -93.9941
34500.000000, 19.149, -88.8311
35000.000000, 19.368, 54.4351
35500.000000, 19.372, -135.4829
36000.000000, 19.277, 9.9102
36500.000000, 19.269, -162.0464
37000.000000, 19.342, 163.6709
37500.000000, 19.446, 9.4800
38200.000000, 19.594, 143.7139
38700.000000, 19.772, -3.7417
39500.000000, 19.678, -135.7949
40000.000000, 19.773, 108.1113
40600.000000, 19.837, -32.9585
41200.000000, 19.759, -145.0308
41800.000000, 19.883, 3.2144
42500.000000, 20.083, 151.8237
43100.000000, 20.181, 56.4624
43700.000000, 20.112, -29.9082
44400.000000, 20.108, -146.2827
45000.000000, 20.173, 124.5176
45500.000000, 20.285, -83.9434
46200.000000, 20.499, -156.5513
46800.000000, 20.603, 153.5996
47500.000000, 20.518, -68.4241
48200.000000, 20.559, -171.0051
48700.000000, 20.662, 137.9883
49400.000000, 20.624, 120.7534
50000.000000, 20.642, 121.8711
50800.000000, 20.792, 173.6555
51500.000000, 20.937, -98.2124
52200.000000, 20.953, -70.2163
53000.000000, 21.018, -52.0701
53800.000000, 21.185, -13.7820
54500.000000, 21.204, 21.2688
55200.000000, 21.160, 20.7378
56000.000000, 21.166, 10.4451
57000.000000, 21.350, 91.9236
58000.000000, 21.491, -114.5933
59000.000000, 21.507, 28.9580
60000.000000, 21.481, 166.6050
60800.000000, 21.408, -91.5264
61500.000000, 21.367, 12.4082
62200.000000, 21.490, 150.2769
63000.000000, 21.640, -55.0791
64000.000000, 21.774, -35.1182
65000.000000, 21.821, 138.5444
66000.000000, 21.813, 18.7119
67000.000000, 21.863, -92.5171
68000.000000, 22.041, 147.8101
69000.000000, 22.226, 22.7734
70000.000000, 22.335, -167.3516
71000.000000, 22.425, 93.7070
72000.000000, 22.429, -60.1875
73000.000000, 22.360, -109.0908
74000.000000, 22.404, -155.3447
75000.000000, 22.557, 154.7812
76200.000000, 22.690, 24.6328
77500.000000, 22.791, 25.1172
78800.000000, 22.799, -2.7012
80000.000000, 22.800, 24.5518
81200.000000, 22.834, -93.7715
82500.000000, 22.949, 120.6968
83800.000000, 23.035, -139.7100
85000.000000, 23.056, 178.6133
86200.000000, 23.103, -58.0024
87500.000000, 23.136, 89.4414
88500.000000, 23.141, -79.3218
90000.000000, 23.080, -21.2231
91200.000000, 22.728, -167.2490
92500.000000, 21.821, 129.6704
93800.000000, 20.236, 25.2979
95000.000000, 18.554, -46.6230
