* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -31.8 dBFS, measurement signal peak level -10.3 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -30.4 dBFS using an acoustic timing reference
* Dated: Nov 6, 2024 12:19:50 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.1696 ms (-1.087 m, -(3 ft 6.8 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,182.3 ppm
4.550000, 76.803, 31.5656
4.620000, 77.082, 30.1162
4.680000, 77.315, 28.9007
4.750000, 77.582, 27.5158
4.820000, 77.843, 26.1620
4.870000, 78.025, 25.2103
4.940000, 78.275, 23.8996
5.000000, 78.484, 22.7985
5.080000, 78.758, 21.3654
5.150000, 78.992, 20.1443
5.220000, 79.221, 18.9489
5.300000, 79.477, 17.6115
5.380000, 79.727, 16.3061
5.450000, 79.942, 15.1917
5.520000, 80.153, 14.1025
5.600000, 80.390, 12.8849
5.700000, 80.678, 11.4009
5.800000, 80.960, 9.9599
5.900000, 81.236, 8.5613
6.000000, 81.506, 7.2001
6.080000, 81.717, 6.1369
6.150000, 81.899, 5.2253
6.220000, 82.079, 4.3311
6.300000, 82.281, 3.3288
6.400000, 82.528, 2.1034
6.500000, 82.771, 0.9080
6.600000, 83.009, -0.2575
6.700000, 83.242, -1.3954
6.800000, 83.471, -2.5075
6.900000, 83.695, -3.5938
7.000000, 83.915, -4.6551
7.100000, 84.132, -5.6933
7.200000, 84.344, -6.7095
7.300000, 84.553, -7.7039
7.400000, 84.758, -8.6778
7.500000, 84.960, -9.6325
7.620000, 85.197, -10.7536
7.750000, 85.449, -11.9394
7.880000, 85.695, -13.0976
8.000000, 85.917, -14.1425
8.120000, 86.134, -15.1649
8.250000, 86.365, -16.2489
8.380000, 86.589, -17.3066
8.500000, 86.792, -18.2593
8.620000, 86.989, -19.1906
8.750000, 87.199, -20.1721
8.850000, 87.356, -20.9066
9.000000, 87.587, -21.9768
9.120000, 87.767, -22.8030
9.250000, 87.959, -23.6663
9.380000, 88.147, -24.4984
9.500000, 88.319, -25.2388
9.620000, 88.490, -25.9523
9.750000, 88.671, -26.6975
9.880000, 88.845, -27.4177
10.000000, 88.994, -28.0618
10.150000, 89.171, -28.8437
10.300000, 89.341, -29.6088
10.440000, 89.495, -30.3111
10.600000, 89.672, -31.1084
10.750000, 89.839, -31.8576
10.900000, 90.008, -32.6107
11.060000, 90.186, -33.4238
11.200000, 90.340, -34.1438
11.380000, 90.532, -35.0788
11.500000, 90.657, -35.7075
11.720000, 90.879, -36.8608
11.800000, 90.958, -37.2781
12.060000, 91.208, -38.6153
12.200000, 91.338, -39.3144
12.410000, 91.528, -40.3274
12.500000, 91.607, -40.7452
12.650000, 91.736, -41.4188
12.800000, 91.862, -42.0629
13.150000, 92.153, -43.4517
13.200000, 92.195, -43.6386
13.400000, 92.365, -44.3613
13.600000, 92.538, -45.0552
13.800000, 92.716, -45.7314
14.000000, 92.896, -46.4033
14.300000, 93.170, -47.4240
14.500000, 93.352, -48.1240
14.750000, 93.577, -49.0250
15.000000, 93.799, -49.9516
15.250000, 94.018, -50.8930
15.500000, 94.231, -51.8337
15.750000, 94.435, -52.7589
16.000000, 94.633, -53.6561
16.250000, 94.827, -54.5200
16.500000, 95.019, -55.3527
16.750000, 95.212, -56.1627
17.000000, 95.408, -56.9634
17.250000, 95.605, -57.7679
17.500000, 95.803, -58.5865
17.750000, 95.998, -59.4236
18.000000, 96.188, -60.2768
18.250000, 96.374, -61.1384
18.500000, 96.553, -61.9978
18.750000, 96.728, -62.8446
19.000000, 96.900, -63.6719
19.250000, 97.070, -64.4777
19.500000, 97.240, -65.2660
19.750000, 97.411, -66.0450
20.000000, 97.581, -66.8247
20.299999, 97.786, -67.7743
20.600000, 97.987, -68.7467
20.900000, 98.183, -69.7405
21.200001, 98.371, -70.7446
21.400000, 98.491, -71.4121
21.799999, 98.723, -72.7247
22.000000, 98.835, -73.3658
22.400000, 99.057, -74.6214
22.700001, 99.222, -75.5535
23.000000, 99.387, -76.4922
23.299999, 99.548, -77.4464
23.600000, 99.705, -78.4162
24.000000, 99.906, -79.7185
24.299999, 100.049, -80.6868
24.700001, 100.235, -81.9526
25.000000, 100.371, -82.8850
25.400000, 100.552, -84.1237
25.799999, 100.729, -85.3784
26.200001, 100.899, -86.6558
26.500000, 101.020, -87.6197
26.900000, 101.173, -88.8925
27.200001, 101.282, -89.8272
27.600000, 101.423, -91.0433
28.000000, 101.559, -92.2324
28.500000, 101.721, -93.6950
29.000000, 101.872, -95.1288
29.500000, 102.007, -96.5070
30.000000, 102.124, -97.7836
30.400000, 102.207, -98.6867
30.700001, 102.266, -99.2681
31.100000, 102.350, -99.8940
31.500000, 102.454, -100.3626
32.000000, 102.632, -100.8515
32.500000, 102.870, -101.4799
33.000000, 103.143, -102.4850
33.500000, 103.407, -103.9301
34.000000, 103.631, -105.6909
34.500000, 103.806, -107.5684
35.000000, 103.939, -109.4085
35.500000, 104.047, -111.1538
36.000000, 104.139, -112.8105
36.500000, 104.217, -114.3880
37.000000, 104.282, -115.8720
37.500000, 104.339, -117.2424
38.200001, 104.418, -118.9822
38.700001, 104.479, -120.1359
39.500000, 104.585, -121.8861
40.000000, 104.660, -122.9459
40.599998, 104.762, -124.2470
41.200001, 104.870, -125.6583
41.799999, 104.968, -127.1960
42.500000, 105.059, -129.0651
43.099998, 105.122, -130.6700
43.700001, 105.177, -132.2861
44.400002, 105.221, -134.1955
45.000000, 105.236, -135.7866
45.500000, 105.237, -137.0258
46.200001, 105.237, -138.6278
46.799999, 105.241, -139.9498
47.500000, 105.240, -141.4974
48.200001, 105.221, -143.0101
48.700001, 105.198, -144.0238
49.400002, 105.163, -145.3335
50.000000, 105.140, -146.3996
50.799999, 105.115, -147.8451
51.500000, 105.089, -149.1429
52.200001, 105.055, -150.4112
53.000000, 105.016, -151.8062
53.799999, 104.976, -153.1497
54.500000, 104.940, -154.2667
55.200001, 104.902, -155.3540
56.000000, 104.841, -156.4828
57.000000, 104.786, -157.5458
58.000000, 104.800, -158.9773
59.000000, 104.711, -161.0369
60.000000, 104.523, -162.6267
60.799999, 104.403, -163.7270
61.500000, 104.293, -164.8529
62.200001, 104.153, -165.9613
63.000000, 103.977, -167.0309
64.000000, 103.750, -168.1148
65.000000, 103.512, -168.7897
66.000000, 103.299, -169.0144
67.000000, 103.115, -169.0239
68.000000, 102.948, -168.8637
69.000000, 102.813, -168.6527
70.000000, 102.691, -168.5722
71.000000, 102.566, -168.5204
72.000000, 102.453, -168.4163
73.000000, 102.357, -168.2505
74.000000, 102.284, -167.9935
75.000000, 102.233, -167.6493
76.199997, 102.201, -167.1165
77.500000, 102.208, -166.5056
78.800003, 102.248, -166.0458
80.000000, 102.305, -165.8103
81.199997, 102.380, -165.7988
82.500000, 102.477, -166.0165
83.800003, 102.587, -166.4328
85.000000, 102.690, -166.9957
86.199997, 102.778, -167.6721
87.500000, 102.857, -168.5113
88.500000, 102.897, -169.2529
90.000000, 102.946, -170.3861
91.199997, 102.995, -171.6337
92.500000, 102.996, -173.3363
93.800003, 102.949, -175.0441
95.000000, 102.874, -176.6424
96.199997, 102.758, -178.2363
97.500000, 102.584, -179.9275
98.800003, 102.360, 178.4234
100.000000, 102.103, 177.0005
101.500000, 101.719, 175.4749
103.000000, 101.256, 174.4667
104.400002, 100.758, 174.2466
106.000000, 100.157, 175.1138
107.500000, 99.634, 176.9201
109.000000, 99.230, 179.4540
110.599998, 98.979, -177.4673
112.000000, 98.902, -174.6168
113.800003, 98.956, -171.0399
115.000000, 99.038, -168.9817
117.199997, 99.176, -166.5514
118.000000, 99.189, -166.0666
120.599998, 99.409, -164.0424
122.000000, 99.709, -164.2911
124.099998, 100.031, -165.4153
125.000000, 100.123, -165.7533
126.500000, 100.226, -166.1674
128.000000, 100.277, -166.5723
131.500000, 100.297, -168.0912
132.000000, 100.295, -168.3478
134.000000, 100.289, -169.3699
136.000000, 100.253, -170.4233
138.000000, 100.161, -171.4549
140.000000, 100.044, -172.2383
143.000000, 99.898, -173.3596
145.000000, 99.778, -174.0569
147.500000, 99.594, -174.9183
150.000000, 99.371, -175.8749
152.500000, 99.090, -176.7707
155.000000, 98.791, -177.5227
157.500000, 98.478, -178.4744
160.000000, 98.156, -179.0059
162.500000, 97.874, -179.2396
165.000000, 97.456, -179.8412
167.500000, 96.919, 179.9453
170.000000, 96.440, 179.8995
172.500000, 96.050, -179.8335
175.000000, 95.635, -179.4658
177.500000, 95.098, -178.8482
180.000000, 94.559, -177.9341
182.500000, 94.089, -176.8113
185.000000, 93.656, -175.5131
187.500000, 93.206, -174.1946
190.000000, 92.748, -172.8614
192.500000, 92.297, -171.3112
195.000000, 91.849, -169.4513
197.500000, 91.405, -167.4275
200.000000, 90.979, -165.4195
203.000000, 90.484, -163.0207
206.000000, 90.004, -160.4244
209.000000, 89.549, -157.6649
212.000000, 89.121, -154.7335
214.000000, 88.855, -152.7175
218.000000, 88.339, -148.9111
220.000000, 88.069, -147.1192
224.000000, 87.514, -143.4228
227.000000, 87.089, -140.4214
230.000000, 86.639, -137.4129
233.000000, 86.196, -134.3614
236.000000, 85.740, -130.8226
240.000000, 85.131, -124.6205
243.000000, 84.833, -120.8347
247.000000, 84.483, -116.7044
250.000000, 84.168, -113.0909
254.000000, 83.716, -108.0731
258.000000, 83.322, -103.1706
262.000000, 82.964, -97.9493
265.000000, 82.683, -93.7592
269.000000, 82.313, -88.1805
272.000000, 82.046, -84.2688
276.000000, 81.661, -78.4887
280.000000, 81.303, -72.4855
285.000000, 80.923, -65.0506
290.000000, 80.595, -57.5020
295.000000, 80.275, -49.8768
300.000000, 79.983, -41.7668
304.000000, 79.785, -35.1820
307.000000, 79.665, -30.0284
311.000000, 79.574, -22.7796
315.000000, 79.616, -15.3696
320.000000, 79.875, -6.6723
325.000000, 80.241, 0.4039
330.000000, 80.509, 5.7979
335.000000, 80.613, 10.8651
340.000000, 80.614, 16.4840
345.000000, 80.575, 22.7039
350.000000, 80.584, 29.5557
355.000000, 80.717, 36.5362
360.000000, 80.964, 42.7295
365.000000, 81.173, 48.0261
370.000000, 81.296, 53.0047
375.000000, 81.360, 58.1029
382.000000, 81.422, 65.5074
387.000000, 81.472, 70.9736
395.000000, 81.563, 79.8966
400.000000, 81.630, 85.5016
406.000000, 81.729, 92.2252
412.000000, 81.836, 98.8174
418.000000, 81.954, 105.3716
425.000000, 82.106, 112.8391
431.000000, 82.229, 119.1500
437.000000, 82.339, 125.4458
444.000000, 82.473, 132.9689
450.000000, 82.624, 139.4417
455.000000, 82.773, 144.6757
462.000000, 82.978, 151.6371
468.000000, 83.121, 157.5347
475.000000, 83.270, 164.5116
482.000000, 83.420, 171.2815
487.000000, 83.531, 176.1019
494.000000, 83.696, -177.1249
500.000000, 83.830, -171.4503
508.000000, 83.998, -163.8514
515.000000, 84.141, -157.1022
522.000000, 84.286, -150.4171
530.000000, 84.449, -142.7917
538.000000, 84.610, -135.1788
545.000000, 84.748, -128.5904
552.000000, 84.878, -122.0209
560.000000, 85.029, -114.4598
570.000000, 85.237, -104.9380
580.000000, 85.450, -95.6818
590.000000, 85.658, -86.5272
600.000000, 85.863, -77.4883
608.000000, 86.014, -70.3128
615.000000, 86.131, -63.9604
622.000000, 86.237, -57.6480
630.000000, 86.359, -50.5112
640.000000, 86.515, -41.5846
650.000000, 86.677, -32.6301
660.000000, 86.836, -23.7663
670.000000, 86.975, -14.9788
680.000000, 87.095, -6.2495
690.000000, 87.235, 2.5815
700.000000, 87.382, 11.5001
710.000000, 87.449, 19.9589
720.000000, 87.504, 28.5415
730.000000, 87.580, 37.2362
740.000000, 87.659, 45.9066
750.000000, 87.729, 54.5377
762.000000, 87.783, 64.9198
775.000000, 87.810, 76.2079
788.000000, 87.832, 87.4835
800.000000, 87.850, 97.9060
812.000000, 87.851, 108.3607
825.000000, 87.836, 119.7653
838.000000, 87.794, 131.1711
850.000000, 87.733, 141.7769
862.000000, 87.657, 152.4886
875.000000, 87.558, 164.2167
885.000000, 87.472, 173.3322
900.000000, 87.332, -172.8470
912.000000, 87.214, -161.7399
925.000000, 87.079, -149.6218
938.000000, 86.944, -137.2803
950.000000, 86.826, -125.7656
962.000000, 86.703, -114.2042
975.000000, 86.559, -101.5797
988.000000, 86.412, -88.8801
1000.000000, 86.275, -77.0563
1015.000000, 86.109, -62.0809
1030.000000, 85.956, -46.9396
1044.000000, 85.818, -32.7713
1060.000000, 85.665, -16.4498
1075.000000, 85.532, -1.0283
1090.000000, 85.416, 14.4723
1106.000000, 85.313, 31.0436
1120.000000, 85.229, 45.5769
1138.000000, 85.127, 64.3301
1150.000000, 85.068, 76.8709
1172.000000, 84.967, 99.7776
1180.000000, 84.923, 108.1111
1206.000000, 84.710, 135.5337
1220.000000, 84.593, 150.8289
1241.000000, 84.504, 174.2029
1250.000000, 84.502, -175.7856
1265.000000, 84.524, -159.2002
1280.000000, 84.558, -142.7126
1315.000000, 84.664, -104.5109
1320.000000, 84.681, -99.0708
1340.000000, 84.752, -77.3208
1360.000000, 84.807, -55.5519
1380.000000, 84.869, -33.7776
1400.000000, 84.957, -11.9612
1430.000000, 85.125, 20.6536
1450.000000, 85.246, 42.2639
1475.000000, 85.398, 69.2563
1500.000000, 85.539, 96.2200
1525.000000, 85.665, 123.2402
1550.000000, 85.777, 150.3746
1575.000000, 85.881, 177.5892
1600.000000, 85.985, -155.1337
1625.000000, 86.085, -127.7819
1650.000000, 86.175, -100.3699
1675.000000, 86.244, -72.7769
1700.000000, 86.283, -44.7728
1725.000000, 86.307, -16.1111
1750.000000, 86.340, 13.5442
1775.000000, 86.485, 44.8333
1800.000000, 87.048, 78.1771
1825.000000, 88.400, 111.3237
1850.000000, 90.232, 138.6870
1875.000000, 91.573, 159.1516
1900.000000, 92.054, 178.0626
1925.000000, 92.026, -160.8357
1950.000000, 91.870, -137.1200
1975.000000, 91.793, -111.6809
2000.000000, 91.856, -85.5834
2030.000000, 92.044, -54.3934
2060.000000, 92.230, -23.4918
2090.000000, 92.376, 7.4392
2120.000000, 92.501, 38.5618
2140.000000, 92.575, 59.4342
2180.000000, 92.720, 101.4336
2200.000000, 92.798, 122.5288
2240.000000, 92.982, 164.8306
2270.000000, 93.138, -163.4675
2300.000000, 93.300, -131.8264
2330.000000, 93.459, -100.2319
2360.000000, 93.608, -68.6765
2400.000000, 93.795, -26.6633
2430.000000, 93.923, 4.7832
2470.000000, 94.081, 46.6589
2500.000000, 94.182, 78.1277
2540.000000, 94.282, 120.1448
2580.000000, 94.343, 162.1838
2620.000000, 94.376, -155.7556
2650.000000, 94.380, -124.1438
2690.000000, 94.355, -81.8362
2720.000000, 94.315, -49.9812
2760.000000, 94.241, -7.3259
2800.000000, 94.148, 35.5669
2850.000000, 94.024, 89.5576
2900.000000, 93.929, 143.8438
2950.000000, 93.878, -161.9260
3000.000000, 93.815, -107.9651
3040.000000, 93.731, -64.9419
3070.000000, 93.646, -32.6423
3110.000000, 93.517, 10.5383
3150.000000, 93.388, 53.7241
3200.000000, 93.203, 107.4937
3250.000000, 92.947, 161.0295
3300.000000, 92.590, -145.4438
3350.000000, 92.137, -91.6396
3400.000000, 91.617, -37.5955
3450.000000, 91.001, 16.4609
3500.000000, 90.208, 70.6562
3550.000000, 89.174, 125.7183
3600.000000, 87.920, -177.1934
3650.000000, 86.551, -117.1226
3700.000000, 85.308, -52.2070
3750.000000, 84.912, 17.4619
3820.000000, 85.843, 107.0649
3870.000000, 86.384, 163.7148
3950.000000, 86.192, -108.5938
4000.000000, 85.562, -52.0581
4060.000000, 84.654, 18.8828
4120.000000, 83.829, 92.2041
4180.000000, 83.146, 167.0381
4250.000000, 82.590, -104.1338
4310.000000, 82.402, -27.2666
4370.000000, 82.511, 49.1279
4440.000000, 82.987, 132.6406
4500.000000, 83.398, -169.7051
4550.000000, 83.649, -133.1670
4620.000000, 84.036, -89.6270
4680.000000, 84.302, -54.1172
4750.000000, 84.445, -13.6328
4820.000000, 84.378, 26.1450
4870.000000, 84.212, 54.3999
4940.000000, 83.855, 94.0615
5000.000000, 83.491, 128.4492
5080.000000, 83.067, 175.0303
5150.000000, 82.871, -144.1719
5220.000000, 82.818, -103.9478
5300.000000, 82.889, -58.9580
5380.000000, 83.050, -15.4644
5450.000000, 83.167, 21.2104
5520.000000, 83.150, 56.6553
5600.000000, 82.851, 96.2373
5700.000000, 82.045, 145.6611
5800.000000, 81.053, -163.6016
5900.000000, 80.151, -111.9424
6000.000000, 79.343, -59.8994
6080.000000, 78.754, -18.1260
6150.000000, 78.300, 18.0977
6220.000000, 77.923, 53.8535
6300.000000, 77.601, 94.2139
6400.000000, 77.347, 144.0449
6500.000000, 77.131, -167.4365
6600.000000, 76.777, -120.2607
6700.000000, 76.197, -73.5742
6800.000000, 75.432, -26.8076
6900.000000, 74.587, 20.1064
7000.000000, 73.743, 67.6016
7100.000000, 72.975, 115.9985
7200.000000, 72.411, 164.8965
7300.000000, 72.190, -146.0527
7400.000000, 72.365, -97.5264
7500.000000, 72.884, -50.3193
7620.000000, 73.855, 3.5786
7750.000000, 75.117, 57.9268
7880.000000, 76.198, 109.3516
8000.000000, 76.854, 154.9409
8120.000000, 77.155, -161.5894
8250.000000, 77.109, -115.8179
8380.000000, 76.781, -70.0366
8500.000000, 76.424, -27.2905
8620.000000, 76.170, 14.9717
8750.000000, 76.014, 59.9678
8850.000000, 75.904, 94.2471
9000.000000, 75.723, 144.7021
9120.000000, 75.597, -175.7339
9250.000000, 75.419, -133.8262
9380.000000, 75.097, -92.8706
9500.000000, 74.648, -54.8789
9620.000000, 74.107, -17.2305
9750.000000, 73.497, 23.3779
9880.000000, 73.012, 63.6455
10000.000000, 72.829, 101.2842
10150.000000, 73.038, 147.0239
10300.000000, 73.587, -169.7842
10440.000000, 74.195, -131.5083
10600.000000, 74.886, -90.3384
10750.000000, 75.484, -54.5454
10900.000000, 75.814, -21.3418
11060.000000, 75.415, 12.2881
11200.000000, 74.146, 41.7603
11380.000000, 71.581, 83.3984
11500.000000, 70.020, 113.2480
11720.000000, 68.871, 166.5938
11800.000000, 68.777, -174.8848
12060.000000, 67.509, -116.8506
12200.000000, 65.474, -85.6528
12410.000000, 62.804, -18.7256
12500.000000, 64.272, 30.7539
12650.000000, 68.070, 110.4209
12800.000000, 70.931, 175.6533
13150.000000, 74.519, -50.9375
13200.000000, 74.833, -32.6274
13400.000000, 75.645, 39.3242
13600.000000, 75.819, 110.3359
13800.000000, 75.710, -178.6270
14000.000000, 75.412, -107.9463
14300.000000, 74.437, -3.1201
14500.000000, 73.968, 66.0664
14750.000000, 74.145, 150.8242
15000.000000, 74.983, -134.0176
15250.000000, 75.587, -66.2334
15500.000000, 74.905, -10.1152
15750.000000, 72.193, 44.8418
16000.000000, 67.624, 106.9932
16250.000000, 64.040, -177.7100
16500.000000, 63.321, -97.4688
16750.000000, 63.702, -15.1416
17000.000000, 64.885, 65.9092
17250.000000, 65.975, 144.9346
17500.000000, 65.285, -138.0674
17750.000000, 61.801, -51.4229
18000.000000, 56.669, 45.0635
18250.000000, 55.620, 152.9883
18500.000000, 57.985, -109.6113
18750.000000, 59.632, -19.2891
19000.000000, 60.458, 62.3447
19250.000000, 60.951, 147.6660
19500.000000, 61.069, -128.9844
19750.000000, 60.647, -42.2803
20000.000000, 59.578, 41.7734
20300.000000, 57.383, 149.1436
20600.000000, 54.703, -104.3965
20900.000000, 51.882, 8.5469
21200.000000, 48.465, 122.9785
21400.000000, 45.527, -158.4551
21800.000000, 37.795, -20.7939
22000.000000, 33.377, 138.2354
22400.000000, 26.361, -173.5840
22700.000000, 23.191, 85.5410
23000.000000, 20.273, -131.7422
23300.000000, 18.272, 166.2734
23600.000000, 17.388, -111.0518
24000.000000, 16.800, -150.3086
