* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -23.9 dBFS, measurement signal peak level -14.2 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 6, 2024 12:09:02 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.4984 ms (-857 mm, -(2 ft 9.74 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,032.2 ppm
23.600000, 92.519, -69.1085
24.000000, 92.700, -69.6321
24.299999, 92.856, -69.9760
24.700001, 93.090, -70.5026
25.000000, 93.276, -71.0156
25.400000, 93.516, -71.8686
25.799999, 93.733, -72.8280
26.200001, 93.927, -73.7695
26.500000, 94.067, -74.4231
26.900000, 94.256, -75.2477
27.200001, 94.403, -75.8771
27.600000, 94.597, -76.7824
28.000000, 94.775, -77.7450
28.500000, 94.964, -78.8870
29.000000, 95.140, -79.8229
29.500000, 95.334, -80.6237
30.000000, 95.547, -81.5172
30.400000, 95.706, -82.3759
30.700001, 95.807, -83.0651
31.100000, 95.911, -83.9366
31.500000, 95.990, -84.6405
32.000000, 96.085, -85.2104
32.500000, 96.203, -85.5008
33.000000, 96.357, -85.6352
33.500000, 96.556, -85.7200
34.000000, 96.807, -85.8961
34.500000, 97.105, -86.3651
35.000000, 97.416, -87.2729
35.500000, 97.701, -88.5826
36.000000, 97.935, -90.1093
36.500000, 98.122, -91.6589
37.000000, 98.277, -93.1305
37.500000, 98.412, -94.5057
38.200001, 98.577, -96.2741
38.700001, 98.682, -97.4213
39.500000, 98.840, -99.0667
40.000000, 98.937, -99.9789
40.599998, 99.062, -100.9583
41.200001, 99.210, -101.8956
41.799999, 99.381, -102.9548
42.500000, 99.577, -104.4552
43.099998, 99.721, -105.8698
43.700001, 99.845, -107.2868
44.400002, 99.975, -108.9330
45.000000, 100.069, -110.3457
45.500000, 100.131, -111.4673
46.200001, 100.210, -112.8651
46.799999, 100.289, -113.9663
47.500000, 100.395, -115.3410
48.200001, 100.479, -116.8708
48.700001, 100.513, -117.9639
49.400002, 100.538, -119.3565
50.000000, 100.557, -120.4208
50.799999, 100.585, -121.7659
51.500000, 100.606, -122.8486
52.200001, 100.640, -123.7927
53.000000, 100.709, -124.8882
53.799999, 100.771, -126.0634
54.500000, 100.813, -126.9590
55.200001, 100.866, -127.7539
56.000000, 100.920, -128.5833
57.000000, 101.018, -129.1482
58.000000, 101.252, -130.2745
59.000000, 101.350, -132.5867
60.000000, 101.295, -134.2651
60.799999, 101.311, -135.3075
61.500000, 101.340, -136.4847
62.200001, 101.352, -137.7859
63.000000, 101.359, -139.3188
64.000000, 101.341, -141.2756
65.000000, 101.307, -143.0545
66.000000, 101.271, -144.7843
67.000000, 101.202, -146.3534
68.000000, 101.135, -147.6693
69.000000, 101.073, -148.8922
70.000000, 101.024, -150.0334
71.000000, 100.992, -151.2775
72.000000, 100.954, -152.6596
73.000000, 100.908, -154.1028
74.000000, 100.848, -155.6543
75.000000, 100.758, -157.2287
76.199997, 100.618, -159.0020
77.500000, 100.436, -160.7670
78.800003, 100.226, -162.2969
80.000000, 100.023, -163.4692
81.199997, 99.821, -164.4662
82.500000, 99.612, -165.3763
83.800003, 99.425, -166.2023
85.000000, 99.269, -166.9902
86.199997, 99.116, -167.7717
87.500000, 98.959, -168.4979
88.500000, 98.859, -168.9866
90.000000, 98.722, -170.0235
91.199997, 98.537, -170.9746
92.500000, 98.296, -171.5844
93.800003, 98.061, -172.1006
95.000000, 97.841, -172.5796
96.199997, 97.626, -173.2230
97.500000, 97.366, -174.1267
98.800003, 97.075, -174.9961
100.000000, 96.787, -175.7106
101.500000, 96.389, -176.4317
103.000000, 95.922, -176.8184
104.400002, 95.413, -176.7580
106.000000, 94.743, -175.9821
107.500000, 94.067, -174.4410
109.000000, 93.399, -171.8084
110.599998, 92.819, -167.5124
112.000000, 92.507, -162.8465
113.800003, 92.353, -156.5245
115.000000, 92.340, -152.6001
117.199997, 92.397, -146.6543
118.000000, 92.419, -145.0694
120.599998, 92.729, -139.9049
122.000000, 93.111, -138.9840
124.099998, 93.506, -138.4207
125.000000, 93.630, -137.8064
126.500000, 93.826, -136.4323
128.000000, 94.005, -135.2513
131.500000, 94.275, -133.5230
132.000000, 94.314, -133.3261
134.000000, 94.491, -132.5384
136.000000, 94.705, -131.7701
138.000000, 94.876, -131.2808
140.000000, 94.976, -130.4759
143.000000, 95.134, -129.2370
145.000000, 95.237, -128.8664
147.500000, 95.348, -128.6395
150.000000, 95.453, -128.1393
152.500000, 95.529, -127.8601
155.000000, 95.559, -127.8208
157.500000, 95.638, -127.6844
160.000000, 95.742, -127.1358
162.500000, 95.809, -126.5247
165.000000, 95.746, -126.7496
167.500000, 95.622, -127.1422
170.000000, 95.531, -127.2639
172.500000, 95.469, -126.9697
175.000000, 95.395, -126.5915
177.500000, 95.312, -126.5729
180.000000, 95.199, -126.6874
182.500000, 95.086, -126.2521
185.000000, 94.994, -125.5604
187.500000, 94.885, -124.9204
190.000000, 94.762, -124.4425
192.500000, 94.622, -123.9905
195.000000, 94.463, -123.3122
197.500000, 94.296, -122.4565
200.000000, 94.125, -121.5691
203.000000, 93.925, -120.4399
206.000000, 93.743, -119.2221
209.000000, 93.568, -118.0342
212.000000, 93.387, -116.7937
214.000000, 93.264, -115.9075
218.000000, 93.001, -114.0595
220.000000, 92.864, -113.0906
224.000000, 92.605, -110.9244
227.000000, 92.413, -109.1762
230.000000, 92.212, -107.5131
233.000000, 92.018, -105.8524
236.000000, 91.825, -103.9923
240.000000, 91.527, -101.3733
243.000000, 91.371, -99.4619
247.000000, 91.203, -96.9289
250.000000, 91.046, -94.7109
254.000000, 90.849, -91.8883
258.000000, 90.678, -89.1363
262.000000, 90.473, -86.4667
265.000000, 90.306, -84.4455
269.000000, 90.089, -81.6902
272.000000, 89.923, -79.5443
276.000000, 89.705, -76.4063
280.000000, 89.489, -73.1675
285.000000, 89.236, -68.9421
290.000000, 88.968, -64.6655
295.000000, 88.709, -60.0614
300.000000, 88.473, -55.0528
304.000000, 88.296, -50.7880
307.000000, 88.184, -47.3441
311.000000, 88.091, -42.3770
315.000000, 88.111, -37.1138
320.000000, 88.339, -30.8645
325.000000, 88.699, -26.1342
330.000000, 88.994, -22.9765
335.000000, 89.129, -20.3699
340.000000, 89.143, -17.5207
345.000000, 89.109, -14.2078
350.000000, 89.080, -10.5713
355.000000, 89.065, -6.8330
360.000000, 89.063, -3.0823
365.000000, 89.095, 0.7218
370.000000, 89.149, 4.4513
375.000000, 89.196, 7.9055
382.000000, 89.203, 12.5114
387.000000, 89.176, 15.9089
395.000000, 89.127, 21.6378
400.000000, 89.105, 25.3161
406.000000, 89.089, 29.7584
412.000000, 89.090, 34.2108
418.000000, 89.099, 38.6218
425.000000, 89.094, 43.6970
431.000000, 89.084, 48.0629
437.000000, 89.075, 52.4522
444.000000, 89.058, 57.5952
450.000000, 89.040, 62.0588
455.000000, 89.026, 65.8455
462.000000, 89.018, 71.2588
468.000000, 89.020, 76.0264
475.000000, 89.039, 81.5298
482.000000, 89.090, 86.7978
487.000000, 89.130, 90.5009
494.000000, 89.182, 95.7032
500.000000, 89.221, 100.1522
508.000000, 89.261, 106.1049
515.000000, 89.295, 111.3408
522.000000, 89.334, 116.5743
530.000000, 89.384, 122.5625
538.000000, 89.444, 128.5738
545.000000, 89.501, 133.8066
552.000000, 89.558, 139.0048
560.000000, 89.626, 144.9440
570.000000, 89.714, 152.3582
580.000000, 89.805, 159.7825
590.000000, 89.917, 167.2165
600.000000, 90.046, 174.5261
608.000000, 90.140, -179.7391
615.000000, 90.216, -174.7581
622.000000, 90.290, -169.8092
630.000000, 90.366, -164.1660
640.000000, 90.455, -157.1237
650.000000, 90.537, -150.1003
660.000000, 90.614, -143.0894
670.000000, 90.690, -136.0789
680.000000, 90.764, -129.1201
690.000000, 90.834, -122.2046
700.000000, 90.900, -115.2593
710.000000, 90.947, -108.1629
720.000000, 90.990, -101.0882
730.000000, 91.037, -94.0508
740.000000, 91.086, -87.0002
750.000000, 91.135, -79.9348
762.000000, 91.189, -71.4336
775.000000, 91.246, -62.1814
788.000000, 91.304, -52.9789
800.000000, 91.350, -44.5166
812.000000, 91.392, -36.0619
825.000000, 91.434, -26.8822
838.000000, 91.470, -17.6866
850.000000, 91.499, -9.2033
862.000000, 91.520, -0.7065
875.000000, 91.533, 8.5447
885.000000, 91.542, 15.6956
900.000000, 91.550, 26.4425
912.000000, 91.549, 35.0591
925.000000, 91.539, 44.4429
938.000000, 91.532, 53.8865
950.000000, 91.529, 62.6702
962.000000, 91.526, 71.4963
975.000000, 91.520, 81.0545
988.000000, 91.512, 90.6029
1000.000000, 91.506, 99.4154
1015.000000, 91.497, 110.4458
1030.000000, 91.482, 121.5035
1044.000000, 91.463, 131.8392
1060.000000, 91.437, 143.7084
1075.000000, 91.417, 154.8824
1090.000000, 91.406, 166.0836
1106.000000, 91.404, 178.0392
1120.000000, 91.402, -171.5142
1138.000000, 91.394, -158.0967
1150.000000, 91.390, -149.1641
1172.000000, 91.372, -132.8707
1180.000000, 91.353, -126.9933
1206.000000, 91.208, -107.7546
1220.000000, 91.092, -96.9596
1241.000000, 90.958, -80.1266
1250.000000, 90.930, -72.8494
1265.000000, 90.910, -60.8068
1280.000000, 90.907, -48.8732
1315.000000, 90.905, -21.1389
1320.000000, 90.903, -17.1817
1340.000000, 90.887, -1.3560
1360.000000, 90.851, 14.4847
1380.000000, 90.816, 30.3514
1400.000000, 90.799, 46.2345
1430.000000, 90.790, 69.9968
1450.000000, 90.774, 85.7668
1475.000000, 90.725, 105.4858
1500.000000, 90.645, 125.3237
1525.000000, 90.542, 145.3484
1550.000000, 90.422, 165.5780
1575.000000, 90.294, -174.0242
1600.000000, 90.156, -153.5127
1625.000000, 89.999, -132.8676
1650.000000, 89.815, -112.0256
1675.000000, 89.596, -90.8657
1700.000000, 89.338, -69.2351
1725.000000, 89.042, -46.8694
1750.000000, 88.734, -23.3275
1775.000000, 88.508, 2.0986
1800.000000, 88.648, 29.9752
1825.000000, 89.570, 58.3365
1850.000000, 91.091, 81.5834
1875.000000, 92.286, 97.9205
1900.000000, 92.659, 112.0894
1925.000000, 92.466, 128.2565
1950.000000, 92.111, 147.3342
1975.000000, 91.850, 168.5424
2000.000000, 91.765, -169.3152
2030.000000, 91.846, -142.6780
2060.000000, 92.020, -116.2909
2090.000000, 92.245, -90.0393
2120.000000, 92.517, -64.0000
2140.000000, 92.714, -46.7693
2180.000000, 93.133, -12.5437
2200.000000, 93.351, 4.4430
2240.000000, 93.807, 38.2019
2270.000000, 94.164, 63.3262
2300.000000, 94.524, 88.2290
2330.000000, 94.873, 112.9227
2360.000000, 95.206, 137.4358
2400.000000, 95.628, 169.9146
2430.000000, 95.925, -165.8406
2470.000000, 96.286, -133.6659
2500.000000, 96.528, -109.6445
2540.000000, 96.814, -77.6843
2580.000000, 97.063, -45.7521
2620.000000, 97.275, -13.8563
2650.000000, 97.410, 10.0840
2690.000000, 97.554, 42.1154
2720.000000, 97.635, 66.2480
2760.000000, 97.715, 98.6106
2800.000000, 97.781, 131.2258
2850.000000, 97.881, 172.3269
2900.000000, 98.022, -146.4224
2950.000000, 98.187, -105.3535
3000.000000, 98.345, -64.6494
3040.000000, 98.445, -32.3262
3070.000000, 98.495, -8.1689
3110.000000, 98.531, 23.9905
3150.000000, 98.544, 56.0894
3200.000000, 98.501, 96.0312
3250.000000, 98.336, 135.9514
3300.000000, 98.048, 176.3833
3350.000000, 97.715, -142.3250
3400.000000, 97.411, -100.7173
3450.000000, 97.100, -59.5083
3500.000000, 96.693, -18.4854
3550.000000, 96.125, 23.0708
3600.000000, 95.390, 65.9009
3650.000000, 94.567, 110.6348
3700.000000, 93.835, 157.8499
3750.000000, 93.501, -152.9897
3820.000000, 93.768, -86.7207
3870.000000, 93.996, -42.6770
3950.000000, 93.850, 25.8855
4000.000000, 93.472, 69.5879
4060.000000, 92.935, 123.5718
4120.000000, 92.441, 178.7258
4180.000000, 92.035, -125.0337
4250.000000, 91.726, -58.0015
4310.000000, 91.647, -0.0061
4370.000000, 91.738, 57.8333
4440.000000, 92.038, 124.5781
4500.000000, 92.413, -179.4451
4550.000000, 92.784, -134.4001
4620.000000, 93.309, -78.1328
4680.000000, 93.522, -42.1421
4750.000000, 93.613, -11.6479
4820.000000, 93.648, 15.6501
4870.000000, 93.606, 34.8401
4940.000000, 93.459, 61.6531
5000.000000, 93.286, 84.8757
5080.000000, 93.074, 116.2224
5150.000000, 92.961, 143.2104
5220.000000, 92.861, 169.2671
5300.000000, 92.738, -161.6858
5380.000000, 92.615, -133.0872
5450.000000, 92.460, -108.6533
5520.000000, 92.183, -84.9023
5600.000000, 91.637, -58.2339
5700.000000, 90.640, -24.0854
5800.000000, 89.604, 12.1782
5900.000000, 88.783, 49.3936
6000.000000, 88.161, 85.8872
6080.000000, 87.760, 114.5737
6150.000000, 87.477, 139.7275
6220.000000, 87.251, 164.7764
6300.000000, 87.072, -166.9614
6400.000000, 86.966, -132.3999
6500.000000, 86.918, -98.9150
6600.000000, 86.820, -66.3901
6700.000000, 86.667, -34.3188
6800.000000, 86.545, -2.5869
6900.000000, 86.527, 28.4180
7000.000000, 86.599, 58.6440
7100.000000, 86.714, 88.4629
7200.000000, 86.841, 117.8491
7300.000000, 86.969, 146.4453
7400.000000, 87.116, 174.2305
7500.000000, 87.308, -158.6309
7620.000000, 87.621, -126.8462
7750.000000, 88.003, -93.5195
7880.000000, 88.226, -61.9658
8000.000000, 88.287, -34.0527
8120.000000, 88.336, -6.1895
8250.000000, 88.469, 23.2383
8380.000000, 88.718, 51.7769
8500.000000, 89.032, 77.5166
8620.000000, 89.363, 102.1260
8750.000000, 89.643, 126.9272
8850.000000, 89.780, 145.0083
9000.000000, 89.885, 171.2021
9120.000000, 89.844, -168.6265
9250.000000, 89.601, -147.4590
9380.000000, 89.125, -126.4404
9500.000000, 88.518, -106.6172
9620.000000, 87.840, -86.2832
9750.000000, 87.174, -64.0483
9880.000000, 86.824, -42.0386
10000.000000, 86.938, -21.6025
10150.000000, 87.431, 1.7192
10300.000000, 87.879, 22.5259
10440.000000, 88.113, 41.0811
10600.000000, 88.266, 61.9023
10750.000000, 88.352, 79.2021
10900.000000, 88.229, 94.7593
11060.000000, 87.773, 111.8506
11200.000000, 87.725, 127.7510
11380.000000, 89.075, 145.5474
11500.000000, 90.201, 153.8838
11720.000000, 91.044, 162.3813
11800.000000, 90.831, 164.4204
12060.000000, 88.189, 172.6484
12200.000000, 85.692, -179.7437
12410.000000, 81.092, -160.7178
12500.000000, 78.941, -149.4834
12650.000000, 75.606, -130.8818
12800.000000, 75.699, -106.5063
13150.000000, 83.667, 13.7710
13200.000000, 84.316, 27.8184
13400.000000, 85.759, 78.6860
13600.000000, 86.091, 127.9912
13800.000000, 85.849, 178.0811
14000.000000, 85.112, -131.4492
14300.000000, 83.462, -53.4521
14500.000000, 82.585, -0.9756
14750.000000, 82.730, 62.3047
15000.000000, 83.711, 116.0347
15250.000000, 83.540, 161.3130
15500.000000, 81.672, 10.7861
15750.000000, 78.531, 69.2500
16000.000000, 75.591, 131.4795
16250.000000, 75.201, -159.5464
16500.000000, 76.422, -90.8809
16750.000000, 77.989, -24.8447
17000.000000, 79.831, 37.9189
17250.000000, 80.925, 94.5078
17500.000000, 79.838, 151.6528
17750.000000, 76.041, -141.7842
18000.000000, 71.332, -58.6470
18250.000000, 72.368, 26.7231
18500.000000, 75.873, 98.9722
18750.000000, 78.277, 162.9424
19000.000000, 79.561, -137.4258
19250.000000, 79.766, -79.6621
19500.000000, 79.047, -19.9277
19750.000000, 77.752, 41.1245
20000.000000, 76.032, 105.7773
20300.000000, 73.880, -171.8965
20600.000000, 72.136, -89.1377
20900.000000, 69.758, -5.5864
21200.000000, 65.600, 82.9951
21400.000000, 61.676, 147.5059
21800.000000, 51.590, -72.9668
22000.000000, 46.086, 46.6895
22400.000000, 36.751, 58.9189
22700.000000, 32.352, -64.0156
23000.000000, 28.814, 179.4805
23300.000000, 24.252, -146.5264
23600.000000, 19.843, -51.7607
24000.000000, 17.662, -141.6250
