* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of R Aug 7, R Aug 7, R Aug 7
* Dated: Aug 8, 2024 6:40:09 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R Aug 7, R Aug 7, R Aug 7
* Measurement: Moondrop Chu 2 R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz), SPL(dB)
2.200000, 85.529
2.240000, 85.754
2.270000, 85.959
2.300000, 86.162
2.330000, 86.360
2.360000, 86.553
2.400000, 86.805
2.430000, 86.989
2.470000, 87.228
2.500000, 87.404
2.540000, 87.633
2.580000, 87.855
2.620000, 88.071
2.650000, 88.228
2.690000, 88.432
2.720000, 88.581
2.760000, 88.774
2.800000, 88.962
2.850000, 89.190
2.900000, 89.411
2.950000, 89.624
3.000000, 89.830
3.040000, 89.990
3.070000, 90.106
3.110000, 90.257
3.150000, 90.405
3.200000, 90.584
3.250000, 90.758
3.300000, 90.927
3.350000, 91.091
3.400000, 91.250
3.450000, 91.404
3.500000, 91.554
3.550000, 91.700
3.600000, 91.842
3.650000, 91.981
3.700000, 92.117
3.750000, 92.250
3.820000, 92.431
3.870000, 92.556
3.950000, 92.752
4.000000, 92.871
4.060000, 93.011
4.120000, 93.149
4.180000, 93.283
4.250000, 93.436
4.310000, 93.564
4.370000, 93.689
4.440000, 93.831
4.500000, 93.951
4.550000, 94.048
4.620000, 94.181
4.680000, 94.292
4.750000, 94.418
4.820000, 94.541
4.870000, 94.626
4.940000, 94.743
5.000000, 94.839
5.080000, 94.964
5.150000, 95.070
5.220000, 95.172
5.300000, 95.284
5.380000, 95.392
5.450000, 95.484
5.520000, 95.573
5.600000, 95.671
5.700000, 95.790
5.800000, 95.904
5.900000, 96.015
6.000000, 96.123
6.080000, 96.208
6.150000, 96.281
6.220000, 96.353
6.300000, 96.435
6.400000, 96.537
6.500000, 96.637
6.600000, 96.737
6.700000, 96.837
6.800000, 96.936
6.900000, 97.033
7.000000, 97.130
7.100000, 97.225
7.200000, 97.318
7.300000, 97.410
7.400000, 97.499
7.500000, 97.585
7.620000, 97.684
7.750000, 97.787
7.880000, 97.885
8.000000, 97.970
8.120000, 98.050
8.250000, 98.131
8.380000, 98.208
8.500000, 98.274
8.620000, 98.337
8.750000, 98.402
8.850000, 98.449
9.000000, 98.517
9.120000, 98.569
9.250000, 98.624
9.380000, 98.678
9.500000, 98.727
9.620000, 98.776
9.750000, 98.829
9.880000, 98.883
10.000000, 98.934
10.150000, 98.998
10.300000, 99.063
10.440000, 99.124
10.600000, 99.195
10.750000, 99.260
10.900000, 99.323
11.060000, 99.388
11.200000, 99.442
11.380000, 99.506
11.500000, 99.546
11.720000, 99.611
11.800000, 99.632
12.060000, 99.695
12.200000, 99.726
12.410000, 99.769
12.500000, 99.787
12.650000, 99.816
12.800000, 99.846
13.150000, 99.915
13.200000, 99.925
13.400000, 99.963
13.600000, 100.000
13.800000, 100.033
14.000000, 100.063
14.300000, 100.101
14.500000, 100.122
14.750000, 100.146
15.000000, 100.170
15.250000, 100.194
15.500000, 100.219
15.750000, 100.245
