* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of R Aful MagicOne, R Aful MagicOne, R Aful MagicOne
* Dated: Aug 8, 2024 7:42:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R Aful MagicOne, R Aful MagicOne, R Aful MagicOne
* Measurement: AFUL MagicOne R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz), SPL(dB)
2.200000, 85.538
2.240000, 85.673
2.270000, 85.795
2.300000, 85.914
2.330000, 86.030
2.360000, 86.141
2.400000, 86.285
2.430000, 86.389
2.470000, 86.523
2.500000, 86.620
2.540000, 86.746
2.580000, 86.867
2.620000, 86.983
2.650000, 87.067
2.690000, 87.174
2.720000, 87.251
2.760000, 87.350
2.800000, 87.445
2.850000, 87.559
2.900000, 87.668
2.950000, 87.773
3.000000, 87.873
3.040000, 87.949
3.070000, 88.004
3.110000, 88.075
3.150000, 88.144
3.200000, 88.227
3.250000, 88.307
3.300000, 88.385
3.350000, 88.461
3.400000, 88.534
3.450000, 88.604
3.500000, 88.673
3.550000, 88.739
3.600000, 88.805
3.650000, 88.869
3.700000, 88.933
3.750000, 88.996
3.820000, 89.082
3.870000, 89.143
3.950000, 89.238
4.000000, 89.297
4.060000, 89.368
4.120000, 89.437
4.180000, 89.506
4.250000, 89.586
4.310000, 89.653
4.370000, 89.719
4.440000, 89.796
4.500000, 89.860
4.550000, 89.913
4.620000, 89.986
4.680000, 90.047
4.750000, 90.116
4.820000, 90.183
4.870000, 90.230
4.940000, 90.294
5.000000, 90.347
5.080000, 90.416
5.150000, 90.473
5.220000, 90.528
5.300000, 90.589
5.380000, 90.647
5.450000, 90.695
5.520000, 90.741
5.600000, 90.792
5.700000, 90.853
5.800000, 90.910
5.900000, 90.965
6.000000, 91.018
6.080000, 91.058
6.150000, 91.093
6.220000, 91.128
6.300000, 91.167
6.400000, 91.214
6.500000, 91.261
6.600000, 91.308
6.700000, 91.355
6.800000, 91.401
6.900000, 91.447
7.000000, 91.492
7.100000, 91.537
7.200000, 91.581
7.300000, 91.624
7.400000, 91.667
7.500000, 91.708
7.620000, 91.756
7.750000, 91.806
7.880000, 91.854
8.000000, 91.897
8.120000, 91.938
8.250000, 91.981
8.380000, 92.022
8.500000, 92.061
8.620000, 92.098
8.750000, 92.139
8.850000, 92.171
9.000000, 92.218
9.120000, 92.257
9.250000, 92.297
9.380000, 92.337
9.500000, 92.373
9.620000, 92.406
9.750000, 92.439
9.880000, 92.468
10.000000, 92.490
10.150000, 92.512
10.300000, 92.527
10.440000, 92.534
10.600000, 92.535
10.750000, 92.532
10.900000, 92.527
11.060000, 92.521
11.200000, 92.519
11.380000, 92.524
11.500000, 92.534
11.720000, 92.568
11.800000, 92.586
12.060000, 92.662
12.200000, 92.714
12.410000, 92.798
12.500000, 92.836
12.650000, 92.898
12.800000, 92.957
13.150000, 93.075
13.200000, 93.088
13.400000, 93.136
13.600000, 93.174
13.800000, 93.203
14.000000, 93.228
14.300000, 93.262
14.500000, 93.284
14.750000, 93.310
15.000000, 93.332
15.250000, 93.346
15.500000, 93.350
