* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Gizaudio DaVinci (L) 1, Gizaudio DaVinci (L) 2, Gizaudio DaVinci (L) 3
* Dated: Aug 8, 2024 7:29:45 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Gizaudio DaVinci (L) 1, Gizaudio DaVinci (L) 2, Gizaudio DaVinci (L) 3
* Measurement: Gizaudio DaVinci S&S L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz), SPL(dB)
2.200000, 94.616
2.240000, 94.840
2.270000, 95.045
2.300000, 95.247
2.330000, 95.444
2.360000, 95.636
2.400000, 95.885
2.430000, 96.066
2.470000, 96.302
2.500000, 96.474
2.540000, 96.697
2.580000, 96.913
2.620000, 97.123
2.650000, 97.274
2.690000, 97.471
2.720000, 97.613
2.760000, 97.797
2.800000, 97.976
2.850000, 98.190
2.900000, 98.397
2.950000, 98.595
3.000000, 98.785
3.040000, 98.930
3.070000, 99.036
3.110000, 99.172
3.150000, 99.304
3.200000, 99.463
3.250000, 99.615
3.300000, 99.763
3.350000, 99.904
3.400000, 100.039
3.450000, 100.168
3.500000, 100.293
3.550000, 100.413
3.600000, 100.529
3.650000, 100.642
3.700000, 100.751
3.750000, 100.857
3.820000, 100.999
3.870000, 101.098
3.950000, 101.250
4.000000, 101.343
4.060000, 101.453
4.120000, 101.560
4.180000, 101.665
4.250000, 101.785
4.310000, 101.886
4.370000, 101.985
4.440000, 102.100
4.500000, 102.197
4.550000, 102.277
4.620000, 102.387
4.680000, 102.480
4.750000, 102.586
4.820000, 102.691
4.870000, 102.765
4.940000, 102.867
5.000000, 102.952
5.080000, 103.063
5.150000, 103.157
5.220000, 103.249
5.300000, 103.350
5.380000, 103.448
5.450000, 103.530
5.520000, 103.610
5.600000, 103.697
5.700000, 103.801
5.800000, 103.900
5.900000, 103.994
6.000000, 104.083
6.080000, 104.151
6.150000, 104.208
6.220000, 104.264
6.300000, 104.326
6.400000, 104.401
6.500000, 104.474
6.600000, 104.545
6.700000, 104.615
6.800000, 104.683
6.900000, 104.750
7.000000, 104.816
7.100000, 104.881
7.200000, 104.944
7.300000, 105.006
7.400000, 105.067
7.500000, 105.126
7.620000, 105.195
7.750000, 105.266
7.880000, 105.334
8.000000, 105.394
8.120000, 105.451
8.250000, 105.510
8.380000, 105.566
8.500000, 105.616
8.620000, 105.665
8.750000, 105.715
8.850000, 105.753
9.000000, 105.808
9.120000, 105.851
9.250000, 105.897
9.380000, 105.942
9.500000, 105.982
9.620000, 106.021
9.750000, 106.063
9.880000, 106.103
10.000000, 106.139
10.150000, 106.182
10.300000, 106.224
10.440000, 106.262
10.600000, 106.304
10.750000, 106.342
10.900000, 106.380
11.060000, 106.419
11.200000, 106.452
11.380000, 106.494
11.500000, 106.520
11.720000, 106.565
11.800000, 106.580
12.060000, 106.625
12.200000, 106.646
12.410000, 106.675
12.500000, 106.686
12.650000, 106.703
12.800000, 106.720
13.150000, 106.757
13.200000, 106.763
13.400000, 106.786
13.600000, 106.810
13.800000, 106.836
14.000000, 106.862
14.300000, 106.902
