* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Dusk Analog (R) 1, Dusk Analog (R) 2, Dusk Analog (R) 3
* Dated: Aug 8, 2024 9:10:04 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Dusk Analog (R) 1, Dusk Analog (R) 2, Dusk Analog (R) 3
* Measurement: Moondrop Dusk Analog R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz), SPL(dB)
2.200000, 91.806
2.240000, 92.011
2.270000, 92.198
2.300000, 92.383
2.330000, 92.564
2.360000, 92.742
2.400000, 92.972
2.430000, 93.140
2.470000, 93.360
2.500000, 93.520
2.540000, 93.729
2.580000, 93.933
2.620000, 94.130
2.650000, 94.273
2.690000, 94.459
2.720000, 94.595
2.760000, 94.771
2.800000, 94.942
2.850000, 95.149
2.900000, 95.349
2.950000, 95.542
3.000000, 95.727
3.040000, 95.870
3.070000, 95.974
3.110000, 96.108
3.150000, 96.239
3.200000, 96.398
3.250000, 96.551
3.300000, 96.699
3.350000, 96.842
3.400000, 96.980
3.450000, 97.113
3.500000, 97.241
3.550000, 97.365
3.600000, 97.485
3.650000, 97.602
3.700000, 97.716
3.750000, 97.827
3.820000, 97.977
3.870000, 98.080
3.950000, 98.241
4.000000, 98.339
4.060000, 98.454
4.120000, 98.567
4.180000, 98.677
4.250000, 98.802
4.310000, 98.908
4.370000, 99.011
4.440000, 99.130
4.500000, 99.230
4.550000, 99.313
4.620000, 99.426
4.680000, 99.521
4.750000, 99.630
4.820000, 99.737
4.870000, 99.812
4.940000, 99.916
5.000000, 100.002
5.080000, 100.115
5.150000, 100.210
5.220000, 100.304
5.300000, 100.407
5.380000, 100.506
5.450000, 100.590
5.520000, 100.672
5.600000, 100.761
5.700000, 100.868
5.800000, 100.970
5.900000, 101.067
6.000000, 101.159
6.080000, 101.230
6.150000, 101.290
6.220000, 101.348
6.300000, 101.413
6.400000, 101.491
6.500000, 101.567
6.600000, 101.641
6.700000, 101.713
6.800000, 101.784
6.900000, 101.853
7.000000, 101.921
7.100000, 101.987
7.200000, 102.052
7.300000, 102.115
7.400000, 102.177
7.500000, 102.236
7.620000, 102.305
7.750000, 102.376
7.880000, 102.444
8.000000, 102.502
8.120000, 102.558
8.250000, 102.615
8.380000, 102.669
8.500000, 102.717
8.620000, 102.762
8.750000, 102.810
8.850000, 102.846
9.000000, 102.899
9.120000, 102.940
9.250000, 102.984
9.380000, 103.027
9.500000, 103.065
9.620000, 103.102
9.750000, 103.140
9.880000, 103.175
10.000000, 103.205
10.150000, 103.239
10.300000, 103.269
10.440000, 103.294
10.600000, 103.318
10.750000, 103.337
10.900000, 103.355
11.060000, 103.374
11.200000, 103.391
11.380000, 103.414
11.500000, 103.430
11.720000, 103.463
11.800000, 103.476
12.060000, 103.518
12.200000, 103.540
12.410000, 103.570
12.500000, 103.582
12.650000, 103.597
12.800000, 103.609
13.150000, 103.621
13.200000, 103.621
13.400000, 103.620
13.600000, 103.616
13.800000, 103.613
14.000000, 103.612
14.300000, 103.619
14.500000, 103.630
14.750000, 103.648
15.000000, 103.668
