* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of R Mega5-EST, R Mega5-EST, R Mega5-EST
* Dated: Aug 8, 2024 9:44:12 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R Mega5-EST, R Mega5-EST, R Mega5-EST
* Measurement: Hisenior Mega5-EST R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz), SPL(dB)
2.200000, 83.108
2.240000, 83.342
2.270000, 83.555
2.300000, 83.766
2.330000, 83.971
2.360000, 84.172
2.400000, 84.432
2.430000, 84.622
2.470000, 84.868
2.500000, 85.049
2.540000, 85.283
2.580000, 85.511
2.620000, 85.731
2.650000, 85.891
2.690000, 86.098
2.720000, 86.249
2.760000, 86.444
2.800000, 86.633
2.850000, 86.862
2.900000, 87.083
2.950000, 87.296
3.000000, 87.501
3.040000, 87.658
3.070000, 87.773
3.110000, 87.922
3.150000, 88.066
3.200000, 88.241
3.250000, 88.412
3.300000, 88.577
3.350000, 88.736
3.400000, 88.891
3.450000, 89.040
3.500000, 89.185
3.550000, 89.326
3.600000, 89.464
3.650000, 89.600
3.700000, 89.734
3.750000, 89.864
3.820000, 90.043
3.870000, 90.169
3.950000, 90.366
4.000000, 90.488
4.060000, 90.634
4.120000, 90.778
4.180000, 90.921
4.250000, 91.086
4.310000, 91.227
4.370000, 91.367
4.440000, 91.530
4.500000, 91.669
4.550000, 91.784
4.620000, 91.943
4.680000, 92.079
4.750000, 92.235
4.820000, 92.390
4.870000, 92.499
4.940000, 92.650
5.000000, 92.777
5.080000, 92.943
5.150000, 93.085
5.220000, 93.224
5.300000, 93.378
5.380000, 93.528
5.450000, 93.656
5.520000, 93.780
5.600000, 93.917
5.700000, 94.082
5.800000, 94.240
5.900000, 94.392
6.000000, 94.537
6.080000, 94.650
6.150000, 94.745
6.220000, 94.839
6.300000, 94.943
6.400000, 95.070
6.500000, 95.194
6.600000, 95.314
6.700000, 95.432
6.800000, 95.548
6.900000, 95.662
7.000000, 95.773
7.100000, 95.882
7.200000, 95.990
7.300000, 96.095
7.400000, 96.197
7.500000, 96.298
7.620000, 96.414
7.750000, 96.537
7.880000, 96.654
8.000000, 96.758
8.120000, 96.858
8.250000, 96.963
8.380000, 97.063
8.500000, 97.153
8.620000, 97.240
8.750000, 97.332
8.850000, 97.401
9.000000, 97.504
9.120000, 97.584
9.250000, 97.671
9.380000, 97.756
9.500000, 97.834
9.620000, 97.911
9.750000, 97.994
9.880000, 98.074
10.000000, 98.147
10.150000, 98.236
10.300000, 98.321
10.440000, 98.397
10.600000, 98.481
10.750000, 98.555
10.900000, 98.626
11.060000, 98.698
11.200000, 98.759
11.380000, 98.835
11.500000, 98.884
11.720000, 98.972
11.800000, 99.003
12.060000, 99.104
12.200000, 99.157
12.410000, 99.235
12.500000, 99.268
12.650000, 99.321
12.800000, 99.372
13.150000, 99.482
13.200000, 99.497
13.400000, 99.553
13.600000, 99.607
13.800000, 99.657
14.000000, 99.705
14.300000, 99.776
14.500000, 99.823
14.750000, 99.881
15.000000, 99.939
15.250000, 99.995
15.500000, 100.049
