* Measurement data measured by REW V5.31.3
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of R Aug 7, R Aug 7, R Aug 7
* Dated: Aug 8, 2024 6:50:16 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R Aug 7, R Aug 7, R Aug 7
* Measurement: Tangzu Waner R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz), SPL(dB)
2.200000, 88.289
2.240000, 88.545
2.270000, 88.777
2.300000, 89.006
2.330000, 89.229
2.360000, 89.447
2.400000, 89.729
2.430000, 89.935
2.470000, 90.202
2.500000, 90.398
2.540000, 90.653
2.580000, 90.900
2.620000, 91.140
2.650000, 91.314
2.690000, 91.540
2.720000, 91.704
2.760000, 91.917
2.800000, 92.124
2.850000, 92.375
2.900000, 92.618
2.950000, 92.853
3.000000, 93.080
3.040000, 93.255
3.070000, 93.383
3.110000, 93.549
3.150000, 93.710
3.200000, 93.908
3.250000, 94.099
3.300000, 94.286
3.350000, 94.468
3.400000, 94.644
3.450000, 94.816
3.500000, 94.983
3.550000, 95.146
3.600000, 95.306
3.650000, 95.464
3.700000, 95.618
3.750000, 95.770
3.820000, 95.978
3.870000, 96.124
3.950000, 96.353
4.000000, 96.494
4.060000, 96.661
4.120000, 96.826
4.180000, 96.988
4.250000, 97.175
4.310000, 97.332
4.370000, 97.488
4.440000, 97.667
4.500000, 97.818
4.550000, 97.942
4.620000, 98.113
4.680000, 98.257
4.750000, 98.422
4.820000, 98.583
4.870000, 98.696
4.940000, 98.851
5.000000, 98.981
5.080000, 99.150
5.150000, 99.293
5.220000, 99.433
5.300000, 99.587
5.380000, 99.737
5.450000, 99.865
5.520000, 99.988
5.600000, 100.126
5.700000, 100.292
5.800000, 100.451
5.900000, 100.606
6.000000, 100.756
6.080000, 100.873
6.150000, 100.973
6.220000, 101.072
6.300000, 101.183
6.400000, 101.319
6.500000, 101.452
6.600000, 101.583
6.700000, 101.711
6.800000, 101.838
6.900000, 101.962
7.000000, 102.083
7.100000, 102.202
7.200000, 102.318
7.300000, 102.431
7.400000, 102.540
7.500000, 102.647
7.620000, 102.770
7.750000, 102.899
7.880000, 103.022
8.000000, 103.131
8.120000, 103.236
8.250000, 103.345
8.380000, 103.451
8.500000, 103.546
8.620000, 103.638
8.750000, 103.735
8.850000, 103.809
9.000000, 103.917
9.120000, 104.002
9.250000, 104.092
9.380000, 104.180
9.500000, 104.259
9.620000, 104.337
9.750000, 104.419
9.880000, 104.499
10.000000, 104.570
10.150000, 104.657
10.300000, 104.740
10.440000, 104.815
10.600000, 104.898
10.750000, 104.974
10.900000, 105.047
11.060000, 105.122
11.200000, 105.186
11.380000, 105.266
11.500000, 105.317
11.720000, 105.408
11.800000, 105.439
12.060000, 105.537
12.200000, 105.587
12.410000, 105.658
12.500000, 105.687
12.650000, 105.735
12.800000, 105.781
13.150000, 105.885
13.200000, 105.900
13.400000, 105.959
13.600000, 106.017
13.800000, 106.074
14.000000, 106.131
14.300000, 106.211
14.500000, 106.262
14.750000, 106.320
15.000000, 106.373
15.250000, 106.422
15.500000, 106.468
15.750000, 106.512
16.000000, 106.556
