20,	10.321
20.299999,	10.31
20.6,	10.297
20.9,	10.283
21.200001,	10.269
21.4,	10.26
21.799999,	10.241
22,	10.233
22.4,	10.216
22.700001,	10.203
23,	10.191
23.299999,	10.178
23.6,	10.167
24,	10.151
24.299999,	10.139
24.700001,	10.125
25,	10.114
25.4,	10.1
25.799999,	10.087
26.200001,	10.074
26.5,	10.064
26.9,	10.053
27.200001,	10.044
27.6,	10.032
28,	10.02
28.5,	10.007
29,	9.994
29.5,	9.982
30,	9.969
30.4,	9.959
30.700001,	9.953
31.1,	9.944
31.5,	9.936
32,	9.926
32.5,	9.915
33,	9.905
33.5,	9.895
34,	9.887
34.5,	9.878
35,	9.869
35.5,	9.86
36,	9.853
36.5,	9.845
37,	9.839
37.5,	9.831
38.200001,	9.822
38.700001,	9.814
39.5,	9.803
40,	9.797
40.599998,	9.79
41.200001,	9.783
41.799999,	9.776
42.5,	9.767
43.099998,	9.761
43.700001,	9.754
44.400002,	9.746
45,	9.739
45.5,	9.733
46.200001,	9.725
46.799999,	9.719
47.5,	9.711
48.200001,	9.703
48.700001,	9.697
49.400002,	9.69
50,	9.682
50.799999,	9.673
51.5,	9.665
52.200001,	9.656
53,	9.646
53.799999,	9.636
54.5,	9.626
55.200001,	9.617
56,	9.604
57,	9.59
58,	9.575
59,	9.56
60,	9.543
60.799999,	9.53
61.5,	9.519
62.200001,	9.507
63,	9.493
64,	9.476
65,	9.457
66,	9.439
67,	9.421
68,	9.404
69,	9.385
70,	9.366
71,	9.348
72,	9.331
73,	9.313
74,	9.297
75,	9.28
76.199997,	9.261
77.5,	9.24
78.800003,	9.221
80,	9.205
81.199997,	9.19
82.5,	9.173
83.800003,	9.157
85,	9.144
86.199997,	9.132
87.5,	9.118
88.5,	9.108
90,	9.091
91.199997,	9.079
92.5,	9.065
93.800003,	9.053
95,	9.039
96.199997,	9.026
97.5,	9.012
98.800003,	8.998
100,	8.983
101.5,	8.965
103,	8.947
104.400002,	8.928
106,	8.907
107.5,	8.887
109,	8.866
110.599998,	8.843
112,	8.823
113.800003,	8.797
115,	8.78
117.199997,	8.746
118,	8.734
120.599998,	8.693
122,	8.671
124.099998,	8.638
125,	8.624
126.5,	8.6
128,	8.577
131.5,	8.522
132,	8.514
134,	8.483
136,	8.453
138,	8.422
140,	8.39
143,	8.344
145,	8.314
147.5,	8.279
150,	8.242
152.5,	8.209
155,	8.175
157.5,	8.142
160,	8.11
162.5,	8.08
165,	8.051
167.5,	8.022
170,	7.995
172.5,	7.969
175,	7.943
177.5,	7.92
180,	7.895
182.5,	7.873
185,	7.852
187.5,	7.831
190,	7.812
192.5,	7.794
195,	7.776
197.5,	7.76
200,	7.743
203,	7.726
206,	7.709
209,	7.692
212,	7.677
214,	7.67
218,	7.652
220,	7.645
224,	7.632
227,	7.624
230,	7.616
233,	7.608
236,	7.602
240,	7.594
243,	7.589
247,	7.584
250,	7.58
254,	7.578
258,	7.575
262,	7.575
265,	7.573
269,	7.575
272,	7.576
276,	7.577
280,	7.578
285,	7.58
290,	7.583
295,	7.589
300,	7.594
304,	7.6
307,	7.605
311,	7.612
315,	7.619
320,	7.628
325,	7.636
330,	7.645
335,	7.654
340,	7.664
345,	7.676
350,	7.686
355,	7.699
360,	7.71
365,	7.724
370,	7.739
375,	7.755
382,	7.78
387,	7.796
395,	7.824
400,	7.84
406,	7.859
412,	7.877
418,	7.889
425,	7.899
431,	7.904
437,	7.902
444,	7.893
450,	7.88
455,	7.867
462,	7.844
468,	7.823
475,	7.796
482,	7.768
487,	7.748
494,	7.719
500,	7.695
508,	7.663
515,	7.633
522,	7.6
530,	7.563
538,	7.526
545,	7.489
552,	7.452
560,	7.406
570,	7.346
580,	7.283
590,	7.218
600,	7.148
608,	7.093
615,	7.045
622,	6.995
630,	6.939
640,	6.869
650,	6.8
660,	6.732
670,	6.667
680,	6.604
690,	6.544
700,	6.486
710,	6.432
720,	6.38
730,	6.334
740,	6.291
750,	6.252
762,	6.212
775,	6.172
788,	6.139
800,	6.115
812,	6.095
825,	6.078
838,	6.066
850,	6.06
862,	6.058
875,	6.058
885,	6.063
900,	6.072
912,	6.083
925,	6.099
938,	6.119
950,	6.139
962,	6.163
975,	6.192
988,	6.224
1000,	6.256
1015,	6.3
1030,	6.349
1044,	6.395
1060,	6.451
1075,	6.507
1090,	6.565
1106,	6.628
1120,	6.685
1138,	6.759
1150,	6.81
1172,	6.902
1180,	6.937
1206,	7.046
1220,	7.107
1241,	7.195
1250,	7.234
1265,	7.296
1280,	7.359
1315,	7.503
1320,	7.524
1340,	7.604
1360,	7.685
1380,	7.765
1400,	7.842
1430,	7.959
1450,	8.036
1475,	8.134
1500,	8.23
1525,	8.329
1550,	8.428
1575,	8.529
1600,	8.633
1625,	8.739
1650,	8.849
1675,	8.963
1700,	9.08
1725,	9.201
1750,	9.327
1775,	9.459
1800,	9.594
1825,	9.736
1850,	9.882
1875,	10.036
1900,	10.193
1925,	10.357
1950,	10.524
1975,	10.697
2000,	10.872
2030,	11.087
2060,	11.306
2090,	11.524
2120,	11.744
2140,	11.889
2180,	12.176
2200,	12.318
2240,	12.594
2270,	12.796
2300,	12.99
2330,	13.176
2360,	13.356
2400,	13.581
2430,	13.741
2470,	13.942
2500,	14.083
2540,	14.258
2580,	14.416
2620,	14.56
2650,	14.659
2690,	14.778
2720,	14.857
2760,	14.95
2800,	15.026
2850,	15.102
2900,	15.155
2950,	15.185
3000,	15.19
3040,	15.179
3070,	15.161
3110,	15.125
3150,	15.074
3200,	14.995
3250,	14.899
3300,	14.788
3350,	14.663
3400,	14.527
3450,	14.38
3500,	14.226
3550,	14.067
3600,	13.901
3650,	13.732
3700,	13.559
3750,	13.386
3820,	13.141
3870,	12.967
3950,	12.69
