* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Nov 20, 2024 9:41:34 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Trace Arithmetic A times B A = OB_INM8 L B = calib
* Measurement: INM8 L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz), SPL(dB)
20.000000, 95.609
20.299999, 95.667
20.600000, 95.732
20.900000, 95.795
21.200001, 95.824
21.400000, 95.847
21.799999, 95.878
22.000000, 95.878
22.400000, 95.916
22.700001, 95.940
23.000000, 95.941
23.299999, 95.979
23.600000, 96.083
24.000000, 96.201
24.299999, 96.273
24.700001, 96.370
25.000000, 96.408
25.400000, 96.495
25.799999, 96.591
26.200001, 96.631
26.500000, 96.630
26.900000, 96.621
27.200001, 96.614
27.600000, 96.604
28.000000, 96.573
28.500000, 96.500
29.000000, 96.477
29.500000, 96.482
30.000000, 96.553
30.400000, 96.616
30.700001, 96.636
31.100000, 96.636
31.500000, 96.630
32.000000, 96.627
32.500000, 96.659
33.000000, 96.699
33.500000, 96.709
34.000000, 96.748
34.500000, 96.780
35.000000, 96.780
35.500000, 96.785
36.000000, 96.824
36.500000, 96.864
37.000000, 96.915
37.500000, 97.026
38.200001, 97.199
38.700001, 97.282
39.500000, 97.262
40.000000, 97.106
40.599998, 96.947
41.200001, 96.870
41.799999, 96.907
42.500000, 97.081
43.099998, 97.304
43.700001, 97.390
44.400002, 97.390
45.000000, 97.346
45.500000, 97.264
46.200001, 97.227
46.799999, 97.332
47.500000, 97.493
48.200001, 97.527
48.700001, 97.434
49.400002, 97.300
50.000000, 97.302
50.799999, 97.348
51.500000, 97.356
52.200001, 97.353
53.000000, 97.340
53.799999, 97.263
54.500000, 97.179
55.200001, 97.206
56.000000, 97.339
57.000000, 97.511
58.000000, 97.622
59.000000, 97.632
60.000000, 97.611
60.799999, 97.546
61.500000, 97.466
62.200001, 97.390
63.000000, 97.337
64.000000, 97.323
65.000000, 97.321
66.000000, 97.328
67.000000, 97.391
68.000000, 97.514
69.000000, 97.540
70.000000, 97.474
71.000000, 97.480
72.000000, 97.547
73.000000, 97.547
74.000000, 97.479
75.000000, 97.463
76.199997, 97.502
77.500000, 97.510
78.800003, 97.522
80.000000, 97.557
81.199997, 97.490
82.500000, 97.293
83.800003, 97.214
85.000000, 97.231
86.199997, 97.287
87.500000, 97.377
88.500000, 97.491
90.000000, 97.481
91.199997, 97.382
92.500000, 97.362
93.800003, 97.319
95.000000, 97.260
96.199997, 97.276
97.500000, 97.350
98.800003, 97.391
100.000000, 97.372
101.500000, 97.348
103.000000, 97.357
104.400002, 97.322
106.000000, 97.297
107.500000, 97.242
109.000000, 97.177
110.599998, 97.195
112.000000, 97.201
113.800003, 97.161
115.000000, 97.111
117.199997, 97.084
118.000000, 97.131
120.599998, 97.293
122.000000, 97.274
124.099998, 97.108
125.000000, 97.051
126.500000, 97.083
128.000000, 97.179
131.500000, 97.222
132.000000, 97.176
134.000000, 96.923
136.000000, 96.744
138.000000, 96.739
140.000000, 96.825
143.000000, 96.890
145.000000, 96.871
147.500000, 96.718
150.000000, 96.551
