* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Nov 20, 2024 9:41:28 PM
152.500000, 98.879
155.000000, 98.846
157.500000, 98.867
160.000000, 98.807
162.500000, 98.791
165.000000, 98.734
167.500000, 98.619
170.000000, 98.475
172.500000, 98.414
175.000000, 98.444
177.500000, 98.488
180.000000, 98.399
182.500000, 98.315
185.000000, 98.290
187.500000, 98.210
190.000000, 98.141
192.500000, 98.077
195.000000, 97.989
197.500000, 97.930
200.000000, 97.912
203.000000, 97.871
206.000000, 97.788
209.000000, 97.722
212.000000, 97.640
214.000000, 97.553
218.000000, 97.444
220.000000, 97.421
224.000000, 97.366
227.000000, 97.354
230.000000, 97.358
233.000000, 97.338
236.000000, 97.242
240.000000, 97.133
243.000000, 97.153
247.000000, 97.168
250.000000, 97.109
254.000000, 96.959
258.000000, 96.815
262.000000, 96.727
265.000000, 96.695
269.000000, 96.655
272.000000, 96.664
276.000000, 96.700
280.000000, 96.699
285.000000, 96.617
290.000000, 96.459
295.000000, 96.374
300.000000, 96.304
304.000000, 96.202
307.000000, 96.086
311.000000, 95.999
315.000000, 95.944
320.000000, 95.925
325.000000, 95.978
330.000000, 95.959
335.000000, 95.789
340.000000, 95.585
345.000000, 95.541
350.000000, 95.612
355.000000, 95.684
360.000000, 95.665
365.000000, 95.567
370.000000, 95.521
375.000000, 95.503
382.000000, 95.368
387.000000, 95.180
395.000000, 95.058
400.000000, 95.143
406.000000, 95.246
412.000000, 95.159
418.000000, 95.053
425.000000, 95.030
431.000000, 95.024
437.000000, 94.978
444.000000, 94.845
450.000000, 94.749
455.000000, 94.707
462.000000, 94.652
468.000000, 94.638
475.000000, 94.607
482.000000, 94.501
487.000000, 94.408
494.000000, 94.369
500.000000, 94.421
508.000000, 94.496
515.000000, 94.455
522.000000, 94.333
530.000000, 94.246
538.000000, 94.188
545.000000, 94.159
552.000000, 94.165
560.000000, 94.204
570.000000, 94.175
580.000000, 94.062
590.000000, 93.975
600.000000, 93.924
608.000000, 93.873
615.000000, 93.836
622.000000, 93.777
630.000000, 93.706
640.000000, 93.673
650.000000, 93.671
660.000000, 93.651
670.000000, 93.599
680.000000, 93.579
690.000000, 93.579
700.000000, 93.580
710.000000, 93.557
720.000000, 93.488
730.000000, 93.439
740.000000, 93.499
750.000000, 93.605
762.000000, 93.576
775.000000, 93.435
788.000000, 93.394
800.000000, 93.393
812.000000, 93.384
825.000000, 93.310
838.000000, 93.264
850.000000, 93.333
862.000000, 93.388
875.000000, 93.435
885.000000, 93.472
900.000000, 93.485
912.000000, 93.489
925.000000, 93.531
938.000000, 93.644
950.000000, 93.747
962.000000, 93.802
975.000000, 93.854
988.000000, 93.892
1000.000000, 93.949
1015.000000, 94.047
1030.000000, 94.148
1044.000000, 94.230
1060.000000, 94.293
1075.000000, 94.407
1090.000000, 94.531
1106.000000, 94.634
1120.000000, 94.712
1138.000000, 94.772
1150.000000, 94.814
1172.000000, 94.935
1180.000000, 94.982
1206.000000, 95.134
1220.000000, 95.207
1241.000000, 95.274
1250.000000, 95.301
1265.000000, 95.370
1280.000000, 95.440
1315.000000, 95.661
1320.000000, 95.702
1340.000000, 95.803
1360.000000, 95.891
1380.000000, 95.998
1400.000000, 96.101
1430.000000, 96.206
1450.000000, 96.258
1475.000000, 96.310
1500.000000, 96.322
1525.000000, 96.351
1550.000000, 96.441
1575.000000, 96.528
1600.000000, 96.615
1625.000000, 96.741
1650.000000, 96.891
1675.000000, 97.097
1700.000000, 97.301
1725.000000, 97.498
1750.000000, 97.655
1775.000000, 97.806
1800.000000, 97.957
1825.000000, 98.143
1850.000000, 98.339
1875.000000, 98.555
1900.000000, 98.761
1925.000000, 98.935
1950.000000, 99.150
1975.000000, 99.384
2000.000000, 99.654
2030.000000, 99.918
2060.000000, 100.122
2090.000000, 100.453
2120.000000, 100.774
2140.000000, 100.979
2180.000000, 101.380
2200.000000, 101.602
2240.000000, 102.022
2270.000000, 102.241
2300.000000, 102.503
2330.000000, 102.777
2360.000000, 102.976
2400.000000, 103.128
2430.000000, 103.128
2470.000000, 103.071
2500.000000, 102.989
2540.000000, 102.794
2580.000000, 102.625
2620.000000, 102.360
2650.000000, 102.128
2690.000000, 101.843
2720.000000, 101.613
2760.000000, 101.318
2800.000000, 100.975
2850.000000, 100.716
2900.000000, 100.603
2950.000000, 100.575
3000.000000, 100.661
3040.000000, 100.786
3070.000000, 100.918
3110.000000, 101.048
3150.000000, 100.948
3200.000000, 100.596
3250.000000, 100.248
3300.000000, 99.702
3350.000000, 99.114
3400.000000, 98.637
3450.000000, 98.179
3500.000000, 97.782
3550.000000, 97.477
3600.000000, 97.276
3650.000000, 96.941
3700.000000, 96.511
3750.000000, 96.104
3820.000000, 95.515
3870.000000, 95.115
3950.000000, 94.570
4000.000000, 94.309
4060.000000, 94.119
4120.000000, 94.085
4180.000000, 94.124
4250.000000, 94.319
4310.000000, 94.584
4370.000000, 94.904
4440.000000, 95.487
4500.000000, 96.067
4550.000000, 96.675
4620.000000, 97.371
4680.000000, 97.834
4750.000000, 98.428
4820.000000, 98.913
4870.000000, 99.192
4940.000000, 99.448
5000.000000, 99.408
5080.000000, 99.149
5150.000000, 98.881
5220.000000, 98.461
5300.000000, 97.801
5380.000000, 97.169
5450.000000, 96.583
5520.000000, 96.073
5600.000000, 95.494
5700.000000, 94.861
5800.000000, 94.233
5900.000000, 93.836
6000.000000, 93.427
6080.000000, 93.232
6150.000000, 93.160
6220.000000, 93.157
6300.000000, 93.334
6400.000000, 93.749
6500.000000, 94.191
6600.000000, 94.892
6700.000000, 95.792
6800.000000, 96.947
6900.000000, 98.295
7000.000000, 99.730
7100.000000, 101.057
7200.000000, 102.204
7300.000000, 103.093
7400.000000, 103.509
7500.000000, 103.914
7620.000000, 104.481
7750.000000, 105.064
7880.000000, 105.454
8000.000000, 105.470
8120.000000, 105.228
8250.000000, 104.518
8380.000000, 103.278
8500.000000, 102.118
8620.000000, 100.838
8750.000000, 99.619
8850.000000, 98.684
9000.000000, 97.432
9120.000000, 96.408
9250.000000, 95.569
9380.000000, 94.980
9500.000000, 94.328
9620.000000, 93.667
9750.000000, 92.900
9880.000000, 91.994
10000.000000, 91.053
10150.000000, 89.612
10300.000000, 87.859
10440.000000, 85.690
10600.000000, 83.814
10750.000000, 82.271
10900.000000, 81.029
11060.000000, 81.401
11200.000000, 82.485
11380.000000, 83.580
11500.000000, 84.102
11720.000000, 84.408
11800.000000, 84.406
12060.000000, 84.252
12200.000000, 84.183
12410.000000, 84.091
12500.000000, 83.984
12650.000000, 83.653
12800.000000, 83.211
13150.000000, 82.603
13200.000000, 82.626
13400.000000, 83.008
13600.000000, 83.842
13800.000000, 84.825
14000.000000, 85.881
14300.000000, 87.510
14500.000000, 88.759
14750.000000, 90.020
15000.000000, 91.592
15250.000000, 93.382
15500.000000, 94.819
15750.000000, 95.503
16000.000000, 94.961
16250.000000, 93.538
16500.000000, 90.880
16750.000000, 88.474
17000.000000, 86.720
17250.000000, 84.487
17500.000000, 82.934
17750.000000, 82.631
18000.000000, 82.981
18250.000000, 83.303
18500.000000, 83.151
18750.000000, 82.403
19000.000000, 80.900
19250.000000, 79.321
19500.000000, 78.356
19750.000000, 77.456
20000.000000, 74.887
