* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Nov 20, 2024 9:41:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Trace Arithmetic A times B A = OB_INM11 R B = calib
* Measurement: INM11 R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz), SPL(dB)
20.000000, 99.168
20.299999, 99.262
20.600000, 99.332
20.900000, 99.395
21.200001, 99.423
21.400000, 99.452
21.799999, 99.536
22.000000, 99.561
22.400000, 99.570
22.700001, 99.605
23.000000, 99.630
23.299999, 99.625
23.600000, 99.620
24.000000, 99.651
24.299999, 99.687
24.700001, 99.735
25.000000, 99.798
25.400000, 99.895
25.799999, 99.991
26.200001, 100.031
26.500000, 100.030
26.900000, 100.021
27.200001, 100.014
27.600000, 100.005
28.000000, 99.994
28.500000, 99.950
29.000000, 99.894
29.500000, 99.976
30.000000, 100.179
30.400000, 100.256
30.700001, 100.284
31.100000, 100.285
31.500000, 100.245
32.000000, 100.219
32.500000, 100.172
33.000000, 100.116
33.500000, 100.100
34.000000, 100.092
34.500000, 100.087
35.000000, 100.090
35.500000, 100.129
36.000000, 100.162
36.500000, 100.162
37.000000, 100.157
37.500000, 100.157
38.200001, 100.222
38.700001, 100.335
39.500000, 100.406
40.000000, 100.359
40.599998, 100.310
41.200001, 100.266
41.799999, 100.288
42.500000, 100.380
43.099998, 100.528
43.700001, 100.549
44.400002, 100.412
45.000000, 100.297
45.500000, 100.229
46.200001, 100.206
46.799999, 100.267
47.500000, 100.384
48.200001, 100.365
48.700001, 100.243
49.400002, 100.107
50.000000, 100.145
50.799999, 100.283
51.500000, 100.339
52.200001, 100.317
53.000000, 100.253
53.799999, 100.159
54.500000, 100.044
55.200001, 100.024
56.000000, 100.137
57.000000, 100.269
58.000000, 100.314
59.000000, 100.220
60.000000, 100.205
60.799999, 100.209
61.500000, 100.159
62.200001, 100.089
63.000000, 100.037
64.000000, 100.023
65.000000, 100.021
66.000000, 100.028
67.000000, 100.101
68.000000, 100.280
69.000000, 100.398
70.000000, 100.414
71.000000, 100.413
72.000000, 100.396
73.000000, 100.298
74.000000, 100.129
75.000000, 99.996
76.199997, 99.966
77.500000, 99.995
78.800003, 99.930
80.000000, 99.829
81.199997, 99.743
82.500000, 99.731
83.800003, 99.810
85.000000, 99.904
86.199997, 99.960
87.500000, 99.951
88.500000, 99.958
90.000000, 99.863
91.199997, 99.732
92.500000, 99.787
93.800003, 99.921
95.000000, 99.937
96.199997, 99.930
97.500000, 100.007
98.800003, 100.076
100.000000, 100.030
101.500000, 99.929
103.000000, 99.940
104.400002, 100.018
106.000000, 100.039
107.500000, 99.888
109.000000, 99.683
110.599998, 99.581
112.000000, 99.566
113.800003, 99.642
115.000000, 99.670
117.199997, 99.628
118.000000, 99.618
120.599998, 99.610
122.000000, 99.573
124.099998, 99.383
125.000000, 99.281
126.500000, 99.172
128.000000, 99.151
131.500000, 99.316
132.000000, 99.323
134.000000, 99.251
136.000000, 99.122
138.000000, 99.031
140.000000, 98.990
143.000000, 99.042
145.000000, 99.151
147.500000, 99.167
150.000000, 99.070
