* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Nov 20, 2024 9:41:25 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Trace Arithmetic A times B A = OB_INM1 R B = calib
* Measurement: INM1 R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz), SPL(dB)
20.000000, 87.869
20.299999, 87.986
20.600000, 88.087
20.900000, 88.141
21.200001, 88.201
21.400000, 88.248
21.799999, 88.336
22.000000, 88.360
22.400000, 88.357
22.700001, 88.346
23.000000, 88.336
23.299999, 88.332
23.600000, 88.355
24.000000, 88.401
24.299999, 88.439
24.700001, 88.529
25.000000, 88.595
25.400000, 88.662
25.799999, 88.748
26.200001, 88.824
26.500000, 88.826
26.900000, 88.786
27.200001, 88.737
27.600000, 88.707
28.000000, 88.696
28.500000, 88.690
29.000000, 88.736
29.500000, 88.873
30.000000, 89.081
30.400000, 89.143
30.700001, 89.144
31.100000, 89.137
31.500000, 89.130
32.000000, 89.136
32.500000, 89.246
33.000000, 89.389
33.500000, 89.464
34.000000, 89.543
34.500000, 89.580
35.000000, 89.569
35.500000, 89.509
36.000000, 89.419
36.500000, 89.369
37.000000, 89.357
37.500000, 89.357
38.200001, 89.422
38.700001, 89.535
39.500000, 89.628
40.000000, 89.612
40.599998, 89.539
41.200001, 89.453
41.799999, 89.438
42.500000, 89.585
43.099998, 89.829
43.700001, 89.923
44.400002, 89.786
45.000000, 89.601
45.500000, 89.472
46.200001, 89.428
46.799999, 89.557
47.500000, 89.809
48.200001, 89.871
48.700001, 89.793
49.400002, 89.743
50.000000, 89.827
50.799999, 89.943
51.500000, 89.993
52.200001, 90.038
53.000000, 90.039
53.799999, 89.958
54.500000, 89.840
55.200001, 89.794
56.000000, 89.855
57.000000, 89.963
58.000000, 89.968
59.000000, 89.873
60.000000, 89.851
60.799999, 89.911
61.500000, 89.990
62.200001, 90.070
63.000000, 90.151
64.000000, 90.207
65.000000, 90.175
66.000000, 90.128
67.000000, 90.118
68.000000, 90.117
69.000000, 90.126
70.000000, 90.180
71.000000, 90.269
72.000000, 90.347
73.000000, 90.346
74.000000, 90.273
75.000000, 90.221
76.199997, 90.204
77.500000, 90.153
78.800003, 90.138
80.000000, 90.224
81.199997, 90.188
82.500000, 89.995
83.800003, 89.962
85.000000, 90.084
86.199997, 90.183
87.500000, 90.252
88.500000, 90.324
90.000000, 90.307
91.199997, 90.274
92.500000, 90.329
93.800003, 90.300
95.000000, 90.199
96.199997, 90.200
97.500000, 90.351
98.800003, 90.474
100.000000, 90.467
101.500000, 90.418
103.000000, 90.437
104.400002, 90.489
106.000000, 90.472
107.500000, 90.390
109.000000, 90.352
110.599998, 90.359
112.000000, 90.333
113.800003, 90.358
115.000000, 90.409
117.199997, 90.455
118.000000, 90.437
120.599998, 90.414
122.000000, 90.415
124.099998, 90.400
125.000000, 90.401
126.500000, 90.463
128.000000, 90.522
131.500000, 90.506
132.000000, 90.486
134.000000, 90.358
136.000000, 90.230
138.000000, 90.188
140.000000, 90.233
143.000000, 90.338
145.000000, 90.424
147.500000, 90.346
150.000000, 90.193
