* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Nov 20, 2024 9:41:37 PM
152.500000, 96.759
155.000000, 96.593
157.500000, 96.440
160.000000, 96.366
162.500000, 96.318
165.000000, 96.236
167.500000, 96.152
170.000000, 96.117
172.500000, 96.110
175.000000, 96.179
177.500000, 96.330
180.000000, 96.337
182.500000, 96.229
185.000000, 96.145
187.500000, 96.082
190.000000, 96.036
192.500000, 95.947
195.000000, 95.699
197.500000, 95.459
200.000000, 95.340
203.000000, 95.228
206.000000, 95.143
209.000000, 95.073
212.000000, 95.030
214.000000, 94.956
218.000000, 94.941
220.000000, 95.034
224.000000, 95.178
227.000000, 95.126
230.000000, 95.033
233.000000, 95.059
236.000000, 95.169
240.000000, 95.177
243.000000, 95.082
247.000000, 94.858
250.000000, 94.764
254.000000, 94.798
258.000000, 94.686
262.000000, 94.477
265.000000, 94.416
269.000000, 94.406
272.000000, 94.399
276.000000, 94.330
280.000000, 94.132
285.000000, 94.036
290.000000, 94.010
295.000000, 93.998
300.000000, 94.080
304.000000, 94.000
307.000000, 93.885
311.000000, 93.824
315.000000, 93.840
320.000000, 93.768
325.000000, 93.688
330.000000, 93.584
335.000000, 93.412
340.000000, 93.260
345.000000, 93.216
350.000000, 93.234
355.000000, 93.266
360.000000, 93.239
365.000000, 93.219
370.000000, 93.216
375.000000, 93.203
382.000000, 93.092
387.000000, 92.952
395.000000, 92.791
400.000000, 92.737
406.000000, 92.721
412.000000, 92.692
418.000000, 92.684
425.000000, 92.764
431.000000, 92.766
437.000000, 92.686
444.000000, 92.545
450.000000, 92.443
455.000000, 92.371
462.000000, 92.227
468.000000, 92.155
475.000000, 92.112
482.000000, 92.059
487.000000, 92.045
494.000000, 92.043
500.000000, 92.032
508.000000, 91.960
515.000000, 91.848
522.000000, 91.673
530.000000, 91.601
538.000000, 91.762
545.000000, 91.900
552.000000, 91.938
560.000000, 91.890
570.000000, 91.766
580.000000, 91.583
590.000000, 91.416
600.000000, 91.363
608.000000, 91.435
615.000000, 91.459
622.000000, 91.446
630.000000, 91.389
640.000000, 91.290
650.000000, 91.205
660.000000, 91.176
670.000000, 91.177
680.000000, 91.199
690.000000, 91.231
700.000000, 91.181
710.000000, 91.113
720.000000, 91.132
730.000000, 91.233
740.000000, 91.300
750.000000, 91.339
762.000000, 91.279
775.000000, 91.163
788.000000, 91.223
800.000000, 91.354
812.000000, 91.457
825.000000, 91.371
838.000000, 91.322
850.000000, 91.434
862.000000, 91.535
875.000000, 91.628
885.000000, 91.673
900.000000, 91.692
912.000000, 91.735
925.000000, 91.854
938.000000, 91.998
950.000000, 92.104
962.000000, 92.243
975.000000, 92.452
988.000000, 92.610
1000.000000, 92.642
1015.000000, 92.575
1030.000000, 92.658
1044.000000, 92.869
1060.000000, 93.067
1075.000000, 93.269
1090.000000, 93.452
1106.000000, 93.657
1120.000000, 93.800
1138.000000, 93.872
1150.000000, 93.920
1172.000000, 94.110
1180.000000, 94.196
1206.000000, 94.408
1220.000000, 94.574
1241.000000, 94.810
1250.000000, 94.848
1265.000000, 94.870
1280.000000, 94.890
1315.000000, 95.098
1320.000000, 95.130
1340.000000, 95.229
1360.000000, 95.367
1380.000000, 95.470
1400.000000, 95.522
1430.000000, 95.597
1450.000000, 95.616
1475.000000, 95.684
1500.000000, 95.786
1525.000000, 95.847
1550.000000, 95.915
1575.000000, 95.972
1600.000000, 96.066
1625.000000, 96.146
1650.000000, 96.239
1675.000000, 96.349
1700.000000, 96.459
1725.000000, 96.605
1750.000000, 96.747
1775.000000, 96.857
1800.000000, 96.972
1825.000000, 97.181
1850.000000, 97.387
1875.000000, 97.571
1900.000000, 97.798
1925.000000, 98.044
1950.000000, 98.329
1975.000000, 98.620
2000.000000, 98.985
2030.000000, 99.327
2060.000000, 99.588
2090.000000, 99.934
2120.000000, 100.208
2140.000000, 100.387
2180.000000, 100.780
2200.000000, 100.997
2240.000000, 101.366
2270.000000, 101.539
2300.000000, 101.744
2330.000000, 101.898
2360.000000, 101.939
2400.000000, 101.910
2430.000000, 101.842
2470.000000, 101.732
2500.000000, 101.604
2540.000000, 101.363
2580.000000, 101.176
2620.000000, 100.951
2650.000000, 100.730
2690.000000, 100.477
2720.000000, 100.290
2760.000000, 100.041
2800.000000, 99.774
2850.000000, 99.600
2900.000000, 99.489
2950.000000, 99.337
3000.000000, 99.197
3040.000000, 99.115
3070.000000, 99.061
3110.000000, 99.017
3150.000000, 99.012
3200.000000, 99.011
3250.000000, 98.974
3300.000000, 98.923
3350.000000, 98.910
3400.000000, 98.906
3450.000000, 98.889
3500.000000, 98.795
3550.000000, 98.663
3600.000000, 98.592
3650.000000, 98.536
3700.000000, 98.442
3750.000000, 98.314
3820.000000, 98.106
3870.000000, 97.931
3950.000000, 97.663
4000.000000, 97.541
4060.000000, 97.476
4120.000000, 97.466
4180.000000, 97.442
4250.000000, 97.504
4310.000000, 97.614
4370.000000, 97.759
4440.000000, 98.050
4500.000000, 98.410
4550.000000, 98.802
4620.000000, 99.224
4680.000000, 99.492
4750.000000, 99.832
4820.000000, 100.070
4870.000000, 100.174
4940.000000, 100.179
5000.000000, 99.893
5080.000000, 99.246
5150.000000, 98.711
5220.000000, 97.940
5300.000000, 96.771
5380.000000, 95.756
5450.000000, 94.861
5520.000000, 94.127
5600.000000, 93.279
5700.000000, 92.418
5800.000000, 91.661
5900.000000, 91.342
6000.000000, 91.267
6080.000000, 91.323
6150.000000, 91.456
6220.000000, 91.609
6300.000000, 91.827
6400.000000, 92.210
6500.000000, 92.607
6600.000000, 93.351
6700.000000, 94.358
6800.000000, 95.642
6900.000000, 97.006
7000.000000, 98.309
7100.000000, 99.525
7200.000000, 100.692
7300.000000, 101.760
7400.000000, 102.493
7500.000000, 103.319
7620.000000, 104.290
7750.000000, 105.049
7880.000000, 105.380
8000.000000, 105.120
8120.000000, 104.694
8250.000000, 103.974
8380.000000, 102.634
8500.000000, 101.050
8620.000000, 98.901
8750.000000, 96.261
8850.000000, 93.845
9000.000000, 91.035
9120.000000, 90.158
9250.000000, 89.854
9380.000000, 89.754
9500.000000, 89.611
9620.000000, 89.430
9750.000000, 89.169
9880.000000, 88.857
10000.000000, 88.588
10150.000000, 88.215
10300.000000, 87.803
10440.000000, 87.374
10600.000000, 87.000
10750.000000, 86.625
10900.000000, 86.157
11060.000000, 85.648
11200.000000, 85.160
11380.000000, 84.586
11500.000000, 84.210
11720.000000, 83.829
11800.000000, 83.762
12060.000000, 83.551
12200.000000, 83.463
12410.000000, 83.339
12500.000000, 83.255
12650.000000, 82.993
12800.000000, 82.598
13150.000000, 80.976
13200.000000, 80.750
13400.000000, 80.013
13600.000000, 79.120
13800.000000, 78.025
14000.000000, 76.815
14300.000000, 77.497
14500.000000, 80.823
14750.000000, 84.259
15000.000000, 87.681
15250.000000, 90.458
15500.000000, 91.973
15750.000000, 92.774
16000.000000, 92.920
16250.000000, 92.658
16500.000000, 91.909
16750.000000, 91.223
17000.000000, 90.275
17250.000000, 88.531
17500.000000, 86.737
17750.000000, 84.942
18000.000000, 83.419
18250.000000, 81.672
18500.000000, 80.224
18750.000000, 79.251
19000.000000, 78.053
19250.000000, 77.014
19500.000000, 76.505
19750.000000, 75.868
20000.000000, 73.408
