* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Nov 20, 2024 9:41:23 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Trace Arithmetic A times B A = OB_INM1 L B = calib
* Measurement: INM1 L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz), SPL(dB)
20.000000, 88.349
20.299999, 88.346
20.600000, 88.332
20.900000, 88.318
21.200001, 88.305
21.400000, 88.302
21.799999, 88.394
22.000000, 88.542
22.400000, 88.941
22.700001, 89.307
23.000000, 89.561
23.299999, 89.655
23.600000, 89.699
24.000000, 89.700
24.299999, 89.691
24.700001, 89.674
25.000000, 89.634
25.400000, 89.532
25.799999, 89.457
26.200001, 89.438
26.500000, 89.430
26.900000, 89.421
27.200001, 89.417
27.600000, 89.436
28.000000, 89.478
28.500000, 89.526
29.000000, 89.628
29.500000, 89.757
30.000000, 89.927
30.400000, 90.014
30.700001, 90.036
31.100000, 90.036
31.500000, 90.030
32.000000, 90.031
32.500000, 90.108
33.000000, 90.239
33.500000, 90.312
34.000000, 90.404
34.500000, 90.474
35.000000, 90.470
35.500000, 90.419
36.000000, 90.375
36.500000, 90.370
37.000000, 90.408
37.500000, 90.478
38.200001, 90.485
38.700001, 90.441
39.500000, 90.361
40.000000, 90.332
40.599998, 90.324
41.200001, 90.336
41.799999, 90.403
42.500000, 90.559
43.099998, 90.760
43.700001, 90.915
44.400002, 91.046
45.000000, 91.041
45.500000, 90.950
46.200001, 90.844
46.799999, 90.898
47.500000, 91.124
48.200001, 91.232
48.700001, 91.171
49.400002, 91.025
50.000000, 90.906
50.799999, 90.849
51.500000, 91.077
52.200001, 91.371
53.000000, 91.406
53.799999, 91.321
54.500000, 91.305
55.200001, 91.415
56.000000, 91.582
57.000000, 91.588
58.000000, 91.495
59.000000, 91.499
60.000000, 91.525
60.799999, 91.498
61.500000, 91.416
62.200001, 91.351
63.000000, 91.368
64.000000, 91.476
65.000000, 91.701
66.000000, 91.877
67.000000, 91.777
68.000000, 91.491
69.000000, 91.220
70.000000, 91.081
71.000000, 91.080
72.000000, 91.146
73.000000, 91.139
74.000000, 91.033
75.000000, 90.979
76.199997, 91.064
77.500000, 91.221
78.800003, 91.317
80.000000, 91.374
81.199997, 91.372
82.500000, 91.222
83.800003, 91.009
85.000000, 90.814
86.199997, 90.687
87.500000, 90.766
88.500000, 90.947
90.000000, 91.226
91.199997, 91.382
92.500000, 91.328
93.800003, 91.192
95.000000, 91.164
96.199997, 91.130
97.500000, 91.017
98.800003, 90.947
100.000000, 91.031
101.500000, 91.246
103.000000, 91.462
104.400002, 91.650
106.000000, 91.693
107.500000, 91.608
109.000000, 91.473
110.599998, 91.450
112.000000, 91.481
113.800003, 91.466
115.000000, 91.467
117.199997, 91.567
118.000000, 91.576
120.599998, 91.489
122.000000, 91.479
124.099998, 91.615
125.000000, 91.675
126.500000, 91.721
128.000000, 91.726
131.500000, 91.686
132.000000, 91.685
134.000000, 91.589
136.000000, 91.387
138.000000, 91.296
140.000000, 91.340
143.000000, 91.468
145.000000, 91.495
147.500000, 91.437
150.000000, 91.323
