* Freq(Hz), SPL(dB)
157.500000, 0.737
160.000000, 0.750
162.500000, 0.764
165.000000, 0.777
167.500000, 0.790
170.000000, 0.803
172.500000, 0.816
175.000000, 0.829
177.500000, 0.842
180.000000, 0.854
182.500000, 0.867
185.000000, 0.879
187.500000, 0.891
190.000000, 0.903
192.500000, 0.915
195.000000, 0.927
197.500000, 0.938
200.000000, 0.950
203.000000, 0.962
206.000000, 0.975
209.000000, 0.987
212.000000, 0.999
214.000000, 1.006
218.000000, 1.022
220.000000, 1.030
224.000000, 1.046
227.000000, 1.058
230.000000, 1.070
233.000000, 1.081
236.000000, 1.093
240.000000, 1.109
243.000000, 1.121
247.000000, 1.138
250.000000, 1.150
254.000000, 1.168
258.000000, 1.186
262.000000, 1.204
265.000000, 1.217
269.000000, 1.235
272.000000, 1.249
276.000000, 1.268
280.000000, 1.286
285.000000, 1.309
290.000000, 1.332
295.000000, 1.356
300.000000, 1.379
304.000000, 1.398
307.000000, 1.412
311.000000, 1.431
315.000000, 1.450
320.000000, 1.472
325.000000, 1.494
330.000000, 1.517
335.000000, 1.539
340.000000, 1.561
345.000000, 1.584
350.000000, 1.607
355.000000, 1.630
360.000000, 1.654
365.000000, 1.677
370.000000, 1.701
375.000000, 1.725
382.000000, 1.759
387.000000, 1.784
395.000000, 1.825
400.000000, 1.852
406.000000, 1.885
412.000000, 1.920
418.000000, 1.955
425.000000, 1.997
431.000000, 2.033
437.000000, 2.069
444.000000, 2.111
450.000000, 2.148
455.000000, 2.178
462.000000, 2.221
468.000000, 2.257
475.000000, 2.300
482.000000, 2.342
487.000000, 2.372
494.000000, 2.415
500.000000, 2.451
508.000000, 2.499
515.000000, 2.542
522.000000, 2.584
530.000000, 2.631
538.000000, 2.678
545.000000, 2.718
552.000000, 2.758
560.000000, 2.802
570.000000, 2.856
580.000000, 2.909
590.000000, 2.961
600.000000, 3.010
608.000000, 3.049
615.000000, 3.082
622.000000, 3.113
630.000000, 3.146
640.000000, 3.182
650.000000, 3.216
660.000000, 3.247
670.000000, 3.277
680.000000, 3.307
690.000000, 3.336
700.000000, 3.364
710.000000, 3.393
720.000000, 3.421
730.000000, 3.449
740.000000, 3.477
750.000000, 3.505
762.000000, 3.539
775.000000, 3.577
788.000000, 3.615
800.000000, 3.652
812.000000, 3.691
825.000000, 3.735
838.000000, 3.781
850.000000, 3.824
862.000000, 3.868
875.000000, 3.917
885.000000, 3.955
900.000000, 4.015
912.000000, 4.063
925.000000, 4.117
938.000000, 4.172
950.000000, 4.224
962.000000, 4.277
975.000000, 4.336
988.000000, 4.396
1000.000000, 4.453
1015.000000, 4.527
1030.000000, 4.603
1044.000000, 4.675
1060.000000, 4.759
1075.000000, 4.839
1090.000000, 4.921
1106.000000, 5.009
1120.000000, 5.087
1138.000000, 5.189
1150.000000, 5.258
1172.000000, 5.385
1180.000000, 5.432
1206.000000, 5.586
1220.000000, 5.670
1241.000000, 5.796
1250.000000, 5.850
1265.000000, 5.938
1280.000000, 6.025
1315.000000, 6.230
1320.000000, 6.259
1340.000000, 6.377
1360.000000, 6.497
1380.000000, 6.618
1400.000000, 6.741
1430.000000, 6.928
1450.000000, 7.054
1475.000000, 7.214
1500.000000, 7.377
1525.000000, 7.542
1550.000000, 7.711
1575.000000, 7.883
1600.000000, 8.061
1625.000000, 8.247
1650.000000, 8.439
1675.000000, 8.635
1700.000000, 8.834
1725.000000, 9.035
1750.000000, 9.239
1775.000000, 9.445
1800.000000, 9.652
1825.000000, 9.862
1850.000000, 10.072
1875.000000, 10.285
1900.000000, 10.498
1925.000000, 10.713
1950.000000, 10.929
1975.000000, 11.150
2000.000000, 11.382
2030.000000, 11.678
2060.000000, 11.982
2090.000000, 12.288
2120.000000, 12.589
2140.000000, 12.787
2180.000000, 13.173
2200.000000, 13.362
2240.000000, 13.728
2270.000000, 13.992
2300.000000, 14.246
2330.000000, 14.489
2360.000000, 14.722
2400.000000, 15.013
2430.000000, 15.217
2470.000000, 15.462
2500.000000, 15.618
2540.000000, 15.783
2580.000000, 15.913
2620.000000, 16.019
2650.000000, 16.086
2690.000000, 16.161
2720.000000, 16.206
2760.000000, 16.253
2800.000000, 16.285
2850.000000, 16.305
2900.000000, 16.305
2950.000000, 16.286
3000.000000, 16.249
3040.000000, 16.208
3070.000000, 16.170
3110.000000, 16.109
3150.000000, 16.034
3200.000000, 15.918
3250.000000, 15.785
3300.000000, 15.642
3350.000000, 15.490
3400.000000, 15.331
3450.000000, 15.167
3500.000000, 14.999
3550.000000, 14.828
3600.000000, 14.653
3650.000000, 14.478
3700.000000, 14.301
3750.000000, 14.124
3820.000000, 13.877
3870.000000, 13.702
3950.000000, 13.429
4000.000000, 13.266
4060.000000, 13.085
4120.000000, 12.914
4180.000000, 12.749
4250.000000, 12.563
4310.000000, 12.408
4370.000000, 12.258
4440.000000, 12.088
4500.000000, 11.948
4550.000000, 11.834
4620.000000, 11.680
4680.000000, 11.554
4750.000000, 11.412
4820.000000, 11.276
4870.000000, 11.183
4940.000000, 11.058
5000.000000, 10.958
5080.000000, 10.834
5150.000000, 10.733
5220.000000, 10.638
5300.000000, 10.536
5380.000000, 10.441
5450.000000, 10.362
5520.000000, 10.289
5600.000000, 10.211
5700.000000, 10.121
5800.000000, 10.040
5900.000000, 9.967
6000.000000, 9.902
6080.000000, 9.856
6150.000000, 9.821
6220.000000, 9.792
6300.000000, 9.771
6400.000000, 9.768
6500.000000, 9.780
6600.000000, 9.799
6700.000000, 9.819
6800.000000, 9.840
6900.000000, 9.861
7000.000000, 9.879
7100.000000, 9.896
7200.000000, 9.911
7300.000000, 9.921
7400.000000, 9.927
7500.000000, 9.928
7620.000000, 9.923
7750.000000, 9.906
7880.000000, 9.874
8000.000000, 9.816
8120.000000, 9.721
8250.000000, 9.587
8380.000000, 9.438
8500.000000, 9.292
8620.000000, 9.140
8750.000000, 8.968
8850.000000, 8.831
9000.000000, 8.622
9120.000000, 8.451
9250.000000, 8.262
9380.000000, 8.072
9500.000000, 7.895
9620.000000, 7.717
9750.000000, 7.525
9880.000000, 7.335
10000.000000, 7.165
10150.000000, 6.961
10300.000000, 6.764
10440.000000, 6.584
10600.000000, 6.380
10750.000000, 6.192
10900.000000, 6.005
11060.000000, 5.808
11200.000000, 5.638
11380.000000, 5.422
11500.000000, 5.280
11720.000000, 5.023
11800.000000, 4.931
12060.000000, 4.637
12200.000000, 4.482
12410.000000, 4.254
12500.000000, 4.159
12650.000000, 4.004
12800.000000, 3.852
13150.000000, 3.509
13200.000000, 3.461
13400.000000, 3.271
13600.000000, 3.084
13800.000000, 2.900
14000.000000, 2.719
14300.000000, 2.453
14500.000000, 2.280
14750.000000, 2.067
15000.000000, 1.857
15250.000000, 1.652
15500.000000, 1.450
15750.000000, 1.257
16000.000000, 1.091
16250.000000, 0.969
16500.000000, 0.878
16750.000000, 0.804
17000.000000, 0.738
17250.000000, 0.681
17500.000000, 0.631
17750.000000, 0.587
18000.000000, 0.548
18250.000000, 0.514
18500.000000, 0.484
18750.000000, 0.457
19000.000000, 0.432
19250.000000, 0.410
19500.000000, 0.390
19750.000000, 0.374
20000.000000, 0.369
